raw,identity,number,category,type,filled_words,honest_categories,re,dmc,asm,pa,asf,svp,ddp,rci,an,is,or,ps,pr,ddf,qas,om,cds,count
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sammen. Og hun som har fått navnet Ingrid', ' - Caroline Berg Eriksen\njuli 26, 2014 at 7:53', ' på å få oppmerksomhet i media og sosiale medier, og', ' bildene fra dette området og du vil få se hvordan', '!']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staselige, og ikke minst er det veldig', ' og blussende av sin forlovelse eller', ' og små, unge og eldre, heterofile og', ' og blonde, og de er fine. de', ' og små selskap. Vi kommer hjem til deg for']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «prinsessemødre», ettersom det er', ' «de hvite engler» i Frankrike. Eng', ' Dronningen av Bryllup, De er kjent', ' de vakreste i verden. Men det var før de fikk', ' de fleste har hørt om, men det er fortsatt en']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel på rundt 45 år, og snittet er', ' pyntet til ball, og vi har det fantastisk', ' den nye vinen, sier han. (NTB tema)', ' i en annen kategori, om de i det hele', ' ikke noe unntak. Bruder i dag planlegger mer']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' attraktive. De er ettertraktet hos jenter', ' vellykkede: menn og kvinner som har levd sammen', ' sexy som finnes, og som også er de aller', ' fremtredende elementene i denne boka: De', ' krevende.\npapparollen for tiden.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' i verden. de har aldri såret meg, og det', ' som finnes. Jeg er veldig redd for ikke å', ' jeg vet om, uansett hvilke feil de har, og hva', ' jeg kjenner! Nå har jeg snart vært kjærester', ' jeg vet. De får meg til å le,']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å klare seg selv og til å få', ' og tunge. det er en utfordring å finne det', ' på en eller annen måte.', ' fans av Flåklypa. Nå skal', ' barn og jeg er en voksen"" sier hun til']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de ni jomfruene i Babylon', ' den nye superhelten «Onkel Henry', ' «babes» i denne kåringa.', ' de beste. De er helt klart de beste på markedet', ' «Mann og kone, kjærester og elsker-']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' samkjørte. – Jeg ser ikke på dem som', ' for trøtte til å se videoen.', ' det viktigste i livet, er jeg sikker på at kjæresten', ' borte på jobb i noen dager, og de er i', ' på jobb og barna er i barnehage. Han trenger']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de fire. Mannen i 40-årene har', ' sannsyn lige.', ' omtalte mannen i norsk idrett de siste tre månéd', ' uverdige av alle menn. Han er en håpl', ' utsatte gruppen for vold i nære relasjoner. Det gjelder']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fått. Jeg gleder meg til å spille', ' medspilleren. Det gjør deg ikke mindre til en', ' sjåføren.\nkjører og så har du en annen', ' som fin nes. Hans jobb her i livet er', ' i verden som finnes, og at denne personen har']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' del av den amerikanske drømmen som mange amerikanere ønsker', ' stjerne i Sverige etter filmsuksessen ""Så', ' kapasitet, og kan skape store endringer for hvordan vi', 'vokst type med mørkt fippskjegg og', ' mann. Hvis mannen ikke vil ha barnet, sier vi']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «kongen av knull», var blant annet', ' en notorisk svindler.\nForretningsdrivende', ' en god del av pengene forsvant. Nå melder nyhet', ' «far til to nynazistdrap', ' et naturmenneske. Og det er ingen grunn']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' mistenkt for å ha satt fyr på huset, sier', ' pågrepet. Politiet antar at huset var tomt på', ' det samme som før. Hun kan ikke legge ned butikken', ' i 20-årene. Mannen hadde i følge politiet kjørt', ' ein av 14 som sit i leiarkvarter']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære på skolen, og han vil også gjerne være den', ' velvillige og godhjårtede mann, som', ' produktive norske plateartist noensinne. Ingen i', ' populære læreren din etter høstferien har du gjort noe', ' populære rocke sangeren i verden for tiden, det']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på den offensive halvdelen, samtidig som de gir', ' fotballspilleren som er, og han vil bare få', ' på jord, min far og min beste venn.', ' av dem alle for det meste. Jeg ser det', ' i dag, tror jeg. Du kan ikke si annet, fortsetter']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' spiller. Men er han klar til første kamp?', ' mann, en stor mann, og etter dette er jeg overbevist', ' inspirator. Året før han kom til klubben hadde', ' mann i sitt eget parti, har han også en', ' spiller internasjonalt, men har slitt i sin personlige utvikling,']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en karismatisk og jovial person,', ' mannen bak «Den røde plass» i Praha', ' en stor sanger, og han vil sørge for både', ' en av landets fremste kunstdebattanter. I et debatt', ' en tøff type og han kom seg til finalen på']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøyd med hvordan skoen er bygget opp med', ' også en av de mestvinnende kunstsnow', ' veldig opptatt av at han og laget skal spille en', ' som et løv av sol, sa han.\n–', ' i stand til å kjøre bil. ■ Mannen er siktet']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' verdifulle. Faren kan aldri erstattes. Og', ' åpen bare, nemlig at mange kvinner føler seg over', ' kjente. Disse to var også kjent for sin ut', ' fryktede av alle verdens krigere. Dverg', ' omtalte av de to. Det blir påstått at begge']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet. Så kan de slå i bordet med det', ' i landet. Han har vært ute i Europa og har', ' formaning og den ster kaste bønna', ' hjel pen de kan få. - Jeg har en', ' mannen til å seile en båt –det være']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' del av identiteten din og kan påvirke hvordan du', ' spiller og han var på laget sitt i VM da', ' idrettspsykolog.', ' mann med et lite hjerte, for å si det', ' belastning for dem han seiv har plassert der. Likevel fortsetter']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en av de mest kjente fotografene av sin tid.', ' den første europeer som satte fot på månen,', ' Krøsji. De har spilt i lag med', ' en av de mer ekstreme utøverne i sin idrett', ' en skrønemaker og folkedikter.\n']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' med når han drar til Kløfta for å', ' jo til stede, men man kan jo prøve å', ' ikke enig. I retten kom det også frem at', ' overhengende stor for at hun må begynne med', ' en meget stor mann».\nvar blitt kjent med']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' populære gutten i barnehagen, og så populær at han', ' omtalte enkeltpersonen under den tyske okkupasjonen', ' ubegavede av de ubegavede,', ' kjente spilleren fra NHL. På det norske laget', ' talentful le alpinisten i familien? Han']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' til å holde orden på ting, er det ikke alltid', ' på å kaste, mens Ole Johan Kiplesund', ' av fire onkelunger.\nveldig glad i', ' i sin klasse og vant sin klasse. Dette lover', ' i verden. Jeg har ikke tenkt til å flytte hjem,']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' fan av filmen «Pretty Woman», og', ' inspirator og støttespiller for meg når det gjelder', 'artet og elskelig ung mann. Han skal være u', ' fotballspiller. Gianluigi Donn', ' del av livet hennes, og hun har tenkt til']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en skikke lig lesehest, og har i', ' «Jaguar» etter en karriere i fotball', ' en god fotballspiller, men da han besøkte sin', ' en av Nord-Norges største fotballtalenter. Han', ' en dyk tig idrettsutøver. Vi håper']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' blitt så gammel. – Det er hyggelig at hun fortsatt', ' siktet - som han er. Det har vært en belast', ' ute og plukker bær. – De siste årene', ' en «slenger» som ofte vil dukke opp', ' ferdig med sin første sesong.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 1, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede mannen i hele Skandinavia.\n', ' kjente idrettsutøveren fra byen, ikke minst for', ' fornuftige. At han skal få seg litt mat, det', ' etterspurte artisten blant de yngste.', ' verdifulle spilleren i Eresdivise» historie. –']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å velge hvilke jenter som skal være med!', ' i verden. For en herlig følelse. Dette har han', ' fotballspilleren jeg noensinne har trent».\nPar', ' i sin års klasse. - Vi vet ikke hva', ' i fotball, og får lov til å bli det.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' ressurs, og jeg tror alle har noe å gi', ' idrettsmann, som vil føre seg opp på den', ' sjarmør. Men til våren venter en virkelig stor', ' ressurs for lokalsamfunnet. Alle som kjenner ham, er enige', ' gutt som snart er 5 år !\nglad']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort skitalent, og ble tidligere i vår', ' «The Future Is Average»-person', ' en av verdens fremste sjakkspillere. Han', ' en av hovedmennene i hasjmiljøene', ' en ivrig fotballspiller, men måtte altså se seg']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"['kjente straffskyld da han ble fremstilt for Moss', ' ikke så lett å lure når det kommer til sty', ' mistenkt for flere tilfeller av overgrep mot to gutter', ' så svak. Han holder pa å drukne i', ' så uheldig som det her.\nmed den nye ordningen']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' aggressive, han gir seg aldri, han blir aldri', ' oppegåande.\n– Om eg ikkje hadde hatt', ' spennende rollen til den tid ligere skihopper', ' populære på skulen og har to gutar i', ' kjente. Han har en stor karriere i den britiske']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen man kan ha | ellens o', ' spilleren han har spilt med som ikke er eldre enn', ' han vet om akkurat nå.', ' i sin klasse, og er det rart om han', ' i klas sen. Derfor har Joakim også']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' stjerne i USA etter å ha toppet listene', ' og stolt mann, som er påfallende lite begeist', ' fotballstjerne på det norske landslaget i her', ' suksess. I mai fikk han sin største hit,', ' helt, forteller Kahoots daglige leder Marius']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for\xad fatte r, han', ' en av Norges aller beste og mest interessante krimforfatter', ' tyrannisk og sjalu på sine', ' en av de mest aktive nynazistene i', ' en karisma tisk og dyktig forkyn']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' den som i dag lever et stille liv i en', ' til den personen man er forelsket i. Det er da', ' blitt tatt av et snøras under en off p', ' tiltal for å na tent på huset sitt,', ' ikke helt frisk. Det er vanskelig å fortelle om']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne dykker, og at onkelen vil gi ham', ' vanlige etternavn, men også kan referere til', ' fremtredende slektning og har status som avd', ' utagerende personen i filmen og som en ser', ' sannsynlige gjerningsmannen, har ikke politietter']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren ho nokon gong har hatt. Han gir', ' onkelen jeg kan ønske meg""', ' maten, så vi kan ikke spise det så mye.', ' i hele verden. Han er den beste onkelen i', ' i verden! | elin-madelen\nt']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' inspirasjon for meg. Hun er veldig aktiv og tar seg', ' skurk i bygda ""', ' hoffnarr - hun har vært på mange', ' hit hos barna. Det hjelper virkelig hvis barna har en', ' patriark som alltid har mye på hjertet,']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en sentral aktør i byens jazz- og klubbmiljø', ' en god sanger. Hun drømmer om å bli kjent', ' den som tok på seg ansvaret for å bære k', ' en av de største, og viktigste musikerne innen', ' en notorisk skapsprenger. Nå er']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den tiden da han tjente penger på å', ' det ikkje til å kome ifrå at eg har', ' død.', ' veldig interessert i biler, og har skrudd på', ' ikke lenger blant oss og det er det veldig tomt']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
