raw,identity,number,category,type,filled_words,honest_categories,pa,dmc,pr,re,ps,asf,ddp,qas,rci,or,ddf,cds,is,svp,asm,om,an,count
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' til å si om eleven er god eller dårlig.', ' vaksinen mot dei farlege sjukdommane. Far', ' du kan ha, ingen kan gje deg slik tryggleik', ' mannebøddel - og moren, den', '.\nen stor gutt må få seg en sykkel.']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' mann. Her er hans brevkort til sin kone.', ' mann. Og så er han så flink til å fortelle', ' del av den politiske prosessen. For å få gode', ' bulldozer. Han har så mange penger', ' mann. Han har skapt meg; men forat han']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en fremragende danser. Sammen med sin mor fikk han', ' et aktivt organisasjonsmenneske. For det meste har', ' en meget dyktig og samvittighetsfull person og en', ' en av Norges betydeligste malere. Han er representert', ' Rimbert. Han har satt opp slektstav']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' kommet inn: er det deg?\ndu: du', ' en god skytter og skyter av og til', ' over, begynner man å bekymre seg over hva en ny', ' helt klart til stede - det at du har en', ' størst.\nI det heile kan ein seia at det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og egenrådige un', ' uimotståelige kjærlighetsroman jeg har opplev', ' verdifulle. Han bærer de dyrebareste juvel', ' fremtredende personlighet vi finner hos de nordnor', ' utpreget sanselige dikter, er det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' barnevakten. De voksne kan prate over hag', ' vennen eg har.\nmed så mykje varme i', ' gave.\nda smiler Gud ved sin den kjære f', ' julegave som finnes i denne verden!\nSom nevnt', ' gåven livet kan gi!\nTil tross for alle']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' dikter! De får bare et øyeblikk til å', ' beundrer av det norske kongefamilien og har sin', ' kunstner som maler bilder på en spesiell måte. Nå er', 'artet gut.\nHun hadde også hørt ham synge da han', ' forbryter, og moren har mistet sin tro.']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest originale av Wergelands epig', ' ""sønnen til Ola Nord"".\nNytt', ' en usedvanlig dyktig mann på sitt felt.\nForuten', ' opphavsmann til Sophus Bugges utgave av', ' de første kjente nordmenn som kom over til England på']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som Gud har helliget og sendt til verden', ' den mest kjente av disse, var i sin tid svært', ' død da er det 2 h for hver av de', ' et guddommelig vesen og må derfor', ' kommet på avveier, med sinne og frykt']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest interessante fyren I hele histor', ' berømte av våre folkeeventyr, både i Norge og', ' populære gutten i bygda.\nfavorittgutten', ' utpregede jeger —■ han går rundt', ' fremtredende av dem. Det er mange av de']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' skytter han har sett.» «Ja, ja, det', ' medisinen for den voksne pasienten. Men denne gutten', ' å vende. MOREN. Det er så,', ' vennen til Tom. De er mye sammen, også', ' vennen han har og den som han kan snakke']","{'pa': 0, 'dmc': 0, 'pr': 1, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' skøyer.\ner litt lurvete. Men han', ' idiot som ikke vet forskjell på dine og mine', ' pjokk som har lært seg at i eventyr', ' pram og har fått det beste roret.', ' tosk som ikke kan holde seg, men tar en']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' forfatter av bøker med utgangspunkt i opplevelser fra sitt miljø', ' «presidentens hund». I virkeligheten var han', ' Norges mest kjente og populære skiløper. Men det', ' den gode leder for opprøret som fulgte,', ' «Den flyvende hollender» av en']","{'pa': 0, 'dmc': 0, 'pr': 1, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i følge med en voksen person».\nDet var den', ' tretti år gammel og heter John Olav Riis,', ' på skolen — det er det jo så mange som', ' så opptatt av å se seg i speilet, det', ' ikke bare noe det står om når vi snakker om']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive, og bruker den i kampen mot faren.', ' berømte av alle nordmenn på Island. Det er fordi', ' betydningsfulle — den viktigste av de to, den', ' vanlige slektskapsenheten blant bam i den', ' beryktede og mest innflytelsesrike av']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' av dei tre brørne sine;\nog bror', ' til å gi deg råd. Men det betyr at', ' av alle jordens skapningar».\njordan', ' i verden, i grunnen den eneste. Du har bare', ' mann på jord, og at vi må vise moder']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann i byen. Han har mange penger og kjøper hus', ' og kraftig mann med et stort skjegg og st', 'artet mann, sa hun og gikk like borttil', ' idiot, og søsteren er ikke stort bedre. De', ' og kraftig gutt. Gutten og faren er med']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' Khalil Gibran.\nKjærligheten og', ' en habil hobbyfotograf. I hans album kan', ' den første som brukte nynorsk i en bibeloversettelse', ' landets beste kapp- | fisker, og han', ' en dyktig forretningsmann i Amerika. Han skal ha']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' ukjend. Ola var gift, men har', ' en mann på syttifem år.\n""Det', ' at han skal bli far. Hun blir kvalm', ' blitt kjent med en ung skuespillerinne, og så', ' en god gutt, kan det tenkes at en ikke']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' kjente, men de er nesten like gamle. De', ' framtredende skikkelsen i romanen og i', ' populære gutten på skolen. Han kan alle triksene og', ' omgjengelege av dei tre. Han har vore', ' berømte av de som skrev bøker for barn. Han er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' far han kan få. Jeg er sikker på det', ' onkelen en kan fa.\nHumøret til on', ' til å skrive låter, jeg syns det er bra', ' vennen i hele verden.\nMormoren og mor', ' farfaren i verda. Eg har fått vera med']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, kraftig og svært dyktig mann - med imponerende', ' mann der i byen. Nå må du skynde deg', ' del av denne tiden.\nikke fikk bo i Oslo,', ' guttedritt! Han er den verste dukken', ' og rik mann med en flott hus og hytte i']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets verste kjeltringer, og at', ' «den lille manns forsvarer».\nfra Sib', ' en kar til å spelle kort. Det er lenge', ' en av verdens beste sjakkspillere, men', ' «styggmannen» i bygda fordi han har']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Å være barn av sine foreldre', ' på en fjellhylle høyt over Ljos', ' velstelt med moteriktige klær og', ' blitt utnevnt.\nten, og onkelen min har', ' i nærheten.\nskal ikke bry seg. Mamma kommer med']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettertraktete sexpartneren for mange menn.', ' vanlege ektemaken, men ikkje alltid den mest', ' betydningsfulle personen i livet ditt. Hvis det er', ' berømte blant de mange islendinger som har', ' intelligente og interessante personen i verden. En annen kan']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' vennen hans.\nSjåføren til mannen i', ' støtte ho kan få. Difor vil ho gjerne', ' investeringen du noen gang kommer til å foreta»,', ' kameraten vi hadde - så langt.\nettersom', ' jeg har hatt og i et senere brev til en']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann — det vet jeg - en sann mann.\n', ' hykler, en løgner og en voldsmann', ' flopp. For det andre, og det er det', ' spøkefugl. Ekteskapet var ikke', ' og viktig aktør i den kjønnslige relasjonen mellom']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' den beste av alle leiesoldater, de fleste', ' en uforbederlig kvinneplager. Irene', ' en av landets fremste arkitekter, og har tegnet', ' en av Norges farligste torpedoer.\nI dag', ' en utspekulert og beregnende svind']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har kommet til Norge på familieg', ' en dyktig advokat, er det ingen tvil om at', ' på reisefot igjen. Har hun ikke reist mye', ' død? Kem har tatt deg vekk? Du', ' ein mannleg sambuar. Forholdet til kona']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' verdifulle skatt i en kvinne; den må hun ikke', ' berømte norske forfatter, og han har sagt at han', ' konservative apostelen til det engelske parlamentar', ' undervurderte av dem. Og hvis vi ser bort', ' høviske som finst. Den som alltid er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, men det vet da du,» sa han', ' mannen og at kvinner ikkje er så bra som dei', ' delen ved det moderne livet: Den gir deg mulighet', ' kokken, og den djervereste i', ' medisin for eit ulykkeleg og forvirra sinn.\n']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' spøkefullhet.» Men denne form for', ' idiot. Det tar bare litt tid å oppdage det', ' spøkefugl. Men vi er forsiktige', ' narr, men det gjør ikke noe.\nHør nå', ' elsker av pene ting,» sa han. «De']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den største fiende av kvinnesaken.\ng', ' en god sanger — men hans beste arier ville', ' en av hovedmennene bak det planlagte angrepet på', ' en trofast og lovlydig mann med god', ' en meget god skytter.\nhva det vil si']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' det noe å lære, men ingen får en gent', ' blitt erstattet med den uærlige spiller med lett', ' et begrep i den engelsktalende verden.', ' ikke i tvil om hva han skal gjøre - han', ' en mann som opptrer med verdighet, selvbevisst bet']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spennende og fargerike person jeg kan tenke meg, og', ' populære mannen i bryllupet. På den ene siden gir', ' aktive i bryllupet, men i de fleste norske bry', ' sentrale personen i ethvert bryllup. Bruden har som', ' romantiske vi kan finne hos en moderne romanforfatter']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' verten.\nbruden er kvinnen som blir gitt', ' gjesten brudens foreldre; hun er også ofte', ' husvennen; og så er han det sjølv,', ' av alle og kjent for sitt hjertelag, sin', ' gaven, den kommer fra den andre siden og er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' tosk. Det har han jo alltid vært.\nMamma', 'eter og drukkenbolt, en forakter av', ' idiot | | | jj »*\nJ', ' løgner og en skrythals og en', ' humorist. Det ble sagt om ham at han ikke']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' Jon Olsen Hustrulid (ca. 5 - 5', ' det hellige bryllup i Jerusalem. Bruden er et', ' «brurra», brurar eller «', ' brudgomens eldre bror, det vil si', ' en «omtykt» spelemann, men']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' kommet.\nen tid full av angst og møy', ' ikke fra iår.\nEinar Eiring (leder', ' den som gifter seg med bruden. Ordet ""', ' den samme som brudgommen; men brudg', ' en munk som vi traff i Nanj']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' stabile arbeidskraftkildene for de andre aktørene', ' typiske og viktigste. De kan være helt forskjellige av', ' utbredte.\ntemaet for årets filmfestival som', ' ettersøkte og farlige. Ingen som ikke går', ' foraktelige og mest avskyelige av alle']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' soldater, er det fordi de er de svakeste', '!\nOPPGI KORT NR.:', ' av mennene — det er mitt håp at han vil', ' venner og kan ikke unnvære hvere andre.\n', ' i verden» og «Til Norges flagg.\nv']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' eller små, er dei samde om å la det', ' nok til å gi et rimelig rom for det sosiale', ' som hus og så tykke som en kvernd', ' og har så lite å si dernede. De', ' og de fleste har fått sin opplæring gjennom en form']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' meget dyktige fagfolk, og har i de siste 30', ' en stor motstander av all slags undertrykkelse', ' dristige og dyktige handelsmenn og redere', ' en av de mest utspekulert intrig', ' forfordelande med tanke på kvinnan. J']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' blitt færre.\nI det forrige kapittelet så du at', ' ute i arbeidslivet. Dette problemet er et av de', ' fra venstre: Bendik Olsen, Johannes Olsen, Ole', ' i stand til å gjøre med de samme naturress', ' mer misfornøyde med en større andel av de']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
