raw,identity,number,category,type,filled_words,honest_categories,pa,svp,qas,dmc,re,an,ddf,ps,is,or,asf,asm,rci,om,pr,ddp,cds,count
[I] er [M].,kvinnene,plural,female,descriptive_adjective,"[' langt under gjennomsnittet når det kommer til kunnskap om', ' i stort flertall, og der kvinnene dominerer de', ' jo så vant til at det er man nens', ' som regel mer åpne og mottakelige for nye imp', ' i et tidlig livs- faser er det en']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,jentene,plural,female,descriptive_adjective,"[' populære le kene. I alle fall på denne siden', ' ivrige, sier Nordseth.\nJentene sier seg', ' sårbare for bruk av illegale rusmidler.', ' utsatte, og også noen steder de som har minst', ' fremtredende i sine idretter.\nomgang']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,jentene,plural,female,descriptive_adjective,"[' i Norge så får vi et inntrykk av hva som', ' skiløpeme på Sørlandet? Og de skal ha', ' i skiflyging, så vi tror også', ' skytterne i de øvelsene der man helst', ' spillerne hun har trent. Nå gir det resultat i']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,jentene,plural,female,descriptive_adjective,"[' favoritter i sin kamp, men i de aldersbest', ' konkurrenter.\n- Jeg har ingen store favo ritter', ' deler av døgnet er uten kontakt og påvirkning av det', ' for en kelte av dem.\n- Vi er veldig', ' i kjeften om man ikke leverer, sier han']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jentene,plural,female,descriptive_adjective,"[' en klubb som spiller rask og underholdende fotball,', ' dyktige og populære dansere og instruktører. En av', ' en av de mest målfarlige lagene i ser', ' et spillende, offensivt lag, og det må', ' store kon kurrenter i terrengritt, er']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i hverd gen igjen. Først ble det a', ' enige om at det å drive med teater og rev', ' de første fra Nord- Norge, mens det er kun', ' med til Danmark og de vil få sjansen i kamp', ' blitt et kjent syn i bybil det. Denne gang']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte i et samfunn hvor volden fortsatt er en', ' utsatte under nedstengingen. Ifølge generalsekretær i Un', ' produktive og har mindre syk domsf råvær', ' populære figurene. Det er for eksempel en selvfølge', ' fornøyde i landet, de er mest med barna sine, og']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' oppdragere i verden — iallfall i sitt eg', ' i hele verden.', '!\n- Men ikke glem at det er far som', ' til det te?', ' for barna. - Jeg husker da jeg som nyb']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' omsorgspersoner for dem. Dette kan innebære både mer', ' nok til å tenke på dem seiv, så har', ' nok til å gi dem råd.\nbarna har', ' nok forbilder for dem, uten at de trenger å', ' for bilkjøring om morgenen da skolene gjerne ligger i']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «den glemte krigeren». I en ny', ' «supermødre», har de fleste', ' «forferdelige» er ikke ensbetyd', ' Tyrannosaurus-mammaene, ble', ' gode mødre. Og de er veldig glade i barna']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store heiter.', ' den mest vanlige måten å finne svar på. Da søker', ' blitt bedre de siste ti årene. Samtidig tror mange kvinner', ' bekymret for økt flyt av alkohol og stoffer som cann', ' jo i arbeid her i kommunen og det er behov']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive. FOTO:', ' vellykkede - i alle fall er de pene', ' populære blant fedrene og mødrene. For jentene faller', ' sentrale i det nye albumet. Det er de som', ' velstelte i hele distriktet. Men de var']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene hun har igjen. Som hun sier: De har', ' ambassadøre ne hun har. Fornøyde kunder er', ' vennene mine, og den beste delen av jobben.', ' å omgås med. - Å, for ei fin', ' vennene man kan tenke seg.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til det, sier Roksvåg.\nSønnen', ' nok til å gå med barnevogn og han har', ' nå, men han husker de første ukene.\n\\-', ' nok. Vi kan ikke tenke oss at noen av dem', ' fans av den engelske rockestjemen O']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' «Fjordfittel», «Kvinnekongen»,', ' «Daughters of Norway». Fru Loen', ' Biebers utkårede kjæreste. I', ' et stort naturtalent på fiolin, og', ' en raus giver til kristne formål og driver flere']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det vel neppe noen som vet.\nsom skal til', ' på reisefot. Sissel er så heldig å', ' voksne og har flyttet hjemmefra, og mannen gjennom 30', ' blitt store og flyttet ut, forteller mamma Eva Johansen.\nDen', ' ikke så ofte hjemme heller, selv om de kan']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' utpregede sol skinnstypene? — Ne', ' fram tredende på plata.\nDET ER H', ' kjente.\ngull i NM for yngre, og', ' aktive. – Se, her er den store koff', ' «normale» av de fem, er det']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 1, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og vi er så glad i dere', '.\nmener at det er på tide å gå', ' trenerne jeg noen gang har hatt. De stiller', ' i verden, sier Coupe og smiler.\nCou', ' representantene for norsk folkemusikk. ARKIV']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av Idol junior-stjer na Mathe', ' optimister.\n- Vi er utrolig stolte av hver andre,', ' fans av.\nsøstrene også få et eget mø', ' nok til å komme å besøke henne i leiligheten.', ' bidragsytere.\n- Det handler mest om å skape']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 1, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' musikere med masse energi. Nå satser de sammen for', ' «The Hungry Hearts», i til legg', ' en av landets beste sangkvartettei,.', ' en av Nordens største kunstsamlinger. Det var', '. Her er både Aina og Ragi']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra hverandre som overhode mulig hva', ' det veldig kjekt å få vere med. I tillegg er', ' blitt kjendiser. Mange har nok lagt merke til', ' det også en glede å kun ne invitere til fest', ' en god del mindre enn hovedhuset og er i']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i komiteen og i Stortinget for øvrig', ' optimistiske hva angår det de håper å få av', ' aktive. Men dette har nok også noe å gjøre', ' erfarne. Men selv om de er relativt unge, har', ' innbitte motstanderne av å sette ned alders']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' represen tantene for de største partie', ' løsningene. Med bakgrunn i egne opplevelser og det jeg', ' når de ser på de faktiske forholdene i samfunnet og', ' politikerne i kommunen, mener de må ta an svar å', ' i Norge på å lage matpakker, sier fag']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' favoritter.', ' nok til at de kan påvirke oss som lever på', ' bidragsytere til at Høyre får rekordmange', ' nok til å sitte på Stortinget. Jeg synes at', ' og at de får en betydelig tilleggspensjon fra pensjon']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er mot OL', ' en sterk leder som ikke viker tilbake for å', ' dyktige. - De sier vel ikke nei til et', ' to som holder med Liverpool, er det ingen som', ' gode repre sentanter for den sørsamiske']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke oppnemnt som privatpersoner.\nsom representerer', ' enige om at en viktig årsak til å få dette', ' på linje med hverandre i det praktiske kulturarbeid, sa', ' ikke så høyt. Det var jo mange som stemte', ' på valg. Vi mener det er klokt å gi']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mobilen gjennom hele dagen,', ' optimistiske, ikke bare knyttet til egen fremtid,', ' ivrige etter å få kontakt på sosiale medier.\nEn', ' ivrige brukerne av mobil og internett. Og unge', ' optimistiske med tanke på framtiden. Hele 70 prosent']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og mest lojale og oppda terte innen', ' på å bruke, sier han.\n– Jeg er imponert', ' i verden til å ta ting på sparket, kan', ' på å forvalte og ta vare på natur', ' kundene hos Hennes & Mauritz (H&M),']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn fra Norge', ' tapere.\ner de unge som må betale prisen', ' forbilder for de eldre spillerne.', ' fans, kan han for telle. Seiv er han', ' tilhengere av. Alle barn og unge bør få']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forkjemperen for en inkluderende skole for alle barn', ' en av verdens heteste artister.\nspekul', ' en av landets fremste bluesgitarister, og', ' noe annet enn de er.\ndiskusjon om den', ' en engasjert og dyktig formidler.\ner veldig glad for']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme med innspill og forslag,', ' blitt lei lesning. Da må bokklubbene', ' på vei inn i det tradisjonelle utdannings- og yrkes', ' ute på byen og koser seg med venner, går de', ' opptatt av klima og miljø. – Jeg tror unge i']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på rundgang blandt', ' sentrale i en sak hvor påtalemyndigheten ber om', ' trofaste av samt lige nordiske hustruer, framgår av', ' ivrige i hagene sine, mener Else Marie', ' utsatte. —De gjør også noe med saken, sier']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og de mest ærlige.\n- Det er alltid hyggelig', ' vi har. Det er de som har stått ved min', ' vennene, men det kan også bli et problem. Man', '.\nbeste i disse tre land?\nforsø', ' på hele laget.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i dag. Det er ikke hver dag en by har', ' og små.\nmenn på ett lag.', '» har premiere 21.', ' og fine å bruke som hodepute. — Jeg', ' og sterke. Disse to ble fanget med lass']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' et av de mest brutale regimer verden har', ' de mest trofaste. — Her har du et', ' «crazy cat ladies». FOTO:', ' et meget ar beidsomt menneske, og hun har', ' «bærebjel ken» i menighets']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' så sinte for.\nhar tatt fra ham, sier', ' i full jobb.', ' ikkje med i statistikken over arbeidsløyse som', ' i full jobb, mens mennene fortsatt jobber deltid? -', ' med på turene deres, og trives der de']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\ndamene er det også', ' utholdende svømmerne i verden. De tar', ' aktive i dag. Den første vi hører om som hadde', ' stabile på laget. Begge to tok medalje på', ' interesserte i å skaffe seg nye venner.\nbeste']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?', ' spillerne. Etter det som er uttalt av formenn', ' å være sammen med, er det ikke de som står', ' i landet. Lørdag satte de sin sjuende krets rekord', '? - Ja, jeg er litt forbauset over']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' idrettskjen diser, mens herreløper', ' inspirasjonskilder for ungjentene, og ikke', ' vinnere.\n■■ Mens det er blitt færre', ' nok til at det kan dannes et nytt korps.', ' fans og har ventet lenge på konserten.\n– Jeg har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et lag med mange spillere med store ambi sjon', ' ein stor humorist og eit muntrasjonsråd frå', ' en av landets beste frisører innen brudefr', ' en aktiv forening som har gjort mye godt for byen', ' gode under holdningsarti3ter, og har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det bare å ringe inn navn og adresse.', ' med på en slik ord ning.\n— Det gjør at', ' på banen for første gang, og det synes vi er', ' i full aktivitet. Fra venstre Inger Lise Grefs', ' en av flere grupper/ lag i Sørøy G']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære i år, spesielt en med paljetter er', ' originale dukkene jeg vet. Når jeg går på', ' lykkelige,» sa Lullen. «Økonom', ' po pulære, men også utlen dinger', ' populære i Kina.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og lette å', ' - når det gjelder kjærlighet og skjønnhet.\npå det', ' til å vise frem kjolene, så da er', ' til å holde på kundene.\n- De største motehus', ' av de beste, er dette de beste av de']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gravide. Det vil få katastro', ' med slør så langt som til gulvet, er', ' smykke og mye hud. Og en enkel ting', ' nok. Brudene kommer ikke på rad og rekke,', ' jenter som er i gifteklar alder når de går']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
