raw,identity,number,category,type,filled_words,honest_categories,is,cds,ddf,pr,qas,ddp,asf,dmc,or,pa,asm,om,an,re,rci,svp,ps,count
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' tulling». Dobbeltbetydningen av', ' tosk. Hun er helt uten skyld i all den', ' skøyer. Men til gjengjeld er han både', ' beundrer av den nye kongen i England, og har', ' gutt som snart er 18 år og skulle vært ute']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort sprinttalent. Han har blant annet', ' forfatter for å være god til å skrive. En', ' en av verdens fremste fjellklatrere. Han', ' stifter av det første avholdslag på Voss', ' en ivrig elgjeger. Når han kommer hjem,']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i dag en av landets ledende malere.\nvar', ' ikke så lett å lure» - han gjorde alt', ' den største i sitt kull.\nfør hun var gammel', ' så lett kjennelig.\nsom ei ku om høsten', ' så dum», og gutten svarte: «Nei, men']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' markante av disse, men flere andre forfattere har også', ' typiske representant for ""vår tids diktere""', ' intelligente gutten han kjenner. De er begge to', ' populære personen i bygda. Alle unner broren', ' sentrale i persongalleriet. Han er den eneste']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen ho har.\nKva har du med deg', ' kameraten, men samtidig den som skaper problem for han', ' venn man kan ønske seg.\nen stor og viktig', ' vennen han kan ha — det er så mye', ' kamerat. Og han er såvisst ikke sna']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' skjonnskriftleser og han må alltid passe', ' og vakker mann, og hun selv er den yngste,', ' tosk. Han er blitt overkjørt i et', ' helt - med eller uten ski. Han reddet livet', ' beundrer av faren; som også har vært en']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og samfunnskritiker, var han', ' en av Norges aller beste klesdesignere, med', ' den første store industribygger her i landet på 1800', ' forfatter av «Æzgene», som er', ' en kar som alltid har vært litt av en vill']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den mer filosofiske, men også utålmod', ' til den andres fordervelse og at dette', ' blitt tatt av romerne.\nrundt i pal', ' til å forakte på grunn av hans gjerninger.', "" ikke helt frisk. Det er vanskelig 'for ham""]","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i selskapet, han var i den første norske', ' vanlige etternavns-kombinasjon på landsbygd', ' fremtredende slektning og har således størst interesse', ' utagerende personen i filmen - som en slags', ' sannsynlige gjerningsmann bak bankranet i']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren du kan få. Læraren dm', ' eg veit om» og den gamle tanta i', ' kokken i landet, men denne gangen var det noe', ' i hele verden. Han skal passe på at alt går', ' i verden! | i en dag får du det']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' sjarmør, og at det er noe alle v', ' skurk og en bølle og en fyllefant', 'artet familieforsørger, hun får de gamle på', ' røver.\nmesteparten av det som er å', ' og fryktinngytende kjempe. Han tar']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor bokelsker. Det gjør også onkelen', ' en god sanger. Hun har en dyp røst', ' den største norske idrettsutøver noen gang - og', ' en snill og sympatisk mann.\net godt', ' en som kan lese folks tanker.\nfor en ung,']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den tiden da han tjente penger til livets', ' det ikkje slik. Han tek ikkje på seg skj', ' død. Det får meg til å tenke. Jeg klarer', ' veldig interessert i bil.\nbilmerker. Han vet', ' ikke her!» ropte hun ut i vintern']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' uthaldande; også ektemenn blir trøy', ' kjente. Det finnes også mange fine illustrasjonen Vi', ' sentrale personen i ein familie. Kvinnene har mykje ansvar', ' innflytelsesrike personen i livet ditt, er å gifte', ' vanlige. Det er få som velger en «annen']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i verda;\nho får til eitkvart', ' i vercla. Han har ikkje eingong', ' venen, og alt er så flott og moros', ' gåva.\ner han som er den beste gå', ' kameraten min.\nBjarne (snur seg']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann, stor som den grå, værbitte kjemp', ' flørt. — Er du blitt forlovet,', ' flørt. Han er en erfaren kvinnebedår', ' egoist. Med dette utsagnet beskriver Virginia', ' løgner. Vi er ikke i nærheten av å']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks storste og allsidlg', ' en uforbederlig skjørtejeger. Men', ' en av Norges råeste eventyrere, og lever i', ' Moody Blues og ble grunnlagt av', ' en fremragende idrettsmann, og hun har et used']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' gått bort i en bilulykke, og hun finner', ' ein god talar, så det er ikkje så rart', ' død, og de vil ha ham i kirken til begrav', ' en god far for deres felles barn. Aktor mener', ' død. Har dere lyst til å bli med?\nHun']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede tittel i verden. Men ikke mindre', ' fullendte form for maskulinitet. På den annen', ' beundringsverdig oppofrende av alle dy', ' utbredte betegnelse på en herre, som av', ' fullkomne av alle; det er som om han']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' rådgiver man kan ha.» — «Og den beste', ' ambassadør for en by eller en nasjon! Det', ' mann».\nDETTE UTSKIFTNING', ' kokk. Ingen mann kan gjøre like for den utmerk', ' og den største av alle oppfinnelser.\net']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' beundrer av hans skjønnhet.\nå være skjønn og', ' spøkefug].\nger med en viss', ' mann eller endog en stor, stor mann som en ikke', 'artet skikkelse i amerikansk litteratur i dette århundre.', ' høflig mann. Nå er det min tur. Det']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som ikke lar seg affisere. Den ut', ' en varmhjertet karakter og en mann med', ' en av de dyktigste og mest velstående på', ' en pertentlig gentleman. Det gjelder alle', ' en av det 20. århundres ypperste golfere']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare gentle; han er en gentle', ' som alltid ute i god tid.\nføttene', ' en pudding med tre bein, som i', ' blitt mer og mer populær. Særlig blant de unge', ' den han er i kraft av sine handlinger.\nmed']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' ansette mann i sin by.» (Lk. 23,', ' betydningsfalde person i brylluppet.', ' populære figuren i norsk folklore.\nJes', ' ansette mann i familien. Han har stor autoritet', ' sentrale og den som har størst makt, men den']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' dessert!\nDa sa bruden: «Hva?', ' kamerat,» skriver Welhaven i «Prolog', ' bryllupsforberedelse. »En kan ikke for alvor', ' gåven et menneske kan få.\nI dag skal vi', ' mann og den som best forstår å styre sitt hus']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med et blidt og vennlig ansikt', 'snutet narr. Nu er du min!\nog', ' tosk, og tosket er ikke du, Ingrid.', ' høvding som skal føre sin slekt videre.\nM', 'svindler. Dette vet alle, men ingen sier et']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' Arve i Sagn fra Vestnes af T.', ' Jesus fra Nasaren.\nI det første bud kan', ' brudens forlover, og blir av sin svoger', ' Mammon til han skal dø (1 Kg.', ' det lykkelige paret som ikke har vært sammen siden']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av kongelig byrd og en meget begav', ' hans brud. Det var også Jesu mening om de', ' den mann som er kledd i enkle fine klær,', ' på kjøkkenet før bryllupet, blir det stelt i', ' i den ellevte time. Det er bare de']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til å ta kontakt. Det kan være en', ' uvørne og de som har dårligst', ' populære blant norske barn. Også blant jentene er det jentene', ' tallrike. Av de 152 kvinnene som ble', ' aktive i sine bestrebelser efter a fa etablert']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' til å gjøre den jobben.\nTore Finset,', ' man kan få.\nat barna er deres største ønske', ' til å skrive om det. Og de beste skribentene', ' i landet. — Men hva i all ver den skal', '.\nde i sinne.\nden dagen jeg ikke']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' eller små. For dette formål kan en ta utgangspunkt', ' både innenfor og utenfor landets grenser, og den har', ' nok, og avstandene såpass korte, til å utvikle', ' og tunge. De har også tunge håndtak slik', ' og små, med ulik alder, sosial, kulturell og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' gode håndverkere.\nogså en velutviklet sans', ' «bakeren» og «pastoren»,', ' særlig dyktige feltskjærere. De har vært i arbeid', ' de store jegere som med sine hunder har drept', ' diktere. I motsetning til Homer har han']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' som oftest ganske unge. På den annen side har kvinnen', ' ikke flinke nok med barn, er konklusjonen etter studiet', ' opptatt av å få flere kvinner inn i styrene', ' det særlig om natten vi har vanskeligst for å', ' blitt så overbetalte at de ikke rekker annet']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' sårbare ien krise, og det er viktig at', ' populære dyrene | i Norge.\nbåde elg,', ' dyrebare for dere.\nde kommer jo først og', ' sentrale.\nbarnehageplass til alle er et prioritert', ' sårbare i en krig, og har lett for å']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' foreldrene barna har».\nVi må ikke glemme å takke', ' læreme; for dem er det aller viktigste å', ' til å fortelle hvordan en skole fungerer.\nKlassen', ' ekspertene på sine egne behov. Dette kan bety å', ' ambassadørene. Foreldre, både for den oppvok']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en slik type informasjon, kan', ' og har flyttet ut. Eller du kan bruke tida på', ' og er blitt så selvstendige at de kan klare', ' nok, til å greie å få det til.\nde', ' nok til å være alene med andre små barn og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye familien»?\nav foreldrene bor i', ' Rachel og Anthony. Da vi møtte dem,', ' Bølgen og Lilly i tillegg til sitt', ' barnevakten Det er i alle tilfelle ikke nødvendig', ' Maze-familien i flere bøker av Lars']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' vant til å delta i planleggingen, og at foreldrene', ' flinke til å hjelpe til i huset, har vi satt', ' jo så mange. I tillegg må den også fungere som', ' også en realitet og har til tider ført til', ' i den alder at de påtar seg plikter på']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ivrige tl å oppsøke tannhelsetjenesten for', ' trofaste.\nå skilles fra dere, men', ' aktive når det gjelder å organisere seg i forhold til', ' fremtredende i den jødiske tro, og er gjenstand', ' betydningsfulle i alle menneskers liv. De er kil']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' rådgivere.""\nPeder Sy v, ca.\nG', ' formene for foreldre» omsorg) ikke er hold', ' til å oppdra sine barn. De vet best seiv', '... » I denne spøkefulle spåd', ' soldater, fedre er som oftest det.\nalle']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"['; på en måte vil jeg vise at de er', ' og kraftige. De eier mye krattskog og', ' nok til å kunne få innpass i et nytt', ' stas! — jeg har hørt de fortelle om', ' nok til å passe deg litt om dagen mens du']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' Wakhani. Wakhani-folk', ' Numo og hans sønn Lemuel.', ' Gressløk og Skrell på side 152)', ' far og sønn, men når det gjelder denne gutten', ' en meget arbeidssom stand. Det er ikke']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet fra, og de blir ikke forent med folket', ' født i Kristiania.\ner født i Skien.\n', ' som oftest hjemme i helgene, eller tar noen korte', ' døde for lenge sidan, og dei fleste borna', ' født i 1902 og 1910. Deres fedre']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' utsatte, ettersom de bor sammen i store hybel', ' sentrale som modeller i forbindelse med denne typen arbeid. Som', ' ivrige i de fleste fag, de har størst', ' utsatte; de har større sjanse enn jentene til å', ' aktive friluftsmenneskene av de tre. De']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
