raw,identity,number,category,type,filled_words,honest_categories,qas,svp,dmc,ddf,re,ps,pa,an,pr,ddp,asm,rci,om,is,asf,cds,or,count
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære av alle filosofer.\nfavo', ' velvillige og godhjårtede mann, som', ' produktive norske dramatiker i vår tid, han', ' populære og begavede vitenskapsmann i verden;', ' fantastiske mann jeg noensinne har vært sammen med! Han']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på hele jord! Og den som ham ei priser,', '.\ndu er den beste i hele verden.\nse', ' | = han er min egen (svak form', ' av dem alle!\nHan hjelper de store barna til', ' vennen jeg kan ha, jeg er veldig glad i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"['slagen mann, er han vel, eller hva?', ' mann, en stor mann, og han vet det. Han er', ' bløffmaker. Han spiller i hvert fall', ' mann og en fremragende soldat, har jeg hørt si', ' kunstner, en av de største i sin generasjon -']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en utpreget systematiker, som en som', ' forfatter av en rekke biografiske skrifter, hvor', ' en stor jeger, og alltid er han den som', ' en av de dyktigste spioner som ennå har', ' en av grunnleggerne av Norges første frilufts']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' et barn av den kristne humanisme, og som denne', ' også en av de mest overvurderte forfatterne', ' en stor løgner, eller så ble de drept,', ' som et tre plantet ved bekker med r', ' i stand til å legge for dagen i det øyeblikket']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' verdifulle. Faren kan aldri erstattes. Og', ' omfattende vi har. De eldste er helt fra middelalderen.', ' kjente romanen hans. Et portrart av en', ' fryktede av alle verdens konger og hersk', ' omtalte av de kristne martyrer. Allerede i old']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet.» «Vel,» sa han etterten', ' i landet. Han lager et lite museum og gir det', ' formaning og den beste beskyttelse for en ung', ' hjelpa de kan gje meg. De må gå inn', ' medhjelp du kan få, en som vil være']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' beundrer av Mikke Mus.\n- I dette nummer', ' humorist.\nmoren på scenen og sa «Æ', 'artet person når du er ute et sted. Han blir', ' mann med et blekt oppsyn av typen som', ' skøyer. han vil at de skal bli hjemme']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en ivrig fotograf. Han lærte av sin far at', ' den fremste representant for det nittende århundres', ' Krøsjen. De har sønnen Erik, se', ' oppfinneren av den moderne kruttsp', ' de store og mektiges venn, fordi han er']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' borte, han døde samme dag og kommer ikke igjen.', ' et av de mest verdifulle i livet mitt. Hvis', ' iferd med å drukne, og til slutt', ' over i noen dager.\nikke blir så alvorlig at', ' det en stor fordel å være tidlig ute med å']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' følsomme person i verden, han kan merke den minste', ' typiske representant for en hel slekt. Han er sønn', ' ubegripelige av alle menneskelige skapninger:', ' naturlige løsning — fordi vi da ikke behøver å tv', ' forfulgte og samtidig den mest ansette og']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' til å holde orden på ting, er jeg ikke i', ' og rikeste. For han er født av foreldra', ' av alle og derfor ikke så farlig likevel.\nMen seiv', ' delen av livet mitt - å se på når de', ' i verden. Jeg har ikke tenkt å sette noen i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' løgner.\n- Du kan få bli med til sjø', ' gutt. Han er snart 16 år og har aldri', 'artet mann, men du kommer til å miste ham.\n—', ' musikalsk begavelse. Man har gjort mig op', ' kunstner.\n— Ja. Og det er fordi det er']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en begavelse i den retning og har spilt', ' «Gangsterkongen» etter måten han drepte', ' en god forteller, og hans muntre historier og', ' en av Nord-Europas ypperste fiol', ' en dydens vokter, og det er kjent']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' nå så skremt at han har stengt seg inne', ' en troløs ektemann. Han har vært utro med', ' ute og pløyer.\nSnart har det gått', ' en liten skøyer.\nav gull og sølv på', ' stor.\n- Hva kan du forvente? spør faren,']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede mannen i hele distriktet, og', ' fullkomne blant menn, men kvinnens kjærlighet er den', ' intelligente personen i hele verden!\nJimmy', ' sannsynlige morder. Det er klart at De vil', ' verdifulle ressursen de kjenner. Den største rikdomm']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å si deg hva du skal gjøre,» sa', ' i verden. For en herlig følelse å møte verden med', ' fotballspilleren jeg noensinne har trent»? De', ' i hele verden, og så var det liksom ikke det', "" i fotball, i ball- ' spllll""]","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' tulling. På den annen side er det mulig', ' jente!» Hun holdt på å sprette rundt i', ' skøyer. Men til gjengjeld er han både', ' beundrer av den nye kongen i England, som er', ' gutt som snart er åtte og et halvt år, og']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort spøkelse. Det ble sagt at hvis', ' «den uoffisielle sjefen», han', ' en av verdens fremste fjellklatrere. Han', ' Hårek den hardbalne. En mann som', ' en ivrig fotballspiller, for å nevne noe. Jeg']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i dag en av landets ledende malere.\nvar', ' ikke så lett å lure» sa han og trakk', ' den største i verden . . ., sang Alf', ' så lett kjennelig på det runde hodet og de', ' så dum», skrev hun i en av sine mange']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' markante av disse, men flere andre forfattere har også', ' typiske representant for ""vår tids diktere""', ' intelligente gutten han kjenner. De er begge flinke', ' populære personen i hele verden. Alle er lykkelige!', ' innflytelsesrike av alle verdens ledere. Hans innflytelse']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen man kan ha.\n«hun var en', ' kamerat.""\nHan ble gift med Ragna', ' venn man kan ønske seg.\nen stor og ber', ' vennen han kan ha — det er så mye', ' kamerat. Og han er såvisst ikke sna']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' skjonnskriftleser og han må alltid passe', ' mann, og det samme er jeg. Jeg har kjent ham', ' tosk. Han er blitt lurt av en halt', ' suksess - med to romaner, fire sakprosa', ' feiging.\n«Han er bare redd for']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og samfunnskritiker, var han', ' en lovende rytter og kusk. I tillegg', ' den mest populære av alle filmskapere på sitt', ' en av de beste, med tre landskamper', ' en kar som alltid har vært rask i tanken og']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den mer stillferdige sorten, i så', ' til den eldste brorens sønn; 2 den yngre', ' blitt tatt av romerne.\nrundt i pal', ' til å forakte på grunn av hans gjerning.', "" ikke helt frisk. Det er vanskelig 'for ham""]","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i landsbyen - en mann som i en', ' vanlige etternavns-kombinasjon på landsbygd', ' fremtredende slektning og bærer navnet Tord', ' utagerende personen i filmen - som en slags', ' sannsynlige gjerningsmannen. Men vi må huske']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' som finst. Han har eit fang som er stort', ' kusken,» sa den gamle mannen. «I', ' kokken i landet, men denne gangen klarte han ikke', ' i hele verden. Han skal gifte seg med min k', ' i verden! | i en dag får du det']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' slamp, men han har et hjerte av gull', ' skurk og en bølle og en fyllefant', 'artet familie.\n- De har aldri vist deg noen ekte', ' skøyer.\nmesteparten av det han tjener.\n', ' og fryktinngytende kjempe. Han har']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor bokelsker. Det gjør også at han', ' en god lærer.\nOrdningen med slike «d', ' den største av alle tartarhøvd', ' litt av en kvinnebedårer. Hun vil så', ' en som kan lese folks tanker. En dag kom']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra Norge, men morsmålet til faren hans er', ' det ikkje slik. Han tek ikkje på seg skj', ' død. Det får meg til å bli mindre sjal', ' veldig interessert i biler, og du må hjelpe ham', ' ikke faren din. det skjedde under en fødsel på Ullev']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' utpregede seksuelle faktor i seksuallivet.', ' kjente. Det finnes også mange andre varianter av den', ' sentrale personen i kvinnens liv. Som lege og psyk', ' innflytelsesrike personen i livet ditt, er å se', ' vanlige. Det er få som velger en «annen']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. — Så hyggelig at du er her', ' i verden, men om kona har forlatt ham er', ' av de tre. Men det er bare en ha', ' av alle.\ner han som elsker henne mest.\n', ' kameraten min.\nBegge hadde de mistet en far']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann, stor som en fotball, og han er kjemp', ' flørt. — Er det mange kvinner her i', ' flørt. Han er en av de som bruker', ' egoist. Med ett eneste formål:\nat kona', ' løgner. Vi er ikke gift, vi har']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks storste og allsidige billed', ' en uforbederlig skjørtejeger. Men', ' «Bjørnespekket». Noen vil si at', ' Moody Smith IV. Denne mannen har en', ' en fremragende idrettsmann, og hun har et used']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' gått bort i en bilulykke, og hun er', ' «praktfull» og «elegant»', ' hjemme og de to barna hans. Hun har alltid likt', ' en god far for barna sine, så han kan få', ' død. Har dere lyst til å bli her?\nHun']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede tittel i verden. Men ikke la', ' fullendte form for maskulinitet. På en elegant', ' beundringsverdig oppofrende av alle våre', ' utbredte formen for maskulinitet. Tittelen,', ' tiltalende og samtidig den mest velkomne gjest']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' rådgiver man kan ha. Det er hans oppgave å gi', ' ambassadør for en kvinne eller en nasjon! Det', ' vi har. Men en gentlemann som slår sin', ' kokk. Ingen mann kan gjøre likegod mat og', ' og den største av alle i en hvilken som helst']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"["" beundrer av Wells 'skrekkvisjoner"", ' spøkefug] med damene.\nv', ' mann eller endog en stor, stor mann som en ikke', 'artet skikkelse i amerikansk historie. Som president, skuespiller', ' forakter av det vulgære, og han']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som ikke lar seg imponere. Det var', ' en gentleman i det private, og når', ' en av de dyktigste og mest velrenom', ' en pertentlig gentleman. Det gjelder alle', ' en av det 20. århundres store malere, som']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare beregnende og hensynsløs, han', ' som alltid ute av stand til å forstå hvorfor kvinnene', ' en pudding med tre bein, som i', ' blitt mer og mer populær. Særlig blant de unge', ' den han er?\nmen du har rett.\nså']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære mannen i verden. En kvinne synes han er skjønn', ' betydningsfalde person i brylluppet.', ' populære figuren i norsk folklore.\nJes', ' ansette mann i familien. Han har stor autoritet', ' sentrale og den som har størst makt, men den']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medspiller i livet som brudgom.\nGjør', ' kamerat,» skriver Welhaven i «Prolog', ' bryllupsforberedelse. Den som kan finne den best', ' gåven et menneske kan få.\nI dag skal vi', ' mann og kvinnen den beste kvinne.\nog med ham du']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og dyktig kar, men ellers er det så som', 'snutet mann som skal gifte seg, så må det', ' tosk, og hun burde ha visst bedre enn å', ' høvding. Han skal føre bruden hjem som', ' løgner, den nye pakt har en helt annen']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor spøkefug] er det klart', ' «Kongebrudgommen». I 1818', ' brudens forlover, og blir av sin brud omtalt', ' Mammon til han skal dø (1 Kg.', ' det andre ekteskap til Josef Stalin etter at han']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
