raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste bokser, men det er først i fjor', ' en habil pianist, men har valgt å holde en', ' den første som gjennomførte fallskjerm hopp i Nord-Ø', ' landets sterkeste mann. Nå kan han også krones som', ' en dyktig bil fører. Han var ikke i bilen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uskyldige. Foto:', ' dømt for drap, og det siste offeret deres', ' i ferd med å dø. Når den eldste br', ' blitt bedre på å holde på ballen.\noppsummer', ' en god støttespiller. (Foto: Svein Teistedal,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære onkelen noensinne. Jeg har ikke', ' framtredende av de to. De kan vel karakter', ' populære gutten på skolen. Da kan ikke lillebroren', ' popu lære av alle i familien, kommer selvsagt den', ' berømte i familien: – Bestefar er jo']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' i verden. Klemmer fra Kristina, mor og far', ' onkelen en kunne ønske seg. Vi er utrolig glad', ' til å ta vare på babyen min... (kar', ' i verden i hele universet. - Det at jeg', ' investoren i fotballhistorien – og onkel']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, hyggelig og svært imøtekommende kar med brede', ' fotballpatriot. Nå må laget hans kjempe for', ' del av denne utgivelsen, der han bruker sin l', ' film kunstner med sterk til knytning til Norge.', ' fan. – Han har hjulpet meg mye. Han har']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets verste overgripere og voldtektsmenn', ' «den lille prinsen» i argentinsk', ' en karismatisk figur, som har gjort', ' en av verdens mest innflytelsesrike ledere og fil', ' «Jihadi-John». Begge er britiske']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Å være tante er en', ' arrestert. Den arresterte har avgitt', ' kjent skyldig i. De to er også kjent med at', ' blitt utnevnt til ny forsvarssjef. Det', ' i dag siktet for for settlig. drap på den']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre personene som er siktet', ' sannsynlige draps mannen, tror hun også at', ' betydningsfulle personen i min verden. Hvis det skulle', ' voldelige av de ima ime gale', ' sann synlige gjerningsmannen, skri ver Stavanger Aften']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i verden for henne, og at det er han hun', ' tera peuten man kan få. - Hadde', ' legen en kvinne kan få».\n«Salvad', ' hun kunne fått. - Vi jobber så godt sammen,', ' jeg kan tenke meg, sier hun til Dagbladet. Da']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av de store stjernene i Hollywood.', ' del av livet til de fleste mennesker. Alle ønsker et', ' del av livet mitt, er det jo klart han', ' tilhenger av å gi gåver til hverandre den', ' del av hennes suksess. FOTO: GUNHIL']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' trener for det sveitsiske skiskytterland', ' en sentral næringslivstopp i Tromsø. Han kom med en', ' eier av selskapet Rimeco AS som har', ' en av Norges rikeste menn.\nNYTER F', ' en av tidenes største spillere i norsk bandy.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har iransk pass. Det er', ' tatt for tyveri av to biler iTrondheim', ' tidligere straffet for lignende forhold. Når saken er blitt', ' i live eller ikke. — Dette bør skje snart.', ' fortsatt sterkt preget etter det som skjedde. - Jeg']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' elegante, han som gir den mest perfekte h', ' sjarmerende.\npå den andre siden av bordet.\n', ' romantiske. Han er så omtenksom og', ' arketypiske amerikanske mann. Han er den gode', ' høviske som tenkes kan mot en dame.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, selv om han på sin side ikke alltid', ' løsningen. Han er den nye mannsrollen, mener', ' typen mann. En slik mann er dannet, utdannet,', ' måten å vise at han er interessert på dating i', ' mann.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' inspirasjon, og vi har alle noe å lære av', 'forbry ter, sa han til sin unge venn', ' spøkefugl. Men vi får ikke noe', ' bløff"" - mote- og skjønnhetshistor', ' del av hans natur», heter det i filmens']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' en kar med sine meningers mot. Han snakker', ' en godhjertet mann. Det gjør at han', ' en av hovedmennene bak det gigantiskes', ' en dyktig foredragsholder som med sine underholdende', ' en meget dyktig og innsiktsfull for svarsadvokat']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' på fremmarsj og den gode klessme', ' blitt erstattet med den røffe og tøffe typen,', ' et begrep i den engelsktalende verden.', ' ikke i tvil om hva han skal gjøre som svar', ' en mann som ikke sier noe galt, som er']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spennende delen av et bryllup, kan selv de mest', ' populære brudepike hår idé for de fleste bru', ' etterlengtede hendelsen i hver familie. Dette er en', ' sentrale personen i forberedelsene til og gjennomføringen av bryllup', ' elegante i bryllupet. bruden bærer en vakker']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' mannen noensinne.\njeg visste ikke at jeg skulle gifte', ' mann tale\nleif sande kona\nhvor', ' venn av ung, sjarmerende bruden. de er', ' mannen i rommet, vil du ikke ha dem alle', ' venn\nforfatterne av den siste av oss\nj']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' gutt, men mora har aldri vært gift før,', ' fan av batman. vi trodde dette ville', ' fyr\nJeg elsker også hvordan håret hennes ser ut som', ' fan av star wars! denne brudgommen', ' mann i kropp-og-muskel-avdelingen,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en meget dyktig idretts mann og en fremragende fotball', ' kokk og har jobbet hos kjendiskokk Jam', ' et av de hardeste lagene i de lavere divisjon', ' en god skytter,oghanselv er', ' en «milliardærvenn» av president']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' kusinen! - Sophie Elise\nSoph', ' ikke fra vår region, skal vielsen foregå i', ' ikke så nøye med det.', ' ikke bare er en del av min jobbhverdag,', ' en venn: 25 ideer for bryllupstalen hans']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' oppegå ende som vi har. Det er de', ' skeptiske.\nSørlandet er de som er mest', ' «nøkterne». Blant dem som ikke har', ' ettersøkte på verdensbasis, som følge av', ' promille mistenkte. I forhold i fjor var']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' soldatene. De er modig, de tåler å', ' elskerne. En ny undersøkelse viser at det ikke er', ' av mennene — det er mitt standpunkt. — Ja,', ' til å lære elevene å svømme. På bakgrunn av', ' fiskerne. Detteerden gamle teorien som det synes']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' og uoversiktlige, er et problem. Politiet har ikke', ' nok til å gi grunnlag for en slik oppde', ' at de ofte går uto ver andre i det', ' og solide, og den tekniske standard er god.', ' og de må stå og det vil bli en kost']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' meget dyktige fagfolk, og har god innsikt og forståelse', ' en gjeng med en del tull, så jeg tror', ' brutale, inhumane drapsmenn og for deres', ' en av de mest stabile bilforhandlerne', ' forforende erotikere og har sans for det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' blitt tatt til fange av geriljaen i', ' ute i arbeidslivet. Dette gjør de for å tjene', ' fra Algerie. Franske styrker er også blitt', ' i stand til å gjøre med en slik innsk', ' mer selvforsynt i arbeidet som utføres,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' lettpåvirke lige. I denne artikkelen tar jeg', ' utsatte. Å bli tvunget av sine foreldre til tvang', ' motiverte og de flinkeste! Foreldrene er', ' sårbare. Nå må vi holde sammen, det gjelder hver', ' lojale. Nå, når vi tar del i en']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' vi har. Vi bruker milliarder - milliarder, hvert', ' lytterne fordi de lever i øyeblikket og kan konsent', ' dommerne!', ' menneske granskeme i verden. Deres opp fatning', ' dommerne av hva som er kvalitet. Det er barna']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' og flyttet ut av redet, og de voksne har', ' nok til å reise på egen hånd, er det', ' og for lengst ute av redet. I dag er', ' nok til å klare seg uten foreldrenes kontroll.', ' nok til å få ansvar for egen økonomi. I tillegg']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' de første i Amerika for bruk av tinn som', ' Kåntri, og de skal spille konsert etter', ' ufattelig energiske. Det merker man raskt', ' en meget inspirerende og dyktig lærer. — Han ønsker', ' en av de få som ikke har hatt behov for']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' helt nede i 3-4 års alderen.\n«DEN R', ' de avstengte og de innad-', ' nå blitt en av det norske Forsvarets største utfordringer.', ' flinke til å tilpasse seg nye arenaer, og det', ' svært fornøyde med barnehagetilbudet sitt. Dette er']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' lovlydige, og at kvinner i den nye gener', ' aktive og foreldrene er mest fornøyde i kommuner med gratis', ' verdifulle vi har, og det er derfor vi skal for', ' aggressive, de slår og sparker barna. Barna blir', ' verdifulle», mente biskopen.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' mennene. Dette er en tradisjon som går tilbake mange', ' i den lille byen som er så full aV', ' rollemodellene og at menn får like stor', ' rollemo deller.', ' - Sophie Elise\nSophie Elise\nArkiv\nApril']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' forkjemperne for at sønnen skal lære språket', ' og barske og kan ikke tenke seg barn uten', ' og kraftige, men får ikke mer enn ett par', ' nok til å bære barnet i bæremeis eller', ' forbilder for dem. Sindre tar likevel over staf']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' «verdens beste fedre».', ' en foregangsmann i arbeidet for norsk målreis', ' en gjeng som aldri gir seg. Den som har gitt', ' de viktigste bidragsyterne når en ny generasjon skal', ' en mann med et stort hjerte og et stort smil']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' i mindretall og de er eldre enn mød', ' gått bort. For mange kvinner har dessuten utviklingen i arbeidslivet', ' hjemme og har fri er det også deres «tur', ' i flertall i kommunestyret. FOTO:\nSaken', ' på fiske ved Bjørnøya. Dermed får de ikke']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' populære på datingmarkedet. Søkeresultatet blir', ' aktive i timene, skriver seg oftere fra og stiller', ' fremtre dende skidisipliner. T', ' positive. Likevel har de aller fleste ikke noe imot', ' populære. I USA er det over dobbelt så mange']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' ambassadørene for å få dette til. Og så må', '.\npå den tiden, og ble ofte mobba på', ' kamerater en kan ønske seg, seiv om de er', ' vi har nå. Vi har hatt både Odd Bergh', ' spillere vi har for tiden. Han er meget verdifull for']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' idoler for småbrødrene deres, men at', ' nok til at de er godt vant med å håndtere', ' for at vi skal vinne serien og dermed få sjansen', ' nok til at de kan gå alene til skolen. Likevel', ' fans av serien «113» på NRK.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' en av de virkelig store overraskelsene i år og', ' «banden med de store hjertene» for', ' de beste på dette området i Rogaland.\nLandsfor', ' «the white prince» og «the white', ' habile hoppere.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' blitt en del av den vanlige hverdagen. Jeg er', ' det mest de norske jentene som er forbilder og', ' veldig flinke, forteller Toril Sivertsen. Hun', ' i alderen 16—18 år. Sju-å', ' på veg. En har nok lagt merke til at']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' uheldige i hele kongeriket! På tur', ' ekstreme formene for religiøs ekstremisme, og det', ' talentfulle spillerne i Norge i dagens U20-land', ' populære idrettsutøverne i Norge og at de', ' interessante personlighetene i den nye filmen om brødrene.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"['.\nså mange andre gjør også sitt til at den', ' og mest hardt arbeidende spillerne i norsk elitefotball', ' - og kan vinne sammen. Jeg får ikke mer ut', ' vennene man kan tenke seg.\nkanskje ikke alltid', ' langrennslø - perne som noen gang har kon']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
