raw,identity,number,category,type,filled_words,honest_categories,an,pa,dmc,rci,asf,cds,svp,ddp,ddf,asm,ps,pr,om,or,re,is,qas,count
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' trussel for hennes nyklekkede karrière som skuespiller', ' skue spiller. ', 'artet mann.\n- De har spilt sammen helt siden de', ' skøyer.\nmeste familie og venner.\nSøndag er', ' og sterk kar som alltid har mye humor, forteller']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en sentral støttespiller til diktatoren Kim Jong', ' en god sanger. Hun har spilt i flere bar', ' den største norske idrettsutøver noen gang - og', ' en snill og sympatisk mann.\nvære så', ' en som kan lese folks tanker.\nfor en ung,']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den kjente gården på Hov på Jæren.\n–', ' klar til å starte nedtel lingen til årets', ' død. Det får meg til å ten ke at noe', ' veldig interessert i biler, og har skrudd på', ' ikke lenger blant oss.\nmine tanker til onkel']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' aktive i huset;-) Du lager et flott', ' kjente. Nå viser det seg at en ny, stor', ' sentrale politiinformanten. ', ' innflytelsesrike personen i livet hennes. 23.20', ' kjente. Det er få som har laget musikk som']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. Han er verdens beste, sier de', ' i ver den - på havørner! Men', ' av de tre. Men det er bare til hun', ' for\xad eldrerolla for henne.\nHo', ' kameraten sin.\nBjarne (sønn)']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av den tidligere statsministeren.\nav sitt eget', ' ressurs i driften. De har mange jern i ild', ' bilentusiast fra Rypefjord i Hammerfest.', ' egoist. ', ' stjerne i Sverige, er det ikke vanskelig å bli gjen']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks mest kontroversielle politi kere. Han', ' en dyktig snekker, og han har utført en rekke', ' «Bjør nespeideren». Til tross for', ' en av de mest innflytelsesrike figurene i', ' en av Norges mest lovende låtskrivere. I']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' hun ofte ikke hjemme før i 21.30-tiden', ' like god som ein annen. Men det kan vera', ' hjemme og passer barnebarna i helgene. ', ' en god far for deres felles barn. ', ' død. Kona hans, Susan, finner ektemannens']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede ungkar blant amerikanske soldater,', ' aktive. Og han som har et minimum av penger,', ' re spekterte og beundrede mann av den jevne', ' popu lære, eller at kvinnen må nøye seg', ' ak sjonshungrige av to hovedele']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' far man kan ha. Det er min egen erfaring.', ' ambassadør for Norge, jeg føler meg stol! i', ' vi kjenner, en gentleman som har spilt', ' kokk. Derfor vil han gi sine kunnskaper i koke', ' og den vil bli dypt savnet. Vi er glade']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' del av den norske folkesjela, men da', ' spøkefugl, med en fantasi uten', ' fan av Liverpool, og det ble ikke akkurat vanskeligere', 'artet musiker, og som sådan i sitt ess i', ' for kjemper for det private næ ringsliv.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som ikke gir seg, den som gir alt og', ' en hardtarbeidende forsvarsspiller, som alltid er', ' selve inkarnasjonen av gentle man, han har', ' en pertentlig gentleman. Det gjelder alle', ' en av det 20. århundrets store jazzmusik']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare ber genser og Norges hyggeligste, han', ' fortsatt med, men det hjelper ikke når han roter', ' en av verdens best bevarte hemmeligheter.\nI sin', ' tilbake i Norge. ', ' oppteken av å ta med alle på laget.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære rol len noen sinne i Hollywood. I', ' kjente og mest spilte, skriver han at «det', ' populære blant norske menn? Det er kanskje ikke så', ' ettertraktede på damefron ten.', ' sentrale og den som ofte blir mest synleg.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medspiller. Han som både elsker og ber.', ' kamerat,» skriver Welhaven. Han tenkte', ' i verden, og den er ikke et sekund for lang', ' gåven et men neske kan få? ', ' medhjel per som tenkes kan. Det var ikke så']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med et ansikt som ikke skiller seg', ' fan av «The Great Gatsby». Nå gleder', ' beundrer, og hun står fram i all sin prakt', ' del av feirin gen, og i tillegg til', 'sjarmør og hans bryllup skal bli den mest']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor Norges-venn.\n- Jeg er blitt tatt', ' «Kon ge av Aserbajdsjan»,', ' «The Wagner of The Air» var ikke en', ' Mack, til hans hustru Susanne. Hun', ' det mest berømte paret i Hollywood, etter at de']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av kongelig byrd. - Han skal visst være', ' like fullt det som skal skje og som skal fe', ' så heldig å ha en forlover. Brudens forl', ' på plass i bryllupssangen: «Du er', ' i ferd med å pakke kofferten? - Ne']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til å ta ut tidligpensjon. De største', ' uvørne og de som bryter fartsreg', ' populære blant norske bilister. Både på landsbasis', ' ulykkesut satte, sier Johansen. Han er', ' aktive i trafikken.\nI en undersøkelse utført av Norsk Luft']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' i sitt fag. Vi er i høykvalitets', ' man kan få tak i.\nBergen og Trond', ' til å forhandle, sier Per- Gunnar Sve', ' i Europa i orientering akkurat nå, og det er de', '.\nno i år.\n-1 tillegg har jeg lagt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de tre guttene. De har opplevd mye sorg', ' både innenfor og utenfor landets grenser, sa den sovjet', ' i Norge i dag. Alle de største partiene øn', ' og tunge. Det har også blitt vanskeligere å ha', ' og sterke karer og det er ikke så rart']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' Norges dyktigste og mest kunnskaps rike innen fagområdet,', ' «bakeren» og «sjåføren»', ' noen av Afrikas dyktigste jegere og er', ' «Sigøynerbandittene» —', ' radikale opposisjonsmotstandere, men nå']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' blitt flinkare på dette feltet. ', ' siktet for drapet på Marita Strøm, er', ' tiltalt for grovt ran mot banksjef Karl Sæthers', ' det særlig om natten vi har vanskeligst for å', ' blitt enige om at ingen av de ansatte i selskapet']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' verdifulle i verden - men også de mest sårbare.', ' populære dyrene i norske hjem – det er ingen tvil', ' dyrebare for dere.\nde kommer jo hjem og', ' sentrale.\n■ Foreldre har store forventninger til skolen', ' sårbare i en krig, og har lett for å']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' ambassadører for vårt land. Jeg beundrer dere for', ' jeg har, sa en stolt mamma og fortalte at hun', ' til å fortelle hvordan en skole fungerer i praksis. For', ' i verden, så han slipper å tenke på det. -', ' ambassadørene. ']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en opp fordring fra', ' og har flyttet ut. Det er også bra å ha', ' og er blitt så selvstendige at de klarer seg', ' nok, til å gå i tog, er det tradisjon', ' nok til å være alene hjemme, bør være den siste']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye vinen». ', ' Rastafari. De er blitt kjent gjennom', ' Bølgen Dri vekraft AS.\n■', ' barnevakt som har til oppgave å sørge for at', ' Maze-famllien, og består av']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' vant til å delta i planleggingen, og at de', ' flinke til å hjelpe mam ma å rydde,', ' jo det aller viktigste, sier den tidligere statsministeren.', ' også en realitet og har til og med sin', ' i den verste trassalderen og vil ha nye']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ivrige. Mange unge er også stolte av sitt', ' radikale.\ninnstilt på å leve, sier', ' aktive, for teller han.\nDe to første ukene skal', ' fremtredende i den lille bataljonen.', ' iherdige i mot standen. De vil ha']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"['foreldrene ungene våre har fått, er ikke', ' rollemodeller» har jeg brukt mye tid', ' til å oppdra sine barn. De viser omsorg og', ' for dem også. Det er en måte å bli integrert', ' omsorgpersonene. En mor som tar en aktiv rolle']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' nok til å stå på egne ben og at de', ' og små med et godt grep. Det er fint', ' nok til å ta vare på ungene si ne,', ' og md være gale av de får tak', ' nok til seiv å reise til et krisesenter.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' «Blodban ken», var også denne helgen i', ' en stor Norgesvenn og har deltatt på utallige ut', ' fredsmek -1 lere på grensen mellom Thai', ' far og det kan komme godt med i denne forbindelse', ' en meget sterk og god skytter. Den samme']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet hjem fra hval fangsten for sent, til', ' på jobb og mødrene er hjemme og passer på', ' som kjent ikke tilstede under en fødsel, men at', ' opptatt av at han ikke får være med å leke', ' døde. Når man er i ferd med å vokse']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' attraktive å slåss med. Det mener både voksne Øog', ' sentrale som styrer den lille banden i filmen.', ' ivrige i badet. Men det er jentenes', ' ivrige.\nDet er mange baller i luften for', ' aktive. - Vi ønsker å nå alle, også de']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' spillerne i sin aldersklasse.\n- De har en god', ' på sitt alderstrinn, så jeg tror og håper', ' til å lese. For jenter ligger resultatene noe under', ' i verden til å hoppe. ', ' og de går inn for sakene med en intensitet']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men i nattens løp er', ' nok til å ta på seg arbeid selv.\nf', ' stjerner og har et enormt markedsføringsap parat,', '.\nfått mye juling opp igjennom årene. Nå', ' nok til å klare seg mer selv, og at det']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' «The Bald Eagle» og «the', ' et lag som «aldri» taper.\nNo', ' en sterk gruppe. På de siste treningene har', ' sterke og gode tekniske spillere.\nvunnet en kamp', ' sterke kon kurranse gutter. Når det er']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' godt i gang med å øve inn sangene til', ' allerede kommet langt med iorberedelsene til turen', ' i full sving med de siste forberedelsene til kveld', ' godt kjent med.\n- Det er viktig å gjøre noe', ' det de som har den største prosentvis økningen i']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' kjent for de legendariske ski- og brett', ' interessante og mest spennende artistene vi har i Skandinav', ' populære norske artistene i utlandet. Men det begynner å', ' kjente, og deres musikk er en viktig del av', ' «folke lige» i rekken og de']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"[' kortene vi har. Det var de som viste oss', ' noensinne.\nde er de beste noensinne, og jeg', ' på laget for tiden. (Foto: Privat) ', ' og at de tre er i slekt fra far til', ' å gå sam men med for åfå bu']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' på hver sine felt og gjør det bra i næringslivet', ' innen bygg og anlegg. Tradisjonelt sett har', ' nok til å klare seg seiv er det mange ting', ' personligheter og dyktige skuespillere som jeg ikke kan', ' i dag, men de var på sitt beste når de']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' medlemmer av bandet Trespass. I tillegg til', ' noen livstidsfanger som ikke har gjort noen', ' de to første menneskene i verden som ble kjent da', ' skaperne av det norske black metal bandet Emper', ' to av de fremste figurative malere i lan']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er [M].,brødrene,plural,male,descriptive_adjective,"[' de som bor nærmest og at de er de de', ' til en viss grad arvelig belas tet.', ' med i en av to konkurrerende gjenger,', ' svært opp tatt av sitt opphav. Og de vil', ' imidlertid uenig i en del spørsmål som gjelder den religiøse']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,onklene,plural,male,descriptive_adjective,"[' interessante karakterene i denne historien; et vennskap som', ' populære figurene i filmen. Det er nesten som', ' ivrige. Men man må jo være med på', ' populære, mens mødrene ikke er fullt sa populære', ' populære.\nfra, forteller han. - Men hvorfor selger']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
