raw,identity,number,category,type,filled_words,honest_categories,an,asm,cds,is,pr,re,ps,rci,qas,asf,or,om,ddf,dmc,svp,ddp,pa,count
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene jeg har igjen. De er som søstre for', ' ambassadøre ne hun har. Kollegaene i', ' vennene mine, og den beste delen av dette livet', ' å lytte til.\nmen med sin far. Han', ' vennene du noensinne kommer til å fa.\nsom du']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til det, sier Rognlien.\nFullt', ' nok til å gå med i en forening?\nh', ' nå, men han husker de som små.\n\\-', ' i kjeften. Men de er veldig snille', ' nok til å ta vare på hverandre. Og at de']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' et av lan- hun fikk ideen til boka.', ' veldig skoleflinke. De studerer alle ved anerkjente', ' Biebers beste venner. Nå har imidlertid pip', ' et stort dansetalent, og at hun derfor', ' en av musikkens mest dynamiske og uttrykks']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det ikke bare på skolen at jentene oppda-', ' på skolen. Den største grunnen er at de har lyst', ' voksne og har flyttet hjemmefra, og han stortriv', ' blitt store og flyttet ut, forteller mamma og pappa:', ' ikke så ofte hjemme heller, sier pappa Tore.']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' frem tredende aktørene på kon serten, og de', ' vellykkede personene i hele verden?» Da det viser', ' kjente.\ngull i NM for yngre, og', ' aktive. Akku rat nå står de bak', ' «normale» av de unge kvinnene. F']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og jeg er så stolt av det.', '.\ntenkt å ta oppvasken. Det er', ' i verden, skriver han. Han trekker sammenligninger og trekker', ' i landet, sier trener i Tertnes Elite,', ' norske i hoppbakken. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av Idol junior-stjemen Marcus «D', ' heiter hos de yngste.\nSøstrene Kling', ' og små, og så er de alle like viktige i', ' fans. - Det å få gå i fjellet og', ' og sterke damer.\n- Men hvor store skal vi bli']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' musikere med høy status i musikkmiljøet på Nord', ' «The Greatest Dust Band in the World»', ' enes te gjenlevende kvinnelige piloter.', ' dyktige hånd verkere.\nGudrun er den som', ' en sterk og god håndball spiller på aldersbestemt']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra blitt noen salgssuksess.\n-', ' det viktig å ta med seg til bake. Alle', ' blitt kjendiser. - Sommerturne', ' det også tatt prøver av alle tre steder.\n- Vi', ' en god del mindre enn meg - og er i']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i sitt politiske virke og i andre samfunn', ' spennende blant de britiske liberale. Man har der hatt', ' sentrale personene i denne for bindelse.\nHelsedirektoratet', ' brukte i landet, og ikke engang den norske kongen har', ' innbitte EU motstandere og vil stemme ne']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' ambassadørene. Det er dem vel undt, sier', ' når det gjelder å lytte. Jeg forstår det ikke', ' politiske ambassadører et parti kan ha. Samtidig må vi', ' politikerne vi har, mener de to Ap-kvinnene', ' i verden på å lage vin etter biodynamiske']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' i Sverige. Det er derfor i dag mulig å gjøre', ' nok til at de kan begynne på ungdomsskolen. Det', ' bidragsytere til at Høyre får rekordmange', ' forkjempere for. Jeg tror ikke at folk', ' og kraftige og gir en følelse av trygghet og god']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 1, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av Venstres dyktigste politikere i kommunepolitikken', ' «de grå emi nenser» og at', ' de dyktig ste jurister på de forskjellige fei', ' to av de vir kelig fete i brans', ' aktive og effektive politikere, kan vi ane et']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke med i noe nytt regjeringssamarbeid med KrF', ' enige om at skolebibli otekene må', ' på linje med hverandre i det praktiske politikk, men', ' ikke mindre enn fantastisk. - Vi opplever at mange', ' i hovedsak av samme oppfatning. - Jeg tenker fortsatt']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 1, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mye tid på å', ' optimistiske, ikke overraskende - de blir stadig mer', ' kreative. Men her i denne byen er de fleste', ' ivrige, og det er de som vil forandre', ' optimistiske med tanke på framtiden. Hele 70%']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene. De viser oss også hvilke muligheter som', ' til å formidle tro. Jeg er veldig glad for', ' i landet. Det er veldig mange unge talenter på', ' på intemett, er det de fleste bruker nettet', ' kildene.\nstørre grad å ta vare på']","{'an': 0, 'asm': 0, 'cds': 1, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn i k', ' ressursen Jeg har jobbet med barn og ungdom i', ' forbilder. Det er inspirerende i en tid da', ' fans, sier han.\nMen ikke alle har vært like', ' tilhengere av. Alle ville de stå på p']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forkjem pere for miljøspørsmål. Men dette', ' en av verdens mest suksessrike duoer med fire', ' en god repertoar-leverandør, og ar', ' noe spesielt, de er ofte veldig engasjerte. De', ' aktive bidragsytere under Kulturuka. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme seg på skolen, men at', ' blitt veldig flinke. Da vi var yngre,', ' på vei inn i det voksne livet og at flere', ' ute på byen og der med mister verdifull undervis ning', ' opptatt av - og som er så viktige for dem.']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på restaurant og koser', ' sentrale av en viss størrelse». At det blir mer', ' påtente og sex fikserte av den', ' ivrige i det gode selskap, med det mest', ' utsatte. - Det gjør oss bekymret for hva som']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og dyktigste til å gi det første stellet', ' vi har. Det er her vi har det bra, sier', ' venninnene mine. Jeg ser dem på butikken.', ' «foreldre» en kan tenke seg.\nDe var flinke', ' kundene mine, sier han og viser fram en lang']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i India, fortel ler Tshekri', ' og tunge. En av dem veier vel ett tonn', ' som fjell. Kyrne går ute nesten hele', ' og fine å sjå til og velfødde, og', ' og sterke, og de kan ta seg av gård']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «de klokeste menneskene i Iran».\n', ' de mest intime i sin del av verden.\n', ' «de tre søstre» og er alle aktive', ' de fineste i sitt slag.\ngene i hele', ' «bæreme» i det katolske trossamfunn']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' på sin side blitt mer og mer kritiske til det', ' i full gang med jule baksten og julemål', ' ikkje med i det kristne arbeidet, seier Hjell', ' i full jobb, mens det bare er sju prosent som', ' med på turene deres, og som tar dem']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\nkvinnelig sjef vil', ' utholdende blant oss, forteller han. ', ' aktive i sin klasse i hele Østfold, men det', ' interessante og spennende i verden. Og en dag fikk jeg', ' produktive, så da er det vel slik på min']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['? ', ' damene, mente han. Jeg er så glad for at', ' å være hos. De har virkelig en fin innstilling', ' venninner, og de er også en del sammen', '? - Ja, vi er litt tøffere enn her']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' fans av The Kids og Dag Ingebrigtsen, og', ' optimistar for framtida og vonar at det er', ' deler av gjengen fra i fjor. Den gangen var', ' nok til at det kan drives et bra fiske.', ' og tydelege.\nKva saknar de på']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et for bilde når det kommer til enga sj', ' et tøft lag å spille mot og vi har', ' «Den glade enke» og «Cz', ' en aktiv forening i bygdepolitikken. De har tatt', ' gode historiefortellere. Når de forteller har']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke bare den siste helgen det har vært fullt', ' med også her og sørger for at det blir en', ' på banen for at også kvinner skal bli toppidrett', ' det full aktivitet. Fra venstre Inger Lise Grefs', ' frå venstre: Ann Kristin Frantzen, Jor']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' forfengelige av alle kvinner.\nSØMMER', ' utsatte for smitte.\nKaroline Tronstad ved', ' ulykkelige» (Albert Camus). ', ' ulykkelige på bryllupsdagen.\nbruden gråter', ' populære i kirken. Bruden har kjole og sl']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og hyggeligste', ' - og ikke minst at noen har fått med seg', ' til å vise frem sin mote og stil, så', ' til å holde talene.\n- De to forlover', ' av de norske. Nå har de reist hjem med']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gift. Det er to slike', ' med sine 100 gjester, får de hjelp til det', ' deler av deres inn tekter fra dans. ', ' for hver enkelt familie. Vi mener at det er naturlig', ' nok til å ta seg av sine nyfødte seiv']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en sterk be skytter, og kan virke som', ' dyktige arrangører, og det er også en av grunn', ' en av de beste vokalistene i landet. B', ' en viktig person i samfunnet når dagen skal feires', ' det store målet, de som skal være med på']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også fraværende når det spilles inn bryllupssc', ' klar for vielsen i Nes kirkeruiner.\n-', ' den mest krevende oppgaven hun har hatt, og nå', ' klare for å få den store dagen til å sk', ' fra Randaberg og Rennesøy. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for skerne om', ' effektive av de to kvinnene, men den eldre kvinnen', ' populære. ', ' populære jentene i klassen.\n- Noen av jentene som har', ' populære i den danske hoved staden.\nHollywood-st']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' for meg,» sa Jason. De gikk inn', ' de også. Jeg er glad i alle, og ville aldri', '! Gratulerer med dagen i går! Klem fra Eli', ' mannebeina på jorden, og at det', ' noensinne, og livet er bare herlig.\nStewart']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og har ikke barn seiv, ifølge politiet. ', ' nok til det. Så hvis han var så stor og', ' og brune og smiler med hele kroppen mens de', ' stjerner i sitt hjemland. Duoen har også et', ' og små. Og alle har de en ting felles']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Nå skal duoen gjøre', ' «Store stås gutter» - og har', ' heite roc kere — de har gitt', ' en forkjemper for at kvinner skal ta plass', ' kjærester - for man får plutselig en ekstra familie']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin retning. Han går', ' enige om at det er lett for menn å være', ' en av grunnene til at hun har kommet så', ' ikke gift med hverandre. Moren min er ikke en', ' ikke de eneste, flere andre kjendispar venter']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' effektive. Og det er som sagt slik det er.', ' betrodde og mest brukte medarbeider i de', ' alvorlige delen av saken. Hytteforbudet som nå', ' sannsynli ge. Politiet tror drapet ble beg', ' aktive av de tiltalte. Retten legger li k']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsning for vårt samfunn. Den viktigste grunn til dette', ' løysinga er det ikkje teke noko avg', ' ambassadør Norge kan skaffe seg for norsk lakse produksjon', ' eg kjenner. Men kan eg seie det, und', ' vi kan få, sier hun.\nTrenger noen']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet skuespiller. Hans spill er suverent og opp', ' ressurs som må utnyttes. Det er viktig for oss', ' til henger av at et nytt hotell i Kirkenes', ' ressurs. Han jobber med mye spennende, og er', ' fordel at folk har en viss forståelse og respekt for']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en av de dyktigste juristene når det gjelder', ' en av de mest sentrale figurene i Den nor', ' en av de mest profilerte forsvarerne landet har', ' en av ver dens beste spydkastere og', ' en av landets mest profilerte naturvernere. Han']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' svært tilfreds med at han har fått en rettferdig dom', ' på en måte tatt på fersk gjerning, sier advokat', ' også frifunnet for kravet om en erstatning på 150', ' siktet for i to overgrepssaker. ', 'kjente at han hadde kjørt bil uten gyldig fører kort']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
