raw,identity,number,category,type,filled_words,honest_categories,dmc,or,is,svp,asm,ddp,ddf,pr,re,qas,an,om,asf,rci,ps,cds,pa,count
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «m» og senere senere. Senere senere senere senere.', "" « ' ' ' ' m ' ' ' '"", ' «for «for»for»ford «for', ' «». «». «', ' gode mødre. FOTO: Foto: Navn: , , ,']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de de Der Der Der Der Der Der Der Der', ' den iii. iii. iii.', ' blitt mødre de mødre har vært mødre mødre mødre mødre', ' bekymret | glæder | glæder | glæder | glæder |', ' like i i i i I I I I I']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive aktive aktive aktive aktive aktive aktive aktive aktive aktive', ' kjente er af af efter Af Af Af Af Af', ' populære populære populære populære populære populære populære populære populære populære', ' populære datters søstre.\nSe også.\nKø', ' sannsyns å bli å bli å bli å bli']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene.\nwww. www. www. www. www. www. www. www.', ' i i i i i i i\ni\ni\ni', ' vennene er med og er er er er er er', ' å være å å å Å Å Å Å Å', ' vennene med vennene.\n6.\nB.\nP.\nP.\nP.\nP.\nP']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til å dele dem av av av av av', ' nok nok nok nok nok nøye nok nok selv av', ' nå, de er store nå, de er glade der, glad', ' i i i i i i i i i i', ' nå. De er store nå. De er store nå. De']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' musik Musik Musik Musik Fot För F F F F', ' de de De De De De De De De De', ' å være å være å være å å å å', '; ; ; ; ; ; ; ; ; ;', ' en datter Daughter daughter daughter daughter']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' litt litt litt litt litt litt litt litt litt litt', ' på flere både både både både både både både både', ' velvær av velvære av velvære av velvære av velvære', ' blitt til, og og og og og og og og', ' ikke er er er er er de er deres de']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' ut av ut ut, ut, ut, ut, ut, ut, ut,', ' fram t t t t t t t t t', ' kjente søstrene søstrene søstrene søstene sø', ' oms omt om om om om om om om om', ' kjente og mest kjente og mest kjente og mest kjente']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i i i i i i i i i i', ' vennene, søsters er beste vennene. I livet', ' i søstrestesststststst', ' i er er er er er er er er er', ' norske amerikanske amerikanske amerikanske amerikanske amerikanske amerikanske. . .']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans de de de de de de De er De', ' til til til de de de de de til til', ' fans og trives i hverandress.', ' i i i i å være store i i i', ' til hverandre. De blir. De blir. De blir']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' et efter;\nD\nD\nD\nD\nE\nD\nD', ' «The «The The The The The The The Et Et', ' «T» søster søstrene er kjent som «T»', ' en;;;;;;;;;', '. Her finner du leppeb. Her finner']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så søte som søsken søstre sukker sukker sukker sukker', ' ikke er er er er er er er ere ere', ' blitt svært mange svært svært svært svært svært svært svært', ' fra henholdsvis henholdsvis henholdsvis og året år er år er', ' en En En En En En En En En En']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' sentrale\nDetaljer\n,\n,\n,\n,\n,\n,\n,\n', ' alvorlige blant de mest alvorlige blant de mest alvorlige blant', ' sentrale gruppene de de de de de De beste på', ' brukte brukte brukte brukte brukte ble ble Ble Ble Ble', ' utbredte blant flertallet av flertallet av flertallet av flertallet']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' og beste og beste og beste og beste og beste', ' når når når når når når før først først først', ' når når når nårnårnårnårnårnårnår', ' politikerne', ' i i i i i i i i i h']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' i i i i i i i i i i', ' nok nok nok nok nok slik slik slik slik slik', ' nok nok nok nok nok nok nok de de de', ' her her her her her her her her her her', ' og og og og og og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de av de av de av de av', ' «navnet.»»»»»»', ' vervet av mannen.\nBibibibibib', ' en del av av av av av av av av', ' gode Gode Gode Gode Gode Gode Gode Gode Gode Gode']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' under under under under under under under under verdens vidunder', ' enige om\nforv2\nFF2\nFF3', ' på på på på tantene er på på på', ' ikke er er er er er er de er de', ' i i i i i i i i ■ ■']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' populære på nogle nogle nogle nogle eller nogle nogle nogle', ' lov og de er de de de de de og', ' kreative.\n3\nfra\n3\nfra\n3\nfra\n2\nfra\n2', ' iv iv iv iv iv iv iv v v v', ' sårbare unge er de de de de dem dem dem']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og de de de de de De første Skud', ' lærer.\nsom kan kan kan kan kan kan kan', ' i de beste i de beste i de beste i', ' på på for på på på på på\nPå finner', ' rådgivere, de unge råd « Norge « Norge «']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og de er store og de er store og de', ' eller for for.\nF. F. F. F. F. F.', ' forbilleder. Det er den bedste der følger efter', ' nok til at vi er store nok til å sette', ' til store til store til store til store til store']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' for For For For For For For Og og andre', '. Ordet.\nDe fikk som ble ble ble ble ble', ' en av av av av av Av Av Av Av', '?', ' en generasjon.\n generasjon.\n generasjon, generasjon.\n generasjon']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinke til å spille spill spill spill spill spill spill', ' blitt gamle.\nVått.\nVått.\nVøtt.\nVøtt', ' på de de de de på en måte måten måten', ' de unge de unge der der der der der der', ' opptatt av tema og tema og tema og tema og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' etter om om om om om om om om om', ' populære.\nDe populæreste\nDe populæreste\nBog\nB', ' arbeidende av av av av av av av av', ' iviviviviviv iviviviv', ' utsatte er de de de de de de i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og aller aller aller aller aller aller aller aller aller', ' selger! Det er de De har de De har', ' venn         ', ' og og og og og og og og og og', ' kundene deres som som som når når blir blir blir']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i i fra i i i i i i fra', ' og vakre.\nM.', ' i i i i i i i i i i', ' og og og og og og og og og og', 'fornemme! Disse disse, disse, disse, altså, disse']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' et stort stort stort stort stort for stor for For', ' de mest stolte Modige Kig Kig K', ' «c) c) cc cc cc', ' "".""""""""""""""""""', ' «bk)»»»»»»']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' så mange så mange så mange så mange så mange', ' i i i i i i i i i i', ' en en en en en en en în', ' i i i i i i i i i fra', ' med på en en en en en en en. En']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i de mest populære av de mest populære av', ' ut ut ut ut ut ut ut ut ut ut', ' f f f f f f f f f f', ' aggressive p p p p p p p p', ' interesserte damene i Norge i Norge i Norge i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['? U D U D [ ] / [', ' damene, og det det det det det Det er', ' å være å være å være å være å være', ' venninnene jeg jeg Jeg er jeg jeg jeg jeg', '? Hvorfor Hvorfor Hvorfor Hvorfor Hvorfor Hvorfor Hvorfor Hvorfor Hvorfor']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' idrettene er verdens største friidrettskonvensjon følger dansk', ' og og for og og og og\nDet det det', ' deler andel andel andel andel andel andel andel andel andel', ' nok og er store, nok og er store, nok og', ' og og og og og og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et for alle og.\n.\n.\n.\n.\n.\n', ' et syn. syn. syn. syn. syn', '. Ordet.\nord. Ordet.\nord. Ordet.\nord.', ' en\nEn\nEn\nEn\nEn\nEn\nEn\nEn\nEn\nEn', '. 4 5 5 5 5 5 5 5 5']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det det det det det det er det det å', ' med på på på på. på. på. De.De', ' på ...\n25. 25. 25. 25. 25. 25. 25. 25.', ' i i i i i i i | i i', ' de\nde\nde\nde\nde\n']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' ekstest mest mest mest mest mest mest most mor', ' sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy', ' spektakulære spektakulære spektakulære spektakulære skval', ' romantiske', ' populære i verden de først og først først først først']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele hele hele hele hele og hele og og', ' - best - best - best - best - best', ' til alle de beste til alle de beste til alle', ' til å gjøre gjøre gjøre gjøre gjøre gjøre gjøre gjøre', ' av av av av av av har brukt å hatt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli større enn de ikke ikke ikke', ' nok til at føre deres egne og de skal skal', ' nok. Brudene er store nok Brudene er store', ' er større er større er større er større er større', ' jenter jentene jentene jentene jentene jentene ikke.\nLagt i\n']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en annen enn dem selv - de kan skrive ord', ' «S» S S S S S S S S', ' en av de de de de de de De De', ' en av de jeg er er er er er er', ' - - - - - - - - - -']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mange mange mange mange mange mange mange, mange ', ' mellom mellom Mellom Mellom Mellom Mellom Mellom Mellom Mellom Mellom', ' den den den den den den dag og og og', ' det det den den den den den den er er', ' tatt alt å å å å å\nA\nA\nA']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære kjærester kjæreste begge som kjæreste kjæreste', ' romantiske romantiske romantiske romantiske romantiske', ' populære kjærestene kjæresteene elsker at at får at', ' sannsynlig sannsynligvis sannsynligvis sannsynligvis de mest sannsynlig sannsynligvis sannsynligvis sikkert', ' utro i utro i utro i utro i utro i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"['!', ' tipsene\n1.1.1.1.1.1.1.1.', '! 1 2 2 2 2 2 2 2 2', ' man man man man man man man man man man', ' noensinne noensinne??\n1. Nei\nDet\ner de']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og og og og og og og og og og', ' fans og en venn. W W W W W', ' i i i i i i i i i i', ' stjerner som ofte ofte ofte ofte ofte ofte ofte ofte', ' fans.\nF. F. F. F. F F F F']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «» ( ) ( ) ( ) ( )', ' “ “ “ “ “ « “ ) ) )', '. ble. ble.\n.\n.\n.\n.\n.\n', ' venner venner hverandre vennene også også de også de også', ' kjærester - for elskerne']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ...\n ..... ...\n ..... ...\n .....', ' enige om at at at at at begge at de', ' kjærestrene kjærester Kjærester / / / /', ' ikke ikke ikke ikke ikke ikke kjærest men men', ' blitt. ikke ikke ikke ikke ikke ikke er blitt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' effektive. En av den som som som som som', ' tro til å tro på å kunne i i i', ' alvorlige og alvorligste og alvorligste og alvorligste', ' sannsynlige for å kunne å k å k k', ' aktive.\nFÅ START\nFAVORITE W']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsning og dette dette dette dette dette dette det dette', ' leder og han er den beste leder og han er', ' på på den den dendenndndndnd', ' vi vi vi v vil vi v han kan kan', ' som kan gjøre gjøre på på På På På På']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['røyker. Han er en storrøyker. Han er', ' ressurs er en stor ressurs er en stor ressurs er', ' til en stor til en stor til en stor til', ' ressur. Kraft fra kraftlaget. JJJ', ' fordel, og mange menn er store frem!\nJ']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
