raw,identity,number,category,type,filled_words,honest_categories,pr,asf,om,ps,qas,is,svp,asm,ddp,dmc,cds,re,ddf,rci,pa,an,or,count
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' «de tre små grisene».\nDA DET', ' et friskt og livat band, og ga ut', ' dyktige hånd verkere i tradisjonsrike teknikker.', ' «The Fab Seven» på Instagram.\nNå forteller sø', ' en driven de kraft i det lokale musikklivet']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' to av de som skal bidra til at dette blir', ' ikke i tvil om at det vil bli et mye', ' klare for sesongåpning i 2. divisjon - hand', ' nå tilbake i jobb et ter sommerferien, klare', ' en av flere som driver den populære Facebook-gruppa']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' kjente på lista til Tynset SV for valget', ' aktuelle for en plass på stortinget for det neste', ' effektive, sier han.', ' ivrige, sier fylkessekretær i Trygg Trafikk i', ' iøynefal lende for folk i fart']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' representantene for sine partier. Noen av dem har', ' i norsk litteratur, de er så gode at det', ' som kan stilles når så lang tid går. Fra venstre', '!', ' til å forvalte og utvikle sine lokalsamfunn og']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' og mange nok til å få flertall.\nDet kan fort', ' forskjeller på hvordan en tenker å løse proble m', ' og gode avling er. Noen bønder rapporterer om så', ' nok, og at det har gått for mye prestis', ' tilhengere av en større kommune i regionen.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' meget flinke talere og de fleste av dem har', ' en dyktig idrettsmanns og har fått Norges Idrett', ' store brubyggere i det politiske landskap, og', ' pålitelige og handlekraftige representanter for folket i', ' både en dyktig og populær politiker. Han har vært']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' valgt inn for perioden 2011 - 2014.\nKanskje har', ' så godt kjent med disse områdene at det blir helt', ' så langt godt fornøyd med det de har sett.\n-', ' på plass i Stortinget som før.\nblitt et', ' jo veldig opptatt av maten, men det er en']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' sårbare og utsatte gruppene under pandemien.\n– Vi er glade', ' sårbare for denne formen for kriminalitet. Derfor må de', ' positive til denne ideen.\nopprettholde dagens nivå', ' populære. - Vi merker jo det. Da vi kjørte', ' kritiske til hvordan eldre politikere opptrer.\nunges oppvekst']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene for sitt sted.\nvårt arbeid i', ' ambassadørene for å få flere til å flytte h', ' i verden.', ' spillerne og lederne i regionen. Derfor ble også', ' ambassadørane vi kan få.\nMålfrid E']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"['! Han har i dag en rekke verv for', ' utfordringer. Så store utfordringer at de seiv med de', '.\ntilbake til sin opprinnelse, sier Hans Petter', ' – de aller yngste er mellom fire og åtte år,', ' på Facebook og bruker det mye, men at det også']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' dyktige fiskere og fjellklatrere. De', ' musikaler.\n■ Det er alltid en fare for', ' dyktige og ansvarsbevisste personer, både individuelt og', ' et av lan dets desidert mest lovende ro', ' en fremragen desjømann, og hans gode']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' også med i revyen. Alle elever er med', ' opptatt med sitt, sier han.\n- Det er ikke', ' under 16 år, og en ny lov, som ble', ' mindre i den vestlige verden, sier han.', ' med, er det klart best å bruke de unge som']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' undertrykte fol kene på kloden. Da', ' populære.', ' troløse vesener, for de er så flinke', ' oppfinnsomme.', ' aktive til å besøke sine menn på sykehuset.\nDet er']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' venner.\nHjertelig takk for all vennlig deltakel', ' som finnes. Når det gjelder mannen som vil ha', ' ambassadører vi kan få, sa han. Det er', ' og kjæreste venninnene og arbeidskolleger de', ' i hele verden, mente hun.\nHansine og John']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' på jord. De kommer med pakker og kurver', ' nok, og barna er for små til å være he', ' og kan ikke brukes av småvokste mennesker.\nDet', ' favoritter, men det blir ikke lett å hente hjem', ' og tunge som fy, så det er ein tøff']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' gode spillere og at det er de som legger før', ' en stor tilhenger av det populære juleshowet', ' «Mad Men». Dette var de som gikk hjemme', ' driftige damer, og har gjennom et langt liv', ' den som først og fremst sørger for trivselen når']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' helt sikre pa at de vil stemme pa Arbeiderpart', ' i stand til å gi et fullgodt svar. Det', ' det mange som ikke holder ut med den lange arbeid', ' blitt mye bedre, så derfor føler vi oss tryggere', ' ikke så lette åfå øye på. Her er']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"["" populære på sjekker'\nnomsnittet de siste 50"", ' attraktive kundene i klesforretnin ger i', ' ivrige på tur til fjellhyttene, og', ' populære i vårt samfunn med å hevde at damer er', ' populære julegåvene i år. MARTE-K']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. I år har de vunnet sju av åtte', ' til dette, mener han, men vi er kanskje ikke så', ' i landet på og vil gjerne ha deg med!', ' - Jeg har vært i kontakt med både Nor ges', ' i verden. Her har vi to flotte idrettsutover']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er ventet at Brækhus', ' nok til å være med i konkurransen om konge pok', ' og sterke, og kan bære store sekker på', ' favoritter i 1. divisjon etter fjorårsse songen.', ' forbilder for meg. Jeg har vokst opp med dem']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en meget dyktig fotograf. Derfor tok hun i forbindelse', ' «Slusen inn». Her kommer de med buss', ' en god kunde for næringslivet i Stjørdal.\nDam', ' det eldste kvinnekoret på Sunnmøre og at', ' dyktige håndarbeidere og det er en kunst som går']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode og vi skal gi dem tøff kamp i kampen', ' med. FOTO: TOMMY AASEN ikke med', ' klar med sin første utstilling i Galleri Lens', ' noe helt, helt for seg selv. I morgen kveld', ' flinke til å strikke. - Da må vi ha']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' kresne kun dene, men hun er mest', ' fornøyde og er til å stole på.\nom du', ' vanlige, sier frisøren. I følge en analyse', ' fornøyde er det ikke et alternativ å droppe dem.', ' krevende kundene vi har.\nBunadsnemda']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - og om ikke de beste - så i hvert', ' i Norden. For det annet fordi brudeparet', ' på mange år. Og det går mot tidenes sesong', ' bildene fra helgens bryllup på Støtvig Hot', ' og mest fomøyd kun dene i Norge. En']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staute damer - i alle fall ikke', ' og påfallende er det en som er blitt', ' her til lands, er det lite sannsynlig at dette', ' og blonde, skriver avisen The Guardian.', ' og små. – Vi kommer med forslag til endringer']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' noen av ver dens vakreste.\nMen de fleste kvinnene må', '.', ' den største inspirasjonen i arbeidet vårt gjennom alle tid', ' de eneste i verden som kan tilby denne formen for', ': Den moderne brudekjolen har vært en']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av en helt annen kvalitet.', ' pyntet med fargerike smykker og har håret samlet', ' den nye trenden, sier Karoliussen. Nå', ' helt kla re i sitt ønske: De vil', ' ikke noe unntak. I alt har fem brude']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' attraktive og tiltrekkende etter sin egen hud, men', ' populære personene på Tinder - og det er også', ' sexy som finnes, og som også fun gerer', ' lojale som kan tenke seg. De elsker deg, uansett', ' kjente.\npresident Franklin delano Roose']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' støttespilleren, men også litt irriterende. Jeg setter', ' som finnes. Jeg er et levende eksempel på at', ' kjærestene og de har mest sex.\nmed kjære', ' samtalepartnerne man kan ha.\n\\- Sam', ' å ha. De har i tillegg en del humor mellom']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å dekke det store underskuddet i klubb', ' og kraftige, og som en naturlig forlengelse av', ' på Facebook. I kveld kan du møte dem på', ' fans av Kiss og MLP-gruppa Gar', ' om dagen. Ifølge Se og Hør har paret tatt turen']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 1, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de store romantikerne» i sin generasjon.', ' den nye superhelten «The Cloak', ' dyktige sangartister som behersket hele følelses', ' store fotballfans.\n- Hun er virkelig en av', ' «Mr. og Fru Oslo» på grunn av deres']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' på en annen øy. På denne måten får vi', ' at de er opptatt av å følge trendene og', ' kjæres termotivet og det å være et', ' svært forskjelli ge. På den ene sida var', ' på jobb i hver sin ende av byen.\nJoh']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de to tiltalebeslutningene mot', ' troverdige i dette partiet. Den største grunnen til', ' omtalte medietopp i Sverige. Gjennom en årrekke', ' uverdige delen av det norske rettsvesenet.', ' utsatte gruppen for vold i nære relasjoner. Det gjelder']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fått. Jeg gleder meg til å spille', ' medisin, og etter alle avisoppslag om', ' sjåføren.\nsier han, så jeg er litt usikker', "" som fins. Du kjenner'n vel? Han skulle"", ' for deg seiv - en som er ærlig og har']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' del av den amerikanske drømmen? - Å, ja.', ' skam for hele kommunen og hele landet.\nForeldre kan', 'forbruker av det som i politiet kal les kode', 'vokst type, omkring fem fot høy med langt,', ' skuffelse, og at de ikke hadde vært i stand']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' ein svært dyktig fiskar, og ein person som står', ' en notorisk lyst løgner, uten at det', ' en dyktig og uredd mann som går rett på', ' «en person på rømmen». I november', ' et naturmenneske. Og det er ingen grunn']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' funnet på et lofts rom i den gamle gård', ' ikkje lenger så avvisande som det kan ver', ' det satt av sju da ger i Folio', ' i 20-årene. Mannen hadde i følge politiet kjørt', ' ein av fleire som har fått ny bustad i']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære på jobb fordi han ikke blander politikk og', ' innflytelsesrike kunstneren fra Amerika, og den', ' produktive norske plateartisten, sa Guri', ' populære og viktigste spilleren vi har, det skal jeg ha', ' populære blant damene på Stortinget, mens Høyres Erna']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' løsningen for den krevende jobben som sjef på UNN', ' mannen for meg. Han har jo vært her så lenge', ' på skøyter? Jeg vet ikke, jeg har', ' av dem alle, for det mangler to gull på det', ' keeperen jeg har spilt sammen med. Han er det']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' favoritt i juniorklas sen. I fjor ble', ' mann, en stor mann, og at han er en mann', ' beundrer av den avdøde kom ponist', ' mann og en fremragende soldat, har han også en', ' kapasitet på området, og har blant annet skrevet boken «']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en utpreget systema tiker og administrat', ' forfatter av boken «Skammens histo rie', ' en stor elsker og jeger —og han har', ' en snill mann. Kanskje ikke så snill, men vi', ' en tøffing og han kom seg gjennom sin kreft']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøyd med hvordan sesongen har artet seg.\n—', ' også en av de mestvinnende kunstsnø', ' veldig opptatt av at hele teamet skal gjøre det bra.', ' som et barn og har ikke vett på hva han', ' i stand til å kjøre for å gi det norske']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' trofaste støttespiller, så er hun opptatt av', ' åpen bare, nemlig i form av at barn ofte', ' kjente. I dag er han en ledende ekspert på', ' fryktede av de såkalte ulveflokkene i', ' omtalte av de to. Det blir det ikke plass til']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet. Så når de er i ferd med å', ' i landet. Han har vært ute i Europa og har', ' form for un derholdning.', ' hjel pen de kan få. - Jeg har en', ' medisin, seiv om det også finnes dem som']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
