raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,dmc,re,an,asf,svp,pa,rci,ps,om,pr,asm,is,qas,or,cds,count
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «den store nordiske krig». På denne dagen har', ' et av lagene som har holdt god kok i kampene', ' en sterk stemme mot atomopprust ningen:', ' pene og pyntelige, og at de er opptatt', ' et av byens tøffeste kvinnemiljøer. ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' helt eller delvis økonomisk avhengig av en mann for å', ' mer sårbare enn andre og at de kan vise mer', ' i dag mer tilbakeholdne. I tilleg blir', ' for gamle, mens i andre land, som for eksempel Danmark,', ' så stor er det et problem, særlig fra høsten og']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive, men også jeg spiller fotball om våren.', ' alvorlige av disse sakene, og dermed de mest interessante', ' verdifulle og derfor det kjæreste i hennes liv.\nKvinn', ' aktive i denne prosessen, sa Keskitalo', ' populære lekekame ratene.\nblir det']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' ambassadører for denne tradisjon, seiv om det kanskje', ' hjelperne.\n-Vi er med for å hjelpe til,', ' i verden i den ne sporten, og det er', ' vennene deres; de kommer alle tre på middag for', ' og viktig ste. ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nå, og seiv om hun gjerne skulle holdt dem i', ' nok til å begynne med fritidsaktiviteter når den tid', ' og bor langt unna.\n- Vi er veldig heldige,', ' nok til å spille, sier Aanes, som', ' nok til å klare seg seiv, og om han']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' et hardtar beidende band, og en tur', ' «de rene og pene». De går på', ' «midtøstenkvin nene». De', ' to av Norges største artis ter, både hver', ' noen ivrige klatrere. De har også en']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' med.\nIdeen til gruppa fikk Hilde i sin', ' en ressurs.\n- Men det var ikke alle som skjø', ' tatt fra dem.\nHele familien er avhengig av at', ' de eneste som har kommet til verden på gården.', ' på korttidstilbud. - Vi har fem']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' populære i Oslo.\nFrogner: I år har', ' aktive og har størst innflytelse på det lokale politiske landskap', ' populære blant publikummere som ikke går på kino så', ' hardføre av alle arveanleggene, og dette', ' kjente, men det finnes rundt 100 andre arter i']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' venn innene man kan ønske seg. Det er vanskelig', ' i verden, sa han.\nOg mens vi satt der ved', ' kundene vi vet om, sa han. - Ikke rart,', ' av dem han har skre vet.\n■ BOD', ' venninner hun kunne ønsket seg, sier Astrid.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' og det må jo skje før eller senere at noen', ' og veloppdragne, og vi har alle vært flinke', ' og søte. Den som får lillesøster får', ' - ikke minst fordi de er veldig dyktige til å', ' og aktive. Lillesøster Karoline spiller kor']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' «de stille i landet», de som «følger', ' et friskt pust i artist-Norge, og ga ut', ' dyktige hånd verkere i tradisjonen etter Anne K', ' «The Sound of Breathing» (Ør', ' en av verdens beste håndball - spillere, men til']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' to av de som synes det er fint med kort', ' ikke like aktive som de en gang var, men trives', ' vel det som må kalles en «big deal', ' veldig positive til å få inn flere aktører i senteret', ' en av flere kunst nere og musikere fra']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' kjente på lista til Tynset SV for valget', ' aktive politikerne i komiteene.\ner aktive, men', ' effektive, sier han. En ting han har lagt merke', ' ivrige, sier fylkessekretær Jon Olav Alstad', ' iøynefal lende for folk i fart']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' representantene for folk og næringsliv i de gamle fog', ' i norsk litteratur, de er som bekk og', ' garantistene vi har for at det de går inn', '! ', ' til å forvalte og utvikle sine lokalsamfunn og']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' og i et godt driv i sin idrett. ', ' og brune med hvite flekker. De ligner meget', ' og gode avlast ningsplasser. ', ' nok, og at det har gått ett år.\nen', ' tilhengere av en større kommune i regionen.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' meget dyk tige. De fleste av de 16', ' en dyktig og uredd politiker som alltid er godt', ' de aller største pådriverne for å få innført', ' ivrige tilhen gere av dødsstraff.', ' radikale. Han har en fortid som journalist i Klasse']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' valgt inn for perioden 2016 - 2019.\nKlagenemnda', ' så godt sammensveiset at de nesten blir som', ' så begeistret for en slik løsning at man ikke', ' på plass i Stortinget som alle andre dager i året.', ' jo de eneste som be viser at det er en']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' sårbare og utsatte gruppene under pandemien.\n– Vi er særlig', ' sårbare for denne formen for kriminalitet. Derfor må de', ' positive til denne ideen.\ntilknyttet disse forening', ' populære. - Vi merker jo det. Da blir det', ' kritiske til hvordan andre stiller seg til egen bruk av']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene for sitt sted.\nvårt arbeid i', ' dommere, så blir ikke det noe problem.\nTor', ' kundene vi har. Det betyr at pengene skal komme dem', ' på det området, sa Tønnesen. ', ' ambassadørane vi kunne få. Det er veldig']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' nok til å ta en avgjørelse seiv.\n- Vi har', ' tilhengere av skøyting, og med de', ' på alle områder, og det å bruke mye tid i', ' nok til åta del i slike arrangement, som', ' på Facebook og bruker det mye, så det må være']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' dyktige dansere og sangere. Begge har gått sin', ' musikaler over hele verden. Nå er det på tide', ' dyktige og kreative. De kan bidra både med lyd', ' et livsglad lag som ikke har for van', ' et «godt» sted å spille og høre på']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' også med i korpset. ', ' opptatt med sitt, sier han.\n- Det er ikke', ' underrepresenterte, ifølge rapporten. - De unge', ' blitt i den vestlige ver den; å lære for', ' i en vanskelig periode i livet.\n- Ungdomstiden er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' undertrykte, sier han.\nDet at Norge har', ' populære. De koster 300 kroner stykket. ', ' aktive. Kvinner som bor alene har mindre besøk enn', ' aktive på feltet. Konene kan spille på flere', ' aktive til å besøke sine menn på sykehuset.\nBerg']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' venner» i 1973, og det året da vi', ' som finnes. Når jeg har dem omkring meg, så', ' elskere!» Med: Billy Cryst', ' og kjæreste venninnene som finnes. ', ' i hele ver den? Jentenes svar er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' på Vest landet og i Nord-Norge. Det blir ikke', ' nok, blir barna fødd med ein «mange', ' og kan ikke brukes.\n- Jeg har en del kontakter', ' i dette landet, sier Stine. Tolv av kvinnene', ' og tunge som favntak mot en naken rygg']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' gode veversker, og de hadde et veldig', ' enere. ', "" ' "", ' enes tående dyktige klesdesignere som', ' den første av Picassos store kvinner. Og']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' helt i mot det som skjer nå, sa hun. -', ' i stand til å gi et fullver dig tilbud,', ' det mange av. Det er også et ganske vanlig motiv', ' blitt mye bedre, så derfor har vi blitt værende.', ' ikke så lette åfå øye på. Her er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære.\nsprangridning har vært økende de', ' attraktive. Disse får en stadig sterkere inn flytelse', ' ivrige på tur til fjellhyttene og', ' populære i vårt nedslagsfelt, og det er', ' populære, og det er mange menn som også ønsker']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. I år har de vunnet sju av åtte', ' til dette, mener Tina Brock.\n- Vi er', ' i byen. Å vinne er veldig stort, forteller lagleder', ' - Jeg har vært i Norge flere ganger, senest i', ' i verden. Her har vi to verdensmestre, i']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er ventet at Brækhus', ' nok til å være med i konkurransen.\nRaast', ' og sterke, og kan bære tungt er det jo', ' og kraftfulle og de er vakre, de har', ' over at det er sanne historier. - Det']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en av norges beste danseband.\n-Jeg fikk et', ' «Sporty Spice». ', ' en god og effektiv arrangør - som er kjent for', ' det har deste av alle verdens mesterskap. Ikke', ' dyktige håndarbeidere.\nMandag 3. februar kl. 18.30 på']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode og varme når de kommer hjem, forklarer hun.\nDet', ' med. Med trekkspill. med en sang.', ' klar med sin første cdutgi vel se. «', ' i flertall, er det gutta som er i flertall', ' flinke til å strikke. - Da må vi strikke']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' kresne kun dene, men hun er mest', ' populære blant menn, men han liker også godt å stå', ' vanlige, sier Mæhlum og forklarer.', ' kostbare, og det var derfor spesielt store forventninger', ' krevende kundene vi har.\nhun som regel går for']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sammen. Og hun som har fått meg til', ' av bru dene, de er de viktigste brikk', ' på å få det til å se ut som om', ' ambassadø rer for oss, sier hun.\n- De er', '! ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staselige, og ikke minst er det veldig', ' i år. De fleste er opptatt av at bryllupsde', ' og små, unge og eldre, heter det i søknaden', ' og barna små på samme tid. Og så er de', ' og små selskap. Vi kommer hjem til deg for']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «prinsessemø dre», ettersom det er', ' «de hvite engler» i Sørøst-S', ' Dron ning Maud-parken, skriver nyhet', ' de vakreste i verden. Men det var før de fikk', ' de mest attraktive og dyreste i verden.\nbl']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av en enklere type,', ' pyntet til fest, og vi har det fantastisk', ' den nye trenden, sier Karina Krane', ' i en annen kategori, om de i det hele', ' ikke noe unntak. I alt har fem brude']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' utager ende.\n- Det skjer veldig mye tull', ' populære personene på nettet. De har mange tilhengere,', ' stabile og lykkeligste, ifølge studien.\n- Det er', ' frem tredende elementene i denne boka: De', ' aktive.\npasse på hva man gjør og hvordan']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' støttespilleren, men også familie, venner og kolleger setter', ' som finnes. Jeg er et B-menneske', '.\nenkelte par går for prestisje', '! Herr og fru Moore som bor i', ' å ha. De stiller opp for en hele tiden og']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å klare seg seiv, til å være', ' og kraftige, og som en naturlig forlengelse av', ' på verdensbasis og kan sees på som en', ' fans av Flåklypa. Nå skal', ' barn og jeg er en gammel mor. Hvorfor skal']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de store jenteturene». I mai', ' den nye generasjonen av norske popartister. Som', ' «babes» i det engelske fotb', ' de to kvinnene som er siktet for å ha forårsaket', ' «Mr. og Mrs. X», og var i']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' på en langweekend for å handle julegå', ' for trange, og det er nok av plass mellom', ' kjæres termål, er det også et mål med', ' svært forskjelli ge, har de likevel mye til', ' på jobb i utlandet og barna hos be stemor.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de fire tiltalepostene, og det', ' sannsyn lige. Det finnes imidlertid en teoretisk mulighet for', ' omtalte mannen i norsk idrett de siste tre månéd', ' uverdige som fantes. Han kunne til nød gå', ' utsatte gruppen for vold i hjemmet. Omkring halvparten']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fått. ', ' medisin, og etter alle avisoppslag om', ' garanti mot feilvurdering og sladder.\nMen om', ' garanti mot en slik utvikling. Det har vist seg at', ' til a gi svar pa disse spørsmålene. - Kan']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
