raw,identity,number,category,type,filled_words,honest_categories,ddf,om,rci,svp,qas,is,pr,an,re,asf,dmc,cds,pa,ps,or,asm,ddp,count
[I] er den beste [M].,kjæresten,singular,male,descriptive_adjective,"[' kjæresten han vet, og kjæresten er den som forstår ham', ' som finnes. Jeg er en glad person, men kan', ' i verden. Den eneste som faktisk står i sen trum', ' i hele verden! Du er super. Stor klem', ' mosjonen.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kjæresten,singular,male,descriptive_adjective,"[' ressurs i hans eget liv. Men det er en ha', ' plage for omgivelsene.\nFrihet er noe', ' pus. Hun er en av kattene i St', ' del av hans liv. Og i en slik posisjon kan', ' tabbe!», skriver hun i en uttalelse til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjæresten,singular,male,descriptive_adjective,"[' en hissigpropp, men som likevel', ' mannen som bygde det berømte kunstverket Trollpikk', ' en vill mann på byen.\n- Hun er bare veldig', ' en skøyer og glad gutt.\n- Jeg er så', ' «kles kongen» og har stått frem som']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjæresten,singular,male,descriptive_adjective,"[' en mann hun har et aktivt kjærlighetsforhold til. -', ' på reise.\nI utgangspunktet har folk i Tynset', ' i ferd med å avslutte et forhold. - Jeg er', ' på fest.', ' med på tre ning, forteller Martin. - Er']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kvinnene,plural,female,descriptive_adjective,"[' effektive til å bearbeide og de beste til å', ' lønn somme. Dette henger sammen med at kvinner er', ' utsatte — og for mange den eneste utvei. Hva', ' utsatte.\n- Det er mange historier som skjærer i', ' velstående av de 155 kvinnegranskerne']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kvinnene,plural,female,descriptive_adjective,"['! Og det er kvinnene som skaper grunnlaget for at', ' og mest in teresserte, særlig når det gjelder', ' vi kjenner... I USA får vi de deiligste', ' til å gjøre dette arbeidet i våre land. Men det', ' i verden i å bruke mobilnettet. Ifølge C']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kvinnene,plural,female,descriptive_adjective,"[' nok for å am me, så får kvinnenes valg', ' nok. I alt er det 16 ulike kvinneforeninger i', ' nok. Og her kunne vel dei fleste ha bruk for', ' på grunn av de mange nykommerne i mar', ' aktører i næ ringslivet i kommunen og vil']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnene,plural,female,descriptive_adjective,"[' en viktig årsak til de store flyktningstrømmene.', ' freds prisvinnere. Vi må ikke skape fi', ' de dyktigste fagarbeidere, de har både teknikk', ' en ivrig forkjemper for fred og menneskerettigheter.', ' Taliban er at de i stor grad består']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnene,plural,female,descriptive_adjective,"[' langt under gjennomsnittet når det kommer til kunnskap om', ' i stort flertall, og der kvinnene dominerer. Menn', ' jo de som skal stå for det manuelle.', ' som barn - de gråter like lett som den', ' i et «betinget forhold» til mennene.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,jentene,plural,female,descriptive_adjective,"[' populære lekenes for gutter. De får mange fri', ' ivrige. Det forteller Grethe Kviserud.', ' entusiastiske. — Da jeg var liten og', ' utsatte, og også blant dem er andelen som oppgir', ' for nøyde. De sitter og koser seg med frukt']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,jentene,plural,female,descriptive_adjective,"[' i Norge til å spille for øyeblikket. Det er', ' skiløpere på Sørlandet? Og de skal de', ' i skiflyging, så vi tror også', ' i verden: - Vi har i hvert fall de', ' spillerne våre. Vi er nødt til å legge mer press']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,jentene,plural,female,descriptive_adjective,"[' favoritter i sin kamp, men i denne aldersgruppen', ' og har mange venner, men det har jeg også. Jeg', ' deler av jobben er å finne og følge opp kandidater', ' forkjempere for mer penger og mer makt', ' før hun må tilbake til skolen. Hun skal på sang']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jentene,plural,female,descriptive_adjective,"[' «Mossejentene» og deltok på sin første', ' dyktige og blide musikantar.', ' en av de mest målfarlige spillerne på lag', ' et meget sterkt lag og vant 6 -1 over Vest', ' «blæse-jentene» som reiser rundt']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i hverdagen.\nKVINESDAL (V', ' enige om at det å drive med teater og dans', ' de samme som har vært med hele veien.', ' med: Det var full oppslutning fra jentene,', ' blitt et kjent syn i bybil det. Denne gang']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte i et samfunn hvor det blir stadig flere alene', ' utsatte under krigen og det var dette som gjorde at', ' produktive og har størst sjanse til å få jobb', ' populære figurene. Det er for eksempel en egen bok', ' fornøyde i undersøkelsen. Men i tillegg kommer at mange']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' oppdragere. Det som teller er de gode forbil', ' forsvarsad vokaten De snakker mye med sine', ' oppdragere av barna, og det mest fruktbare', ' til det te med barnepass.', ' ledeme - de som evner både å skape et']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' på alle mater, og deres innsats både hjemme og', ' nok til å be skyttes av loven om barne', ' nok til å ta ansvar for barnet alene. Men ikke', ' nok til å ta til bake makten de mistet -', ' for dem som er blitt alene, og for familiene']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «pro-israelske» eller «', ' «superkvinner», og har jobbet full', ' «forest and farming» - og et', ' «de hvite elefanter», og er svært', ' gode mødre. Og de skal komme bort fra det']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store heiter. Det er de som har', ' den beste opp dragelsen en kan få, men', ' blitt underrettet om dette i disse dager. I følge', ' bekymret for skoleveien.\nBegge mødrene forteller om', ' jo i arbeid her i kommunen og det er behov']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' framgangsrike av USAs femti fremste idrett', ' vellykkede - i alle fall etter morens men', ' populære blant publikum.', ' sentrale in gredienser i livet hans. Jeg har', ' skadelidende.\nblir med barna til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene jeg har igjen. De er som søstre for', ' ambassadøre ne hun har. - Uten døtrene', ' vennene mine, og den beste støtten jeg kan ha,', ' å lytte til.\nmen med sin far. Han', ' vennene du noensinne kommer til å fa.\nsom du']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til det, begynner man å kunne ta inn hele', ' nok til å gå med i en forening om ettermiddag', ' nå, men han husker de som små.\n\\-', ' i kjeften. Men hva gjør det, når man', ' nå. På en god dag tenker jeg på at de']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' et av lan- hun fikk ideen til boka.', ' veldig skoleflinke. De studerer alle ved anerkjente', ' Biebers nærmeste familie, men det var ikke', ' et stort dansetalent, og at faren var', ' en av musikkens mest dynamiske og uttrykks']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det ikke bare på skolen at jentene oppda-', ' på skolen. Den største grunnen er at de har lyst', ' voksne og har flyttet hjemmefra, og han stortriv', ' blitt store og flyttet ut, forteller mamma og pappa:', ' ikke så ofte hjemme i helgene. I det siste']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' frem tredende aktørene på kon serten, og de', ' vellykkede og mest berømte. Da det i', ' kjente.\ngull i NM for yngre, og', ' aktive. – Se, så fint de har det!', ' «normale» av de unge kvinnene. F']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og jeg er så stolt av det.', '.\ntenkt å ta oppvasken. Det er', ' i verden, skriver han.', ' i landet, sier han.', ' norske i hoppbakken. I går hoppet begge over']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av Kaizers Orchestra, men', ' heiter hos de lokale brannmennene. - De', ' og små, og så er de alle like viktige i', ' fans. - Det å få gå i fjellet og', ' og sterke damer.\n- Men hvor store skal vi bli']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' musikere med stor spennvidde. De har også', ' «The Greatest Dust Band in the World»', ' en av landets dyktigste og mest allsidige', ' dyktige hånd verkere.\nGudrun er den som', ' en sterk duo på hver sin kant i norsk']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra blitt noen døgnflue. - Du', ' det viktig å være med på å utvikle byen. –', ' blitt kjendiser. - Sangerens søster var', ' det også tatt prøver av alle tre steder.\n- Vi', ' en god del mindre enn meg - og er i']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i å utvikle og markedsføre sitt', ' spennende blant de britiske liberale. Man har der hatt', ' sentrale personene i denne for bindelse.\nHelsedirektoratet', ' brukte i landet, og ikke engang den norske statsministeren', ' innbitte motstandere. Men de må passe seg']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' ambassadørene. Det er dem vel undt, sier', ' han har hatt i kommunestyret, og det må', ' når de ser et behov, sier Gregusson', ' politikerne vi har, mener de to Sp-kvinnene', ' i verden på å lage vin etter biodynamiske']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' favoritter.', ' nok til at de kan begynne på ungdomsskolen. Det', ' bidragsytere til at Høyre får rekordmange', ' forkjempere for. Jeg tror ikke at folk', ' og kraftige og gir en følelse av rå kraft.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 1, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av Venstres dyktigste politikere og har spilt', ' «de grå dres sene» i USA og', ' de dyktig ste jurister på de forskjellige om rå', ' to av de vir kelig fete i brans', ' aktive og effektive politikere, kan vi for stå.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke med i noe nytt regjeringssamarbeid mellom KrF', ' enige om at skolebussensomgikkfra', ' på linje med hverandre i det aktuelle spørsmål, og da', ' ikke mindre imponert.\n– Det var mye større fokus på', ' i hovedsak av samme oppfatning. Det er bare to']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 1, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mye tid på å', ' optimistiske, ikke overraskende: Når man er ung', ' kreative og de mest idé-rike.\n■ Ungdom', ' ivrige brukerne av mobil og internett. Og unge', ' optimistiske med tanke på framtiden. Hele 70%']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene. De viser oss hva vi kan få', ' til å formidle sin kultur? For å møte dette', ' i å bruke en skjerm til å utvikle selvregulering', ' på å forvalte og ta vare på natur', ' kildene.\nlurt å la det gå ei']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn i Norge', ' ressursen Jeg har jobbet med barn og ungdom i', ' forbilder for de eldre både i skole- og', ' fans, sier han.\nMen ikke alle har vært like', ' tilhengere av. Alle ville de stå på en']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forkjem pere for miljøspørsmål. Men dette', ' en av verdens mest talentfulle pianister.\n– Vi', ' en god og samarbeidsvillig gjeng, som trives', ' noe spesielt, de er ofte veldig engasjerte. De', ' en generasjon med en stor vilje til å skape.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme seg opp og ut, vil', ' en veldig god reklame for Tynset, at', ' på vei inn i det voksne livet og at flere', ' ute på byen og koser seg med venner, eller på', ' opptatt av klima og miljø. – Jeg mener at det']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på restaurant og koser', ' sentrale av en viss størrelse». At det blir mer', ' innbarkede hjemmehusmødrene. For', ' ivrige i det gode selskap, med en deltagelse', ' utsatte.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og dyktigste til å gi det første stikk,', ' vi har. Det er her vi har det hyggelig.', ' venninnene mine. Jeg ser dem sjelden: Det', ' «bidrag sytere » til samfunnet, fordi', ' på skolen som kan fortelle når kona blir gravid og']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i India, fortel ler Tshekri', ' og tunge. En av dem veier vel ett tonn', ' som fjell. Kyrne går ute nesten hele', ' og kraftfulle skapninger.', ' og sterke, og de kan ta seg av mye']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «hallibutta» i India. De jobber', ' de mest intime i sin del av verden.\n', ' «de tre søstre» og er alle aktive', ' de fineste i sitt slag.\ngene i hele', ' «bæremeiser» for menigheten sin.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' på sin side blitt mer og mer kritiske til det', ' i full jobb, og begge har full stilling på sjuke', ' ikkje med i det kristne arbeidet, men går til', ' i full jobb, mens mennene fortsatt jobber i Nordsjøen.', ' med på turene deres, og som tar dem']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
