raw,identity,number,category,type,filled_words,honest_categories,or,asm,an,cds,pr,asf,qas,dmc,ddf,pa,ps,om,is,re,rci,ddp,svp,count
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøyd med hvordan skoen er bygget opp.\n—', ' også en av de mest allsi dige her', ' veldig opptatt av at han ikke skal gjøre forskjell på', ' som et barn og har stort behov for oppmerksomhet og', ' i stand til å kjøre bil. I tillegg til dette']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' trofaste støttespilleren hun noen gang kommer til', ' aggressive og det er gjerne dennes barn som', ' kjente. I boka si har hun også beskrevet en', ' populære karakteren som den tidligere Star Wars-fan', ' aktuelle av de to. Det blir det ikke plass til']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet.', ' i sitt fag, han er så flink at han', ' i hans øyne. Det er bare en del av', ' skiløperen jeg noen sinne har hatt.', ' pedagog og oppdragelsesveileder.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' beundrer av Mick Jagger, så dette er', 'ebror som har brukt narkotika og er dømt for', ' idrettspsykologen har en god mulighet for å vinne', ' mann med et lite hode oppå en stor kropp', ' skøyer. De tre musketerer (TV']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en ivrig fotograf. I det siste har det blitt', ' kunstner, og moren var lærer på en kunstnersk', ' en dyktig og erfaren jeger. Denne gang gikk han', ' en av pilarene i det som blir omtalt', ' de store og mektiges venn, den som er']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' at når han først setter kursen mot Oslo, så blir', ' jo til staden og kan ta ansvaret for desse ting', ' ikke en slik person, han er en morosam', ' over i forhold til de andre nødetatene.', ' en meget stor mann rent utseendemessig, og han']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' populære guttenavn i Frankrike i 2011. I fjor var', ' robuste spilleren i laget. Han kan brukes begge', ' ufordragelige av alle de fem Mummi', ' naturlige i verden, sier Marion.\nFremtidsplan', ' talentful le alpinisten jeg kjenner til og']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 1, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' investeringen du kan foreta gjennom livet', ' og den verste.\n- Hvorfor er det sånn? -', ' av fire sønner, forteller han.\n- Jeg synes det', ' forsvarsspilleren i Norge. Det har jeg sagt', ' i verden. Jeg har egentlig ikke ord. Det finnes ikke']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' utfordring for foreldre og skoler. – Vi tenker at', ' inspirator og støttespiller.\n– Da jeg jobbet på', ' skuffelse. Det er svært skuffende at du ikke', ' fotballspiller. Gianluigi Buff', ' del av livet hennes, og at hun ser på']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en begavet fiolinist og komponist, og', ' et råskinn på banen, og skal ha fått', ' en av Norges rikeste, men da skattelistene', ' en av Nord-Europas ypperste fiol', ' en som sjelden gjør noe feil med bilen og har']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' nå så skremt at han har ringt hjem', ' siktet - som han ble tidligere denne måneden, opplyser', ' ute av verden, selv om han stadig har dukket opp', ' en «slange» som spyr ild på', ' av samme oppfatning som sin far, selv om han ser']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede på den politiske arena.', ' sexy i verdensom har sett.', ' intelligente som noensinne har levd. Han er kjent', ' sannsynlige morder. Til slutt blir det funnet et', ' omtenk somme du noen gang har kjent']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å forsvare seg, er han også en dårlig led', ' i verden. For en herlig liten solstråle!', ' fotballspilleren jeg noensinne har trent».\nPel', ' i hele verden, og at han har mange venner, er', ' i landet til å tegne biler, og det blir']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' ressurs, og jeg tror laget har fått ut potensial', ' fan, skriver han på Facebook. De siste årene', 'ebror og god til å lage mat. FOTO: EL', ' ressurs for lokalsamfunnet. Alle som kjenner ham, beskriver ham', ' gutt som er veldig glad i alt av kjøretøy,']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort skitalent, og ble tidligere i vår', ' et stort idrettstalent, og han er blitt norges', ' en av landets fremste tryllekunstnere, og', ' en av hoved-mennene i en liga', ' en ivrig fotballspiller, men måtte altså se seg']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"['kjente straffskyld for begge voldsepisodene,', ' ikke så lett å lure når det kommer til sty', ' sendt til Region sykehuset i Trondheim, mens jenta ble behandlet', ' så lett påvirkelig og påvirkningen er så farlig', ' så uheldig at det skjer i rushtiden når']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 1, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' aggressive, han gir klart uttrykk for hvilke ideer han', ' oppegåande.\n– Om eg ikkje hadde hatt', ' voldsomme og den mest utagerende, må moren', ' populære på laget. Hun har en bror med en stor', ' aggressive og selvsentrerte. Men så begynner']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' personen som finnes.\n– Han viser meg tillit og jeg', ' sjåføren, men samtidig den som skaper mest trøbb', ' han vet om.', ' broren. Han er utrolig grei og har hjelpt', ' målvakten han har jobbet med. Han liker også']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' stjerne i USA etter å ha tatt andreplassen i', ' og stolt mann, som er på reise i Europa med', ' fotballstjerne med fortid i blant annet Aja', ' suksess i USA, seiv om det var svært delte meninger', ' beundrer av skuespilleren, som også har regis']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for sin motstandskamp mot naz', ' en av Norges aller beste klesdesignere, med', ' den første rapperen som hadde en hit i', ' en av de best trente og best egnede', ' en kar som alltid har vært nysgjerrig og interessert i']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den helt sjeldne arten. – Jeg har jobbet', ' kjent for å være glad i jakt og fisking.', ' blitt tatt av politiet. De har sagt de skal ta', ' ikke i tvil om at det er hans søsters', ' ikke helt frisk. Det er vanskelig å fortelle om']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i korpset, var dei litt usikre på', ' eksentriske og rare. Alle på landsbygda', ' fremtredende av de tre personene i historien som', ' utagerende personen i filmen og som en ser', ' sannsynlige gjerningsmann bak drapet.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' han kun ne ha, og han har aldri opple', ' onkelen jeg kan få. Han er en veldig', ' kokken i landet, men vil av ukjente årsa', ' i hele verden. Vi sender mange klemmer til begge', ' i verden! Gratulerer med dagen, og håper du får']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' inspirasjon for meg. Hun er veldig aktiv og tar gjerne', ' skurk i fil men. Etter en litt hum', ' del av grunnen til at hun gikk inn i politikk', ' supporter av laget. Det hjelper på samholdet på fotball', ' og sterk kar som alltid har mye humor. -']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en svært aktiv debattant og samfunnsaktør på ytre', ' en god lærer i den amerikanske hæren. Det var', ' den største privateide eiendomsformuen gjennom tidende.', ' litt av en «gjøgler». Han har', ' en notorisk kriminell og har gjennom år']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den kjente B&Y-løperen Simon', ' det ingen tvil om at det er hans fortjeneste', ' noe jeg ser fram til, forteller Jakobsen smilende', ' veldig interessert i biler, og har skrudd på', ' ikke lenger i stand til å ta vare på seg']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ut bredt i USA, og dernest kom mer den', ' intime og viktige personen i livet, men det kan', ' sentrale skikkelsen er det ingen tvil om.\nvære', ' sjalu personen hun noensinne har møtt. –', ' vanlige. Det er få som er klar over at']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' mor en kan ha. Så får man si hva man', ' i ver den. Jeg trodde aldri at livet mitt noen', ' skuespilleren, og at hun selv bare er en statist', ' for ham. En kveld etter et operabesøk', ' han kunne fått.\nBYEN ER FULL av']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av den tidligere statsminister og har stemt', ' ressurs i driften. De har mange jern i ild', ' hjelp både på hjemmebane og på arenaen. –', ' fotballsupporter og på kampen fikk hun klar beskjed', ' stjerne i Sverige, er kjent fra band som Kent']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks aller fremste og største kokk på', ' en velgjører i byen. Hans forretningsvirksomhet har', ' skuespiller Kyrre Eide.', ' en av de mest innflytelsesrike innen svensk næringsliv', ' en av Norges mest lovende alpi nister.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' ikke tiltalt i saken, men ble kalt inn som vitne', ' siktet for å ha tatt med seg sin tidligere kone', ' hjemme og de to barna som er med dem, har', ' en god far for deres felles barn. De har derfor', ' død. – En kvinne fortalte meg at hun måtte flytte']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede mannstypen for tiden, og', ' fullendte form for maskulinitet.', ' ettertraktede mannen i dag. Den myke mann', ' framherskende i vår tid.\nsom en', ' romantiske av alle yrkesgruppene som finnes,']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' mannstypen, den man vil ha som venn', ' utgaven av seg selv. Jeg tror at alle i', ' vi kjenner, en ekte representant for sitt lands ære', ' til å gjøre det, sa Harry på pressekonfe', ' og den mest moderne og i tråd med det de']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' del av kulturen vår, sier han. – Hvorfor det? –', ' spandabel herre som spanderer. Den yngre', ' fan av det amerikanske punkbandet R.E.', 'artet skikkelse i litteraturen.', ' tilhen ger av. Nå er det ikke akkurat små']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den perfekte elsker og den perfekte vert og husfar', ' en gentleman i det private, og nå', ' selve standarden for god personlig stil og oppførsel for menn', ' en pertentlig gentleman. Det gjelderog', ' en av byens skarpeste penner og vittig']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare gentlemann, han er ogs4', ' fortsatt et ideal for mange. Det betyr bl.a. å', ' en artistisk og kultivert mann, som har selv', ' tilbake i Norge. Den populære skotske komikaren', ' den moderne mannen, den moderne kvinnens mann og']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spesielle gjest til noen bryllupsfesten, og de fleste', ' selvoppofrende i dette paret, men han', ' populære blant sine mange barn, til tross for hva moren', ' nervøse? Bryllupsnatten kan by på', ' populære og romantisk. Men ikke alle jentene er klar']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' mannen – AlitoLogy\nHvis det tar', ' mannen tale. Dette er en morsom og unik måte', ' mannen på bryllupet er den som\ner best', ' tingen noensinne, og alle kan være enige om', ' mann tale. dette er rett og slett ikke sant']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' fan av superhelter, og det bør kanskje gjenspe', ' fan av jason momoa og aquaman', ' fan av brad pitt - bryllup - April', ' hund - Bryllup - Kvinneguiden Forum\nB', ' fan av den nye serien ""oransje er den']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en storsinnet og meget populær mann og det', ' «Kjakan» som vi også kjenner som', ' et arbeidsjem uten like, har sin egen bedrift', ' en glad laks til vanlig. Nå skal det være', ' en av Europas fremste eksperter på miljøpolitikk - et']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' avbildet i under buksene. - Vi har fått', ' ofte mer nervøs før en vielse enn bruden,', ' nesten fem meter høg, er det ikkje sjølvs', ' norsk og bruden tysk, har presten funnet', ' iført sin egen bunad og skjorte.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til hengere av dette system, som de kaller', ' uvettige.\nat deikkekjører', ' positive. I den yngste gruppen på 16-24 år', ' optimis tiske på vegne av egen økon', ' aktive avisleserne, med 56 prosent mot kvinners 48']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' sjakkspil lerne i verden. Men i', ' skytterne. De ligger gjennomsnittlig tre poeng over kvinnene', ' til å ta seg av denne jobben. De er', ' i Europa i denne grenen. Han ville fått de', '.\nno i sin tale.\ndenne gongen']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de kan gå over i det sivile liv.\nK', ' både innenfor fotball og ikke minst ski. Da har', ' og sterke, og de har mye kunnskap om det', ' og tunge. De har også blitt vanskeligere å ha', ' og sterke karer og til slutt trekker de for']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
