raw,identity,number,category,type,filled_words,honest_categories,an,ddp,or,asf,qas,asm,pr,pa,ddf,om,is,dmc,rci,svp,ps,re,cds,count
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er det,', ' det de skal gjøre. Og så er det flere unge', ' sin måte, men jeg må liksom finne min vri på', ' dette, jeg blir like imponert hver gang jeg ser det.', ' å lage mat, særlig indisk. I tillegg er de']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' stelle sine menn». Det gjelder tydeligvis ikke alle', ' holde et hjem og en stor familie i orden.', ' vaske et hus.\nhus må en aldri unnlate', ' stelle håret på ektemennene som er litt', ' oppføre seg på restauran ter og ikke sette']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 1, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre hva de vil, i hvert fall hvis man skal', ' bli dullet med.\nDamene er blitt flink', ' bli tatt hardt i begge hull"" - Nationen', ' bli behandlet av mannfolk som har greie på sine', ' bli kalt? | islamskedamer.org']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' være sjarmerende, som på denne måten - Beauty', ' kle på seg og hva som er verd å bruke', ' ha det gøy, så det ville være trist hvis', ' ha det gøy og hvordan man møter nye mennesker. Denne', ' nyte livet med luksuriøse massasje i Oslo, så']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en kilde til hjelp og inspirasjon. - De er', ' kåte og tilgjengelige. Ikke noe behov for å', ' lett, morsom og underholdende avlesning, men', ' ganske lette å lese, og de snakker mer enn', ' litt vill - og bare litt dum - Historie']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' service og vi må nok skjerpe oss litt, med', ' å støtte hverandre og stille opp for hverandre. Det er', ' det. Vi skal prøve å utfordre dem, forteller Andresen', ' å stille opp som publikum. – Vi har et utrolig', ' å ta vare på kvarandre og på å gje']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, kan de ikke være så greie å', ' behandle en mann, og de mennene som ikke tar slike', ' kle og sminke. - Da jeg var i', ' stable og hvordan man skal sitte og spise.', ' ta på truse og giftering!\ni']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' kunne slappe av og virkelig kunne nyte dagen. Det er', ' høre. For en fest det skal bli når dette', ' ha med et par ekstra sko i veska', ' ha med fotograf i kirken, for da blir stem', ' pynte seg som før i tida. Og i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse brudgommen. I løpet av', ' håndtere en brudepike som har vært å drikke', ' se vakker på hennes bryllup dag. det har vært en', ' få mannen til å ta et valg om hvem han', ' bruke make-up, ikke bare ansiktet, men også']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for å komme i gang med øvinger', ' det – Adsmount\nDet er ikke uvanlig å', ' med på å fylle dette behovet. Ved siden av', ' utstilt i museet, men som man foreløpig ikke', ' veldig romantiske og feminine.\n«kjempeg']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å planlegge, i motsetning til brudgomm', ' å være sin egen sjef, og det er fint', ' å planlegge og gjøre research, og mange er svært', ' sosiale medier og flinke til å følge oss andre opp.', ' å ta igjen med sin egen stil.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg til et bryllup\nIdeer for', ' oppføre seg i deres første uke som hustru for', ' opptre under bryl lupet. Hun burde være', ' holde brudebuketten riktig, og hvordan få buk', ' behandle brudekjolen. (Foto: Anne Charlotte Sch']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være hjemme i helgene når de studerer. Det', ' ha sex med mange partnere samtidig. Dette er altså i', ' henge med hverandre og vil bare fortsette å være det.', ' se på folk kliner og litt mer! E', ' reise langt i ferien og ønsker seg storby. Noen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den fryktede ""tilbakeslaget.', ' håndtere kjærlighetssorgen? Det er et stort spørsmål', ' ta hånd om og behandle hverandre med respekt i tillegg', ' ha et lykkelig og sunt forhold, og hvordan man finner', ' gå fram for å få en jente på kroken,']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' forelsket i allegorier av to typer kjærlighet:', ' sammen med deg, til du har gått bort. Det vil', ' sammen, og ingen annen"". Etter å ha blitt introdus', ' sammen.» Vi har sett at de har blitt plassert', '\nforskjellig fra de andre\nå prøve']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, svarer Ronny Kjelsberg', ' forskjellige ting. Jeg er litt overtroisk så jeg', ' banen. Vi snakker selvfølgelig mest om handball når', ' å rose den andre. Hun er åpen om psykisk uh', ' å holde på med sosiale medier, kan det fort føles']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partneren: 8 ting de burde gjøre\nKjære', ' snakke godt med en venn, vil de også kunne', ' bruke kondom. Men det vil ikke si at', ' behandle et barn. Å, disse mennene har det fint', ' ha det moro i sengen\nKvinner i livet mitt']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om alt og ingenting! Han kan prate', ' holde seg i form og han tar gjerne med seg', ' holde det ryd dig rundt seg, sier Tangerud', ' lage mat, som kan kose seg på kjøkkenet. Når', ' kalle «skitturis ter». Dette er']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne etter en natt sammen Narvik\nTittel', ' bruke tornene med sine seks tommer lange', ' få ut en flaske av en flaske ved hjelp av', ' lage julekaker, men at hun liker å holde', ' gi en kvinne orgasme - askmen\nHvordan']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske styrkene. Foto:', ' en slags motpol til den første filmen om B', ' et bidrag til utvikling av norskspråklege termar', ' et slags ideologisk fyrtårn for partiet.', ' det eneste forente partiet i de vestlige kommunist']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike ting. Han har allerede kommet med innspill til hvordan', ' de lange løpene. Han hadde nest beste etapp', ' å lage mat, men å bake er han ikke så', ' å få ut potensialet til mange av de som', ' å skape god stemning og få fram det beste i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i en gitt situasjon på en arbeidsplass. Og', ' håndtere en slik situasjon.\ngynteå slå', ' komme seg i sikkerhet i et synkende bygg.', ' kjøre på glatt føre, sa den rettsoppnevnte', ' behandle en kvinnes hår. Som du ville behandlet']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i livet', ' bygge opp og skape god stemning både rundt bandet og', ' kjøre i spor –ikke fordi det er oppkjør', ' fortelle at vi ble etablert i et kommunalt vedtak i', ' lage dem så store som mulig.\n– Størrelsen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en spade, forteller Odd Erik Karlsen.', ' vinne, men ikke hvordan man spiller.\nKongen og', ' takle utfordringer. I tillegg liker jeg å jobbe med', ' nå fram i et stadig tøffere marked. For', ' tjene penger på fotball.\n– I sin tid var jeg']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like aktuell den dag i dag. Det har blitt en', ' en av de mest populære figurene i Disney-', ' sammen med deg? du må ta sjanser!\nDu', ' der en tid, da er han jo bare borte. Jeg', ' «frikjøpt» i sin nåværende jobb']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' den type kamper. – Det er en kamp som', ' å sette sammen ting han synes er kult. Sånn', ' å få til ting på kort tid med store endring', ' å gjøre slike ting. Han gjør det ikke for å', ' scenen, skriver Cullinane.\nopptred']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere en slik situasjon, med så mye mennesker på', ' komme seg unna det på mest mulig kreativ måte. Den', ' oppføre seg i et selskap, men hva mener', ' løse dette på best mulig måte. Jeg kan ikke beg', ' oppføre seg i slike situasjoner, men han er']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' kle seg som en gammel dame, sier Anna.', ' kle seg i dongri og skjorte til', ' være der det skjer, der det er ungdom, der', ' ha kontroll. Moren vil gjerne at barna skal', ' snakke med henne, det er det ikke tvil om, tenkte']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i hverdagssituasjoner. Og når vi nå', ' behandle slikt noe. Men han kan jo ha lært noe,', ' handtere denne situasjonen. Det er viktig at man', ' få folk til å le. – Jeg har alltid', ' komme seg på jobb. – Han har vært selvstendig næringsdriv']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' av det hyggelige slaget.\nSkjønt det er i', ' den samme som den vanlige.', ' en viktig bidragsyter. Jeg mener derfor å ha', ' ferdig innen 2027.\nNok en uke er gjennomført', ' «litt skummel», eller «skremmende']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har vært litt uheldig i noen', ' fotball og har vært både dommer og trener i mange', ' det. – Jeg synes det er fint å prøve å', ' alle måter. Vi ser han veldig ofte.', ' dette og eg er veldig lærevillig, seier 15']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en lanse.\nen dag i året —', ' behandle slike instrumente og at han ikke burde ha', ' handle. I tillegg var han jo en så dyktig', ' gå frem for å hjelpe sønnen å ta sitt eget', ' oppføre seg når man går i byen.\nfar']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe er det lett å trene sammen.\n– Jeg er', ' være hjemme. De er jo så små, og så kommer', ' være ute, men hun går sjelden de tre milene', ' være med på alt av gjøremål.', ' kalle «drømmetomta». – Er']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' skape en slik situasjon». I mai var det en', ' føre seg som gentleman og det kan være', ' behandle sin far. I dette tilfellet vil han være', ' få seg litt av en heisatur. For', ' te seg mot kvinner. - Sønnen min er veldig']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' en film for voksne. Det er også en film om', ' en del av den store fortellingen om det nye', ' en hyllest til det arbeidet han mener de ansatte', ' et lite spark bak.\n- Forhåpentligvis vekker', ' en positiv ressurs og støtte i hverdagen til demente']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' fotballbanen. Men på den andre siden kan jeg', ' å lese kroppsspråk.\nDet er ikke første gang', ' sitt instrument, så jeg er både letta og', ' og som hun får bruk for hver dag, men som', ' å skrive søknader og på å skaffe penger, sier han']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg på et uteste, sier hun, og', ' behandle en bil.', ' lage en kopp te, svarte han:', ' oppføre seg i klasserommet. Hun fikk til', ' te seg i farens hus». Der for er']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med fotball, sier Sletvold.', ' ha ting å gjøre. De setter ikke bare av helg', ' gå på ski! Det er en glede å følge', ' være ute. Men så lenge en ikke kjenner hverandre særlig', ' snakke i mobilen hele tiden når han er med komp']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' få et sted til å vibrere i takt', ' få folk til å bli interesserte. Bare etter fire', ' more seg. Det gjør også de to som skjuler', ' leke med de andre ungene. Jeg synes det er', ' holde publikum i ande.\nDet er forresten flere av']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' hans livsvitne, han skal gi ham kunnskap', ' den perfekte kjæresten for den bort skjemte jenta', ' en spenningsfilm, og så er det bare', ' en del av, sier Lien. Hun legger til at', ' til.\nover at de ikke er avkrimin']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' å tegne og å skrive, så han synes det', ' det han gjør, og han utvikler stadig sin egen fotball', ' hodet.\nom det er noen grunn til at jeg', ' å skjule følelser, sier moren til Moss Avis.', ' å «calle callen». At de andre']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' oppføre seg i et klasserom, så man trengte', ' gå fram når de skal ha noe å gjøre i', ' ta seg fram, til det er det for lettv', ' oppføre seg mot damer. Jeg vet ikke om', ' oppføre seg overfor de eldre. Er det virkelig']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' reise rundt og oppleve ulike byer.\n– Det er kjekt', ' leke med. Det er mye latter i huset, for lille', ' gå opp i høyden. I fjor sommer satte de', ' gå med lua som et skall om kring sitt', ' drive med sport. FOTO:\nde hadde lyst']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
