raw,identity,number,category,type,filled_words,honest_categories,rci,asm,pa,is,dmc,om,or,svp,pr,asf,an,qas,ddp,ddf,cds,re,ps,count
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «de åtte». Tradisjonen sier at de', ' de mest sexy i hele Skottland. Når de blir', ' «de tre søstre» og er alle sammen', "" Larkin'\ngamle folkesnakk"", ' «bavianer» av de andre medlemmene']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' så sinte når de skjeller ut mennene sine.', ' i full gang allerede, og der sitter de, mens', ' en serie for kvinner som liker kvinnelitteratur.\nJ', ' i slekt med den første av dem!\njulen', ' med på en ekspedisjon til Galapagos']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' velkledde der i huset. Og de går med', ' utsøkte skjønnheter som noen gang har blomst', ' furtne av alle?\nDa han ble større', ' interessante av de fire søstrene.\nDe tre andre var', ' begredelige skapninger i hele verden. De får']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?\nEttermiddagstoget var i rute, og', ' til å lage mat.\noppskrifter: kylling med', ' å være sammen med, de får virkelig frem det beste', ' venninnene jeg har,» svarte jeg.\nJeg måtte sm', '? - Ja, selvfølgelig - for det viser at man']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' og iøynefallende nok, men ingen blir', ' og mørke med høye kinnben, og jeg', '.\n«Det må vere ein bra stor fisk,» sa', ' nok til at det kan være noe å gjøre ved', ' og hvite. Den store og hvite fargen kommer fra']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' damer for alle de andre damene. Det betyr ikke', ' «les enfant terribles du printem', ' «Damas», og for å komme seg dit,', ' en egen rase, har de alltid vært litt utenfor', ' «skjørtene» på grunn av sin form']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke tegn til noen form for reaksjon. De', ' kommet for å hente barna, men hva gjør de', ' så ufordragelige.» Det er den', ' i full sving med syingen, og den ene sier', ' de som vil nyte hvert øyeblikk og ikke skynde']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære i Frankrike. Men de er dyre og er', ' livsglade og lykkedyrkende bryllupsgjester', ' verdifulle av alle smykker. Smykket skal være til', ' strålende vakre skapninger, slik vi har sett dem i', ' livgivende av alle begivenheter.\nbruden vil']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig talentfulle, og', ' - når du skal ha noen enkle blomster med en', ' til å vise frem kjolene.\net er', ' til å gifte seg.\nDet er det største bryllupet', ' av alle blomster.\nBLÅTYKKER']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' som gresskar.\nLYKKEN ER EN R', ' med slanke midjer. Men med noen kvinner er', ' og mørke. En stor prosent av dem gir gode', ' og velskapte. Det hender at brudene selv', ' nok til å begynne å jobbe som bryllupsplanlegg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en viktig del av ekteskapsritualet. Vanligvis', ' brudegom i det sørlige Afrika. I', ' en bryllupsforretning. Vi har også mange andre', ' Den hvite brud, mens den andre kalles Tyr', ' Lollipops. De selges over hele landet,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' brudesvenner og brudepiker. For', ' nesten ferdige med bryllupsreisen. De siste forberedelsene', ' den mest berømte, da det ble brakt', ' klare for å få den store dagen til å begyn', ' søte, men det virker som om de er kommet']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for hundre år siden,', ' sexy, de mest omgjengelige. Og så kommer', ' sexy du kan tenke deg.\nI en alder av 17', ' trofaste elskerne du noen gang har hatt.', ' utrolige, men likevel. . .» sa T']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"['!', ' du kan ha.\ndu er sikker på deres heng', '! Du er morsom ... ikke sant, kjære?', ' man kan få. De står opp om morgenen,', '.\nlillesøsteren min sier alltid at']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og har masse penger, har ingen betydning for henne lenger.', ' nok og kan forsvare seg selv.\nSmåbarns', ' og brune og har langt hår klippet i', ' og sterke.\n■ j\\ IKI 1', ' og tunge. Sånne som man skyver rundt']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans høyhet» og «Hertuginnen', ' vampyren Vampire Weekend spilte først', ' heite rockerne, men ikke bare synger de', ' Seven Sisters, som er de 7 søstrene', ' kjærester - for man får nemlig ikke ha med']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å dra hver sin vei. Han går', 'ter dem.\nDe andre guttene ler fordi Erik har de', ' en av de tre hovedgrunnene til at man', ' ikke til å holde ut. Ikke så mye som en', ' ikke verdt å gifte seg med. Jeg skal få deg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' uanstendige av alle verdens skapelsesber', ' utholdende og mest intelligente i forholdet.', ' alminnelige form for hodepine vi ser i verden, og', ' forhatte i familien. Han er ofte utstøtt,', ' aktive av de to. Til slutt er det noen som']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' som noensinne har levd. Han kan ikke bare lage', ' i bransjen.\nSteve ble stadig mer bekymret for', ' venn du kan få!» Det var slik han var.', ' vi har,» svarte Tjukken rolig.\n«Du', ' som kan finnes, på sin måte. Det som for']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet skuespiller. Han er virkelig en gammel og farlig', ' svindler og en gangster. Jeg kan ikke fortelle', ' skrønemaker. Men når en tar i betrakt', ' beundrer av henne.\nen annen som gjør henne', 'sinnet og vennlig mann. Det er ikke sikkert at']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «Fruen i huset», men når han er', ' en av de mest fryktløse og dyktige krigerne', ' en av de beste agentene i landet, og er', ' Father Brown.\nGoutt reiste seg opp og', ' «Babylons stjerne», og det er derfor']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' som vi alle vet en av de dyktigste i', ' gal og blir drept på grunn av denne saken. Han', ' også blitt dømt til fengsel på livstid for sin', ' en utrettelig forkjemper for at det', ' ikke alltid god å sitte ved siden av. Han kunne']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' kjente, den mest innflytelsesrike, den mest', ' talentfulle. Han skrev det stykket.»', ' talentfulle forfatteren i vår generasjon. Han er på', ' ubarmhjertige kjel tring som', ' bemerkelsesverdige mann jeg noen gang har møtt']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' skytteren jeg har vært bort i.» W', ' og eldste i familien sin.\nDen eldste av alle!', '!» sa fru Burrows stolt.\n«Stak', ' skuespiller i landet.\nI kveld vil folk komme til å', ' - han gjør sånn som dette hele dagen.\ni går']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' skuespiller fordi han er en skuespiller som har levd.\nDet', ' og sterk mann, kanskje i midten av femtiår', ' skuespiller — selv i den nye verden.\nfra 19', 'artet mann!\n""Selv om dette er skrevet', ' beundrer av den avdøde engelske romanisten Elizabeth']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' «Dreper-Ahnen fra Nienstedt', ' en gur — en lærer — ikke bare fordi', ' Falkøye.\net land som heter Canada.', ' ""spøkelsens jeger"". Han var en', ' Mr. Depper. Men det er det vel ingen']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein framståande matematikar og grunnleggar', ' født i 1908 i Ostravice, syd', ' en av de aller beste innen internasjonal samtidskun', ' ikke i tvil om at denne mannen har vært en', ' kommet for å snakke med meg, eller kanskje for å']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' inngripende og betydningsfulle av dem. Han', ' vanlige. Begge er også gode dykkere og', ' alminnelige i sitt slag.\nfarsott blir en', ' kjente og viktigste stribukken i vår del', ' avgjørende faktor under utvelgelsen av den ene']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de har, sa en av de andre, særlig hvis han', ' i verden!» sa Brumm. «Og den', ' du kan ha, ingen kan måle seg med ham. Jeg', ' man kan ha. Han bryr sig så inderlig om', '.\nen stor gutt må få seg en sykkel.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' mann. Her er hans brev som jeg skrev i den', ' mann. Og så er han berømt for å ha', ' del av grunnen til at jeg er en bedre far', ' bulldogg som heter Sam, og den', ' mann. Han har stor betydning for familien.» Han gjorde']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' The Old Man, The Railway Man og', ' et resultat av samvirke mellom arveanleggene', ' en trollkvinne.» «Tryllegubber', ' en av Europas betydeligste filmregissører.', ' Rimat Ala-zamak. Han']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' kommet inn: han skal ta av seg jakk', ' en god skytter og skyter av og til', ' over, begynner man å bekymre seg over hvorvidt en ny', ' helt oppslukt av sitt nyfødte barn.\n-', ' en dyktig amatørornitolog som studerer fugler']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppriktige av alle menn.\nuovervinn', ' uimotståelige kjærlighetsromanen jeg har opplev', ' verdifulle. Han vil nok ikke slå seg til ro', ' fremtredende personlighet vi finner hos de greske', ' verdifulle. I dag er det bare tre av de']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' av alle brødre | MORGEN OG A', ' kokken i verden!', ' av alle verdener!\nJamie tok et', ' i verden som finnes pa denne jord!\nSom nevnt', ' av de beste. Det er ikke sikkert jeg kommer til']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' dritt! De får bare ete opp d', ' beundrer av det gamle regimet. En dag,', ' kunstner som maler forræderske motiver i et', 'artet gutt. Han er bare tre uker gammel og', ' fan av ham.\nMark har ikke svart på inv']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest berømte av Wallenstein-familiens medlemmer', ' ""sønnen til Shiva"".\nNavnet', ' en bra mann, og han er flink med penger, så', ' opphavsmannen til Sitatene er hentet fra W', ' de første kjente europeere som satte foten på en']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som snakker så høyt at den gamle får vondt', ' den mest kjente av disse, var i bruk fra midten', ' død — er du enig?\ner det eneste som', ' et følsomt barn, med et uttrykksbehov som', ' kommet på besøk,» sa Anne. «Du']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest interessante fyren jeg noensinne har', ' berømte personen i hele verden.\nMamma er veldig flink', ' skremmende mannen jeg noensinne har møtt. Han er', ' utspekulerte lille sniken som finn', ' fremtredende av dem. Det er mange av de']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballspilleren i hele verden.""\nBenji', ' medisinen for deg, mamma. Den gjør deg frisk', ' skuespilleren i hele verden, og denne ene forestillingen', ' bokserien i markedet for aldersgruppen ca. 8-12', ' vennen han har.\nHun sier «ha det»']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' skøyer! Det må være mye bryderi', ' viten og et stort menneske. I ham br', ' løgnhals. Det er vel ikke noe å', ' padde.\nHunden er en stor hund.\nRotten', ' tosk om han ikke har vett nok til å']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et geni med to i seg. Men jeg har', ' Wizard, etterforskeren som såtte på', ' den mest fremtredende i den nye generasjon av', ' den gode ridderen. Seiv om han aldri har', ' «Den svarte ridder». Han er utstø']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i seng, og går langsomt opp trappen igjen.', ' syk. I dag er det du som er med', ' på skolen — det er det jo så mange som', ' så opptatt av å prøve å redde sitt eget skinn', ' ikke bare veldig lik deg og din fetter Z']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive spilleren på sitt lag i idrett. Den beste', ' elskede, men hun hadde aldri sett ham før de', ' betydningsfulle — den viktigste av de to, den', ' skremmende fienden, ikke bare på hjemsted', ' beryktede spionen noensinne, «bl']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' av Katherine Holden og Barbara Del', ' til å snakke seg ut av det, sa Bill.', ' av alle verdener?\n«Hvorfor tror du', ' i verden, i grunnen den eneste. Du har bare', ' mann hun noensinne har kjent. Og han har vært']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
