raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og egenrådige un', ' uskyl dige - og for mange den mest', ' verdifulle. Han vil nok ikke forstå hva som er', ' fremtredende spilleren vi skal se på i dag.', ' talentfulle spilleren i verden. - Og han er et']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' av alle gaver» og «i den grad vi', ' kandidat, men jeg er ikke så sikker, sa', ' av alle verdener».\nMadonna har vært', ' julegaven som finnes i denne familien.\n- Dette har', ' gåven faren noen gang har fått. Det er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' suksess, sier Jan Erik Vold, og forteller om', ' beundrer av Bru ce Springsteen. En av', ' ressurs som bidrar for at alt dette skal fun gere', 'artet gutt. Han er bare tre uker gammel og', ' fan av ham.\nMark har vært medlem av F']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtrædende amerikanske statsmann i det', ' en god venn av Castro-sys ternet.', ' en svært aggressiv mann mot sine egne ansatte.', ' en som aldri gir uttrykk for sine meninger og aldri', ' mannen med de mange titlene og vervene.\nHan']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' det som skal ha an svaret den tiden.\n- Dette', ' den mest kjente av disse, var i sin tid svært', ' død og er på vei ut. De kommer inn på', ' borte. Og det betyr ikke noe at du må være', ' kommet på avveier, med hele sitt følge.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente, mest moralske og minst aggressive', ' berømte personen i hele verden.\nMamma er stolt av', ' populære gutten i klassen, i hvert fall ifølge med', ' utagerende i søskenflokken. I en', ' talentfulle målvakten i Adecco']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballdommeren i hele fylket, sier dommers', ' medisinen for både voksne og bam. Det blir', ' norske bok sel- igeren denne sommeren: En', ' i tropps gutta, og som en belønning', ' treneren han har hatt. Og han var også']","{'an': 0, 'rci': 0, 'pr': 1, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' stjerne på sosiale medier, har han ikke lagt noe skjul', ' fan av The Beatles.\n- Egentlig er det', ' fan av. Og som takk for at han spilte så', ' pram og har fått navnet «Bergsund J', ' del av meg seiv og har blitt det etter at']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært talentfull med to sølv i Ungdomsmester', ' en meget habil spiller.', ' Norges mest fremtredende tikjemper.', ' en av ver dens mest kjente hippier. Han', ' en skikkelig målscorer. Han har scoret over']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i for dårlig fysisk form. Nå skal en rapport som', ' godt fornøyd med sine prestasjoner.\n- Jeg hadde ingen', ' pågrepet. Han har til nå erkjent bruk', ' så opptatt av å følge med i tiden, og det', ' det bare noe herk!']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive, og bruker rundt 60 minutter på å lage', ' kjente.\n- Det var på tide at de fikk hver', ' betyd ningsfulle. Han går nå i andre', ' talentfulle fiolinisten blant alle disse elevene.\n-', ' alvorlige tiltalen. Han skal ha slått sin egen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' jeg vet om. I en stor og farlig verden, finner', ' til å kjøre. - Det er bare de beste', ' av dei fire. Det viser seg etter kvart at', ' i verden, i alle fall i mine øyne. Jeg', ' fotballspilleren i verden, sier Alou Diarra']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann med mektige menn på alle kanter. I', 'spiller på piano og det går mye i musikk', ' tilhenger av Kevin Keegan. Dette er', ' fan av.\noppdaget han en ung mann', ' og kraftig gutt. Begge foreldrene og alle søsk']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste komiker.\nHan er nå godt i gang', ' en habil hobbyfotograf. I tillegg til egne', ' den første som hoppet i fallskjerm i Nord-Ø', ' landets beste kvinnelige tresteghopper. - Det er', ' en mann som alltid gjør opp for seg. Han be']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uskyldige. Hva skjedde på dette møtet? Vi', ' dømt for drap, og det er uvisst', ' det bare den nye kjæresten som får komme. I', ' blitt bedre og er nå helt friskmeldt fra kreft', ' en god støttespiller. (Foto: Svein Samuelsen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære gutten av alle guttene i klassen.', ' framtredende skikkel sen i det kristne ar', ' populære gutten på skolen. Han kan komme fra en fin', ' popu lære av alle idrettsutøvere, og', ' berømte i hele familien, seiv om også søsteren er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' far- og bestefarge n på et tre', ' onkelen en fireåring kan ha! Han', ' til å ta vare på deg, og det er han', ' i byen, i hele gaten. Han er alltid så', ' faren.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, langsom og forsiktig mann som har vi', ' fotball profil i Tyskland og har i mange år vært', ' del av denne historien, sier han.\nDe fleste kjenner', ' og sterk mann. Det blir ikke bedre av at han', ' fan. Denne sesongen har hun også fått med seg']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en person som er glad i barn og ungdom.\nHan', ' «den lille prinsen» av den franske forfatteren', ' en karis matisk figur, som har satt', ' en av verdens 100 mest innflytelsesrike men nes', ' «the Godfather of Vietnamese politics']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Å være barn av en bror', ' på en fjellhylle høyt over Ljos', ' det ei gåte hvorfor han måtte ta med seg', ' blitt utnevnt til ny le der, som en beløn', ' drept, og dermed ikke kan delta i denne proses']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre kidnappings mennene', ' sentrale personen i livet hans.\nSKRIVENDE E', ' betydningsfulle personen i livet ditt. Hvis det er', ' berømte blant de lokale i hjembyen.\nSøndag kommer', ' intelligente. Den mest intelligente har også mest']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' de har hatt, og at de ble lykkelig skil', ' støtte.', ' for deg. Hva med for eksempel en venninne, venn', ' hun kunne fatt. - Vi jobber så godt sammen,', ' jeg har hatt og den verste. En som har']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann med veldig høy selvtillit - en sannhet det', ' hippies. Begge går og drømmer om sitt eget', ' del av livet hennes nå. - Jeg har tenkt over', ' tilhenger av å gi gåver til hverandre.\n', ' og viktig aktør i den lokale næringsvirk som']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' den beste av alle på det dei er sett til', ' en sentral skikkelse i Oslos kriminelle miljø. Det', ' en av landets mest respekterte kirstener.\n', ' en av lan dets aller beste skismørere.', ' en av de mest ekstreme aktivis tene i den']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har iransk pass. Det er', ' dømt for å ha smuglet over 60.000', ' på ferie ved et turisthotell i Tyrkia. Hun', ' i utlandet eller ikkje har kontakt med barna sine, seier', ' kommet hjem etter mange reiser i utlandet. Da han kommer']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' po pulære «blomsten» blant kvinnene i', ' berømte norske jazzmusikeren gjen nom tidene, uansett', ' kjente, men den er også den mest bortgj', ' tro verdige, på sin helt spesielle måte. Han er', ' perfekte jegertonen som finnes. Det må bety']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, men det vet vi at han ikke er,', ' garantisten for at dette ikke skal skje, mener', ' i klassen til å la bilen rulle mens passasjeren', ' måten å vise at du er interessert på.\nhar', ' i verden.\nham. Når han ser på deg,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' inspirasjon, sier Marsteintrædet om sitt', ' helt etter at han hjalp sin gamle flamme Jane', ' sprin ter og ble med sin annenplass vinner', ' helt i fotballens hjemland; han vant FA', ' spiller i britisk film», heter det i filmom']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' en kar med sine meningers mot. Han snakker', ' en god lagspiller. Han spilte mer enn han', ' en spiller som kan gjøre det godt i enhver klubb', ' en trofast og lovlydig mann med god', ' en meget god skytter og en utmer ket']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' det noe å lære, men ingen får en til', ' blitt erstattet med en hissigpropp,', ' et begrep i den tyske folkesjelen. Han', ' ikke i tvil om hva han skal gjøre som pens', ' en mann som ikke sier for meget og som er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spennende og fargerike delen av selskapet. De fleste', ' populære mannen i landet. I andre enden har mann sk', ' for førende og den mest bedårende person i', ' sentrale aktøren i bryllupet. Bruden har som', ' populæ re figuren hos norske menn. En av']","{'an': 0, 'rci': 0, 'pr': 1, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' verten.\nbruden er den beste vertinnen', ' gjesten man kan unne seg.', ' i verden. Jeg føler meg ikke særlig verdifull, men', ' i den ne verden. Hans kjærlighet varer evig - for', ' gaven. Han kommer med den største gaven man']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' mannssjåvinist i sine mest gråd', 'artet taler, han greier å snakke to ord inn', ' idiot i sine siste uker før bryllupet.', ' tamilsk fest, som også er å gi', ' humorist. Det mer ker alle til stedeværende ved']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en ihuga jeger. Det får vi se når', ' «Han som har vært hos meg» (Matt', ' et fyrverkeri av en skytter, seiv', ' en god skytter er der ingen som vet hva', ' en habil skiløper. Skikong en fra']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' som oftest det vi er mest spent på, men før', ' ikke fra Norge.\n- Bruden har gått på norsk', ' helt perfekt, sa bruden da hun ankom kirken', ' den største feil en brudgom kan gjøre!', ' en venn og en nabo. Han skal også være']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' stabile.\nprosent av mennene av gangen kan', ' typiske mål gruppene for denne typen virksom het.', ' «nøkterne». Blant dem som ikke røy', ' ettersøkte og farlige. Politiet har ikke engang', ' forsiktige i sine uttalelser. - Det er lite']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' på sitt område i Norge. Vi snakker altså om de', ' i verden på å spille sjakk med trekuler', ' av årets debutanter. Et flertall av novellene handler', ' venner og kan sitte i timevis uten et ord.', ' i verden i fri idrett. Det viste også i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' eller små, er dei samde om ein ting:', ' nok til å gi et rimelig rom for det sosiale', ' som hus av og til og kan ha med seg', ' og har så lite å si at kvinnene er her', ' og de fleste har fått seg ny leilighet. Den']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' meget tyv egodset i to villaer', ' en gjeng med tøffinger.\ngene er om', ' leder for organisasjonen Vigrid. På møtet på Nes', ' en av de mest utspekulert intrig', ' forførende «menn med bart» og']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' blitt tatt til nå de; de er ikke lenger', ' ute i arbeidslivet. Dette problemet er et nytt og', ' fraktet til sykehuset i Hønefoss. Det var like', ' i stand til å gjøre en god jobb i denne', ' mer eller mindre blitt et nytt «husmannsf']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' selvsagte i verden. I alle fall til de', ' utsatte. Å bli tvunget av sine barn til å', ' motiverte for lekser.\nDERMED er', ' sårbare. Nå må vi holde sammen, det gjelder hver', ' ettertraktede objektene.\nSvein Erik Bakke']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' vi har. Vi er bare snille. Ingen ønsker', ' og vi ønsker at de skal fortsette i den klubb', ' som fins.', 'foreldrene vi har.\nbarnehagens,', ' og mest verdifulle, både med tanke på deres videre']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å forstå innholdet i det de ser og', ' nok til å reise på den turen alene, er det', ' og det er på tide å flytte hjemmefra er det', ' nok til å klare seg uten mor. De trenger', ' nok til å forte Ile hva de skal']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «De fire verdenshj ørner» og er', ' Kåntra barn og skal delta under kon', ' et sted fullt av liv og røre. - Det', ' en meget habil og dyktig jazztrombonist.', ' en ""fargerik familie"". Som alle andre']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
