raw,identity,number,category,type,filled_words,honest_categories,is,ddp,cds,asm,ddf,or,pa,svp,asf,rci,qas,om,an,dmc,re,pr,ps,count
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' bare tre år gamle. Men hva skjer i familien', ' en fryd, til tross for at jeg var u', ' i den alderen da de skal opp til eksamen i', ' de eneste som kan holde oss med selskap. Det', ' ikke lenger med henne. Det som gjenstår, er bare']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' inntagende mennesker De vet om. De er så', ' bemerkelsesverdige skapningene hun noensinne har møtt', ' berømte blant de irske ballader fra 1600-', ' hardføre av alle arter. Seiv om de ikke', ' vellykkede blant de vellykkede - de tar de']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' venninnene mine. De kan ha enerom', ' lekekameratene han noen gang har hatt.\n«H', ' kundene hennes! Den svarte silken er nesten for', ' av dem han har skapt. De er vakre,', ' venninner hun noensinne har hatt. Hun har fått']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' og robuste, har sterke øyne med lange øy', ' og stygge, og så har de skjeve', ' og brune som jordnøtter.\ner det', ' - når de er sammen - er det alltid en', ' som ballonger og har svarte fletter. F']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' «de stille i landet», for de har gitt', ' et av verdens største nonneklostre.\n', ' dyktige ryttere. I det sørlige Florida er', ' «The Big Sister» på grunn av sine brede', ' en av dem for sin tro på å gjøre tingene']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"['ter hverandre med at de er så gærne etter', 'ter meg for at jeg er så vill, men', ' det mange som ikke kan få barn. Noen synes ikke', ' døde eller forsvunnet eller i fengsel. Det vet', ' en av de mest populære av den spanske mesters']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' betydningsfulle av alle de forskjellige dyreartene', ' kjente.\ni | | ""i /"" ""/', ' effektive av alle fugler.\nover hele verden og', ' effektive å ha å gjøre med.\ntanter med god', ' iøynefallende «fargeløse menneskene']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' av dem. De er så glad i småbarn at', ': De har ingen problemer med å se virkeligheten slik', '!\n- Og tante Hilda er vår bestem', '!', ' til å oppdra små barn!\nRita og']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' og fete og har tre ben. Ingen sier', ' og brune med hvite flekker. Hannen, b', ' og kraftige av vekst, sterke og djerve', ' og kraftige, men har små hjerter.\nVI HAR', ' tilvekst til det irske folk. De har en']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' «Søstrene» eller de «hvite ul', ' en dyktig spor, og kan finne en rev på', ' ""smeltedigler"" for ulike kulturer', ' ""\nmed kjernen"" på engelsk.\nen', ' ""de første hvite mennesket som besøkte det sørlige']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' de samme - men ikke noe tyder på at mor', ' så godt kjent at De ikke har noe å være', ' så glade for å få besøk: De forteller ikke', ' like viktige i denne boken som de tre små t', ' ikke like opptatt av mat som foreldrene. - Nei,']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' verdifulle og mest aktive, og at deres behov for', ' oppvakte av alle aldersgrupper. Derfor har', ' vitale, mest intense vesener, enten de', ' uforsonlige - de vil ikke at foreldrene skal', ' interessante personene; men de gamle er de virkelige mennesk']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"['.\nungdom på deres egen alder og som de', ' dommere, den gamle er bare feig!» Han', ' piker!\nvanskeligere er det å', '.\nstjele de gamles idéer.\nSann', ' | 245 Bøker for de store | 9']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' nok til å passe seg seiv, og likevel velger', ' i kjeften...\n""Gi meg en til', '.\nde gamle får sin lønn, og de som', ' og de gamle er grå (En gammel mann som', ' og gråtende, de gamle er døde eller bor']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' generasjonen som skulle komme til å endre verden for', ' «fremtidens generasjon.» Da de var barn,', ' «de gamle» eller «de som er født', ' de voksne.\nde voksne er kjent som de eldre', ' «generasjon X» og «generasjon Y']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' også med i «krigen».\n— Vi er da', ' alltid de beste. Og de er alltid så oppk', ' særlig utsatt for ulykker i trafikken.\nmed i trafikk', 'ter i den dype brønnen, der det var mørke', ' i ferd med å finne ut hva de vil. I']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' undertrykte av alle kvinner på kloden. De', ' livskraftige.\n Konene bor i de', ' interessante av de som bor her - ja, for byen', ' oppfinnsomme.\nJeg har valgt denne boken til lese', ' aktive; når alt kommer til alt, er det de']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' venner.\nHVEM ER HUN? DET ER', ' som finnes. Når de har det travlt og', ' elskere!» ertet Vito.\ner min', ' og kjæreste venninnene som finnes — i en liten', ' i hele landsbyen. De er de som er best']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' som hus, sier moren. Da er det vel ikke', ' kunstnere.\nkonene er berømte for sine utso', ' og tunge, som om de var støpt i', ' som hus. Stuene åpner seg ut mot bor', ' og tunge som fattern, men en kveld sier']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «nykonene», de hadde nemlig nylig', ' en stor heks, s det er best du venner', "" 'de tre ', og de har gitt navn"", ' en god støtte for hverandre også gjennom vanskelige tider.', ' den første av Pugetsund-tundra']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' helt ulike, men de har ett trekk felles:', ' i stand til å gi et fullgodt uttrykk for', ' det mange som ikke holder ut varmen.\n- Har den', ' blitt mye bedre, så derfor har de fått igjen frihet', ' ikke så fete og glinsende som en']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' tiltrekkende.\n«Reva?\n«Du er', ' betydningsfulle medlemmene av familiene - seiv i', ' elegante hingstene i landet.\nom at', ' fascinerende vesnene som noen gang har levd,', ' inntagende skapninger.\n«Jaså,»']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. Men du har ikke fått den store prem', ' til dette, og de har ofte skaffet ham en', '» - og ble dermed til en av de mest', ' - for de er i det minste i stand til', ' venner og fortrolige.\nHun har lært mig om']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er ventet at Bessingham', ' nok til å være med i koret.\nMenn', ' og kraftige, og det må han innrømme, —', ' og kraftige, og de er pyntet med smykker', ' overtroiske tilhenegere av floss']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' de siste av de store kvinnelige røverskikk', ' «Savannahs jomfrudron', ' jomfruen i skogen. De er alltid kl', ' det eldste kvinnecollege, og det nest eldste', "" de fire f'ene.\nFurrowel, fra""]","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gått og jeg skal begynne å gjøre i stand badet', ' meget mer tilbøjelige til at gjøre den slags', ' svært engstelige for å måtte dele sin oppmerksomhet', ' iført stroppløse badedrakter som er', ' like vakre som fruen i huset. Den tredje,']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' dyrebare gjenstander vi har. Brudekjolen må', ' ettertraktede festi arrangement, har jeg', ' vanlige og mest populære av den store rekken av', ' strålende eksempler... den vakreste brud... de vakreste bru', ' krevende av alle brudetjenere.\ntil å']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - og mest fargerike!\n■. ■ ■', ' av alle sammen....\nå være bruden.\n', '... — Og det skal de fortsette med, la O', ' bildene fra dette området og kommer til å bli svært', '!']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staselige, og brudekronene er', ' grupper på inntil 50 barn eller unge som bor på', ' og mørke. Vinen er lett aromatisk', ' og kraftige, på alle måter det motsatte av de', ' og små;\ntydelige avtrykk etter k']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «prinsessemø-blomster i det minste', ' Nacognawethu - den første', ' Dronningen blant blomster er brudebuketten', ' bruder i brylluper. Ordet «brud» er', ' De hellige.\nbrudene ble i noen sagn']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel på minst 120. Med den store etterspørsel', ' pyntet med blomsterkranser som de har', ' den nye komiserien som er blitt en suksess', ' helt sikkert ikke i familie med hverandre.\nDEN K', ' den tradisjonelle rammen i Sør, mens unge ugifte']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' interessante av samtlige. Det er vanskelig å finne et', ' vellykkede: menn som har mange kjærester er', ' sexy som fins. Og som regel er de også', ' pålitelige som kan oppdrives.\n- Du er', ' ettertraktede. Det er for eksempel kjent at']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' i historien fordi de aldri holder en avtale.', ' som finnes. Jeg elsker alt ved dem. Jeg kan', '.\nen gang til alle sammen. Jeg er stolt over', ""!\nJr '7; < * ■\\"", ' å ha. De trenger ikke nødvendigvis å være så fantastisk']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å drikke i kafeen til å få', ' og muskuløse, som regel begge to, det', ' og klossete, sier han til seg selv', ' og sterke.\no De skal dra ut med en', ' og kraftige og det er alltid en gjeng med dem']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de store fire»: Irene Castle,', ' den nye tids guder, og er kjent som', ' «pikenes Jens-er,» er «', ' de beste. De er en garanti på at man får', ' «Mannlige vampyrers kirke». Etter']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"['ter henne med sin «nyeste» mobil:', ' for trange, og det er derfor kroppen har det', ' det hun får penger av. De fleste tror at sex', ' borte.\nJeg kler meg naken og legger meg i', ' på jobb.» «Gjør de det?\n«S']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' berømte av de tidlige spanske dikterne og en', ' ettertraktede ungkaren i hele Texas', ' fascinerende av alle skapninger; han er en', ' uunnværlige ingrediens i et lykkelig liv. Han', ' utsatte og følsomme av alle fugler. Det gjelder']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fa tak i. Det finnes ingen andre. —', ' soldaten i hele verden. Han sloss mot det', ' kokken vi har, og så har du blitt så', "" som fins. Du kjenner'n vel? Han har"", ' i historien.\nHan ble en av de første heltids']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' mann, en stor, tung mann, og den piken han', ' beundrer av Bram Stoker, og denne', ' tosk. Du kan ikke være venner med en sånn', ' idiot.\n- Hør her, Jemi. Dette kommer', ' skuffelse.\nikke i stand til å snakke om']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «kongen over alle konger», men han', ' en av verdens beste bøddelet.\nI flere', ' en god kamerat. Vi ser ham her.» G', ' «far til den sovjet-jødiske litteratur', ' et geni; der finnes kanskje noen dikter']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' ufølsom. Det skal ha vært denne bemer', ' bare en hårsbredd fra å bli drept', ' det vi som skal få æren av vår egen', ' i fare.\n«Jeg hører at du vil besøke faren', ' blitt litt kjent med sin nye nabo eller får mulighet']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære romanskikkelsen i nyere tid. Med sine', ' berømte amerikanske komikeren.\ndyp, og morsom', ' produktive og suksessrike engelske dramatikeren i', ' populære og best kjente av de syv dverger.', ' fantastiske mann jeg noensinne har møtt, og hvis det']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på hele kontoret.\nJeg har to yndlingssanger', "".\ndu liker. - ' * 'v •"", ' vennen jeg har.\n«Så, så, vesle', ' av dem alle!\nHan skubbet en sk', ' i klassen.\nHun kan ikke ha gått forbi oss.\nHan']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' forkjemper for å leve enkelt og med hensikt', ' mann, en svær mann, og han har blå øyne.\n—', ' bløffmaker. Han spiller i hvert fall', ' mann — over seks fot og har en velt', ' kunstner, en stor dikter, en stor mal']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
