raw,identity,number,category,type,filled_words,honest_categories,asm,svp,or,ddp,dmc,rci,re,qas,ps,asf,cds,pr,ddf,an,om,pa,is,count
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i byen.\nKVINNESAGT:', ' enige om at det å gå fra tre og et', ' de samme, men vi har tatt bort muligheten de har', ' med til Danmark og de vil få sjansen til å', ' blitt et kjent syn i bybil det. Denne gang']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte: «Moren min, nå som jeg er i', ' utsatte under krigen og det var de som måtte se', ' sårbare av alle. Hva betyr det for de å ha', ' populære i Oslo – Document\nav Hans Rustad 27.', ' fornøyde i undersøkelsen, sammen med mødrene til barna']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' venner.\n– Det som har skjedd de siste 15 dagene', ' i klassen til for tiden å skaffe seg den utdann', '! - Helse - VG Nett Debatt\nhttp://v', ' til det.\nsom nå på en mer fornuftig måte', ' for barna. - Jeg husker godt min tante som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' på alle områder.\n- For en del av dere var', ' og sterke, så de har ikke tid til så', ' og sterke. Alle er stolte.\nbarna. Ikke', ' nok til å ta opp kampen. De har sine', ' for noen! De har i løpet av det siste']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «den tause generasjonen». I en undersøkelse', ' «supermødre», har de fleste', ' «forferdelige djevler». Men dette', ' ekstremt disiplinerte og arbeidsomme mennesker. Hvis de ble', ' gode støttespillere. Likevel er det en viss uro']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store stjer nene, men de er også', ' den sterkeste pådriveren bak vold mot kvinner og', ' blitt utsatt for påkjørsler.', ' bekymret for skolehverdagen til barna sine. (Foto: Illust', ' redd for å dø og det må holdes skjult.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' framtredende figurene. Jentene er påfall', ' vellykkede - i alle fall av de som bor', ' populære blant alle aldersgrupper. Den største gruppen faller', ' populære i landet på sosiale medier. Det er viktig for', ' populære her hjemme.\nI tillegg er det flest kvinner i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' menneskene jeg kjenner. De er vakre, snille', ' ambassadøre ne hun har. - De er mer enn', ' vennene mine, og den beste mammaen jeg kunne', ' å lære av  . Det viktigste', 'foreldre? Nei, de er de nestbedste, i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' jenter og må ha oppmerksomhet av en eller annen grunn', ' nok til å gå med hijab. - Jeg', ' nok til å forstå hva som skjedde.\nmå være', ' i kjeften. Men hva med alle de yngre', ' stjerner og en stor del av livet deres. Når de']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' et ""hel-gründermiljø"" i Gren', ' en fabelaktig god og raus person. Jeg', ' å være vanskelige. Men det var ikke alltid slik', ' et stort og engasjert samfunnsengasjement. –', ' en rase av lojale og hengiven hunde']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det ikke bare vi som har tatt feil, men jeg', ' på vei hjem til Norge.\nDet bekrefter de på sine', ' helt ulike, forteller hun.\nForeldrene var skil', ' blitt store og vil starte på skolen så snart de', ' av forskjellig kjønn, og det er jo ikke gitt']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' utpregede naturbar nas forkjempere.', ' vellykkede personene i landet. Nå skal jeg gi dem', ' kjente.\ngammel, og nå holder de på', ' aktive. – Sirkuset består av de yngste', ' kjente og mest spilte i engelskspråklig litteratur,']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' hun vet om, og jeg liker henne. Hun kan være', '.\ntenkt å ta opp igjen til vurdering sin', ' i verden, det går ikke an å be dem om', ' i sin idrett, kan man ikke være annet enn', ' i Norge, men det får de ingen oppmerksomhet for, sier']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av serien og den følger vi mer enn gjerne', ' stjerner i TV 3s humorprogram «Utfordringen', ' og små, og så er der alle dem der ikke', ' nok til å hoppe ned på trampolinen,', ' og sterke damer.\n- Det handler mest om å skape']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' et særdeles godt par. Jeg synes det er for', ' «The Shannara Chronicles» av de', ' «Trolljegerne» og har en egen nettside', ' en del av det kvinnelige motstykket til den', ' et av de mest aktive par på parketten med']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra hverandre, som man kan komme. De', ' ikke veldig redde for å si ting som de er', ' blitt svært flinke til å lage mat og stelle', ' fra henholdsvis Iran og Marokko og kommer fra', ' en god del mindre enn sine foreldre, er det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' sentrale spillerne i trenerteamet. – Spillerne kjenner', ' alvorlige truslene mot norske soldater.\n– Vi frykter at', ' sentrale personene i denne saken.\ntanter er de også', ' brukte argumentene mot en sammenslåing. Hva er det', ' innbitte motstanderne av å sette nye grenser']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' spillerne i fotball. Han kan vel si noe slikt', ' når det gjelder å lytte. Jeg forstår det ikke', ' når de ser et behov, sier Gregusson', ' i hele landet.', ' i verden på å lage kunstige smil.\n– Vi']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' på sine områder. Nå er de så store at det', ' nok til at de kan påvirke dem som får mest', ' deler av det som er kommunens ansatte og de er', ' her i landet. Men når det gjelder antall skoleplasser', ' og kraftige.\ndenne tida, og det er']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 1, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er utdannet til', ' dem som er mest glad i alkoholen. Det ser', ' et av landets beste fagforeningslederne, og med', ' en hardt arbeidende familie, som er veldig hyggelig å', ' et av landets beste fagmøter for ansatte i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke bare negative til dette. De som har deltatt mener', ' enige om at vi må tenke annerledes for få dette', ' på linje med forslaget, det er altså et reelt', ' ikke å stole på. Det var jo mange som trodde', ' i hovedsak av samme oppfatning. - Dette er helt']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' populære på Facebook, og en del af den øgede', ' optimistiske, ikke bare knyttet til egen fremtid og', ' kreative. Men det er klart at også de som', ' ivrige, og det er de som vil ha', ' utsatt, sier Vangdal.\nDet viser seg at']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og mest egnede på alle områder. For mange av', ' lærerene som kan gis? For å si det', ' i klassen til å ta vare på sine medsyk', ' på å oppdage disse skjulte tegnene. I dag er', ' på å finne løsninger. Det er en av våre viktigste']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' aktører av de som ikke har fått innfridd', ' tapere.\nerstatte taperne.\nk', ' forbilder for de eldre. Slik skal det være,', ' fans, kan vi forsette der. Vi er ikke', ' tilhengere av. Alle barn og unge har en']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forsiktige og «bærekraftige» og dette', '. På et landsmøte forleden var 20-år', ' en god og stabil gruppe som gjør en solid innsat', ' noe av det de er mest uenige om i', ' en generasjon som setter seg store mål, men som sjelden']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme seg på trening, men de', ' blitt veldig opptatt av, og hvor ofte har ikke en', ' på vei innpå det tradisjonelle skolesystemet,', ' ute på byen å koser seg med venner, eller på', ' opptatt av - og som vi vet - vil få']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på alt fra små', ' populære av alle kvinner: De er mer verdt,', ' innbarkede sex-nektere. For', ' ivrige i det gode selskap, med det resultat', ' effektive. —De gjør oss ikke ulykkelige noen']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og de verste.', ' «undersåttene», og har et spesielt ansvar', ' vennene, men det kan også være et problem. Det', ' «rådgivere» og de kan gi et', ' på Tyrvingbanen.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i kjeften.\nINGEN ØNSKER', ' og flotte. En av dem er den aller beste', ' som fjell. Her er det ikke noe tidsp', ' og fine å bruke som slynge på tur, de', ' og sterke. Det er noe med dem og den']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' et av de tre mest lønnsomme husholdningene i', ' de mest effektive midler i forhold til å redusere mann', ' «de tre søstre» og er alle sammen', ' ""svigerfedre"" og ""søster', ' de som aldri har gjort noe for å tjene ekstra']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' ikke så begeist ret.\nhar tatt til følge det', ' i full gang med å tappe av seg melk', ' en viktig samarbeidspartner, avslutter hun.', ' i alle fall ikke i tvil:', ' med på en liten del av opplegget deres.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' attraktive, konstaterer Benestad.\nBenestad', ' utholdende blant oss, forteller han. Det har vært', ' aktive i sin idrett i Tromsø. Mange står som medlemmer', ' aggressive på markedet i dag. Her kan du se', ' produktive, så da er det egentlig ikke så nøye']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' kundene vi har hatt. Vi får også tilbakemeldinger fra', ' damene, og det er helt greit at de blir', ' å være sammen med, de som virkelig tar kontakt med', ' på det, mener Solli. – Har du et tips', ' gjestene - og vi er der for dem.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' idrettskvinner i dette landet. De har hatt enorm', ' inspirasjonskilder for meg. – Det er gøy og', ' deler av året, mens guttene trener på sommeren og i', ' på å sette opp slike show, som har blitt', ' fans og har ventet lenge på dette, sier Sindre']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et forfriskende innslag i en ellers ganske stiv', ' et tøft lag å spille mot og ikke minst', ' en for ening for piker med sans for', ' en egen klubb i Norge.\n- Dette er et lav', ' gode turgåere og er svært sportsinteresserte,']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 1, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det god stemning, men det er ikke alltid det', ' med på planleggingen! Vi trenger flere damer som', ' på banen for at elevene skal lære å håndtere den', ' det full aktivitet. Fra venstre Inger Lise Gullesen,', ' de som vil nyte godt av at det bygges et']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' ekstravagante. I noen tilfelle er de', ' ekstravagante. – Når bryllupsdagen er', ' spektakulære, og det virker som hun lever og', ' ekstravagante. Fra uttalige fotograf', ' vanlige i kirken. Hvis det er umulig å gifte']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 1, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden.', ' - og ikke de fleste - men at det fortsatt', ' til å vise kjærligheten sin på en romantisk måte.', ' til å holde på kundene.\n- Vi har fått veldig', ' av de beste og viser at de klarer å finne']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli lagt merke til med en gang', ' med sine 100-150 centimeter, og er', ' nok. Om du er for sen eller tidlig til sin', ' er det klart at det vil bli trangt med', ' jenter som er i tenårene eller i 20-år']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en annen betegnelse på den greske sfin', "" de 'bortskjemte'. For mange"", ' en av de mest romantiske begivenheter av året', ' en viktig del av den sosialistiske troen,', ' Lolcokes eller Lol-ka']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mange: Brudgommen kan sitte hvor', ' mellom 15 og 20 år og bor på hyb', ' den mest attraktive blant dem, da det er et helt', ' fortsatt ikke kommet til rette, og heller ikke et', ' tatt og vi vil rette vår takk til alle som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt morsomt for det er vel', ' romantiske, de viser omtanke, de er romant', ' populære temaene, og ofte handler det om hva man', ' populære blant unge menn i alderen 18–28 år,', ' populære i alle aldersgrupper. Det virker som om']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' foreldrene. De har tid og overskudd til oss. Samtidig', ' venner, så derfor er det fint at vi kan gjøre', ' foreldre. Barna kan være den beste støtten. Hvis', ' mannebeina på jorden, de er det', ' reisekameratene, og hun sier alltid at']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og kjære også, for oss er det bare gøy og', ' rollemodeller.', ' og vi vil jo selvfølgelig ikke at barna skal få', ' stjerner på hvert sitt dansegulv og det er', ' og små. Og alle har de gode og dårlige']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
