raw,identity,number,category,type,filled_words,honest_categories,rci,ddp,asf,asm,an,qas,or,pr,is,om,ps,re,cds,pa,ddf,svp,dmc,count
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' på Vestlan det, men at de er i mind', ' nok, blir de kå ret til «Årets', ' og tunge, men at det også er en fordel', ' i kjeften. Men ikke fullt så mektige', ' og tunge som favntak mot en naken rygg']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' gode veversker, og de hadde et veldig', ' eksperter på å finne gode løsninger på krevende spørsmål, sier', "" 'Mor 'og' Bestemor 'i"", ' en god støtte for hverandre også gjennom livet. Et eksempel', ' den første av de store pasjonsforteller']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' helt i mot det som skjer nå, sa hun. Men', ' i stand til å gi et fullgodt svar. Det', ' det mange av. Det er også et ganske vanlig motiv', ' blitt mye bedre, så derfor har vi fått flere kon', ' ikke så lette åfå øye på. Her er']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' positive, der med er det jentene som driver fram', ' attraktive. - Vi ønsker helst å spille med dem', ' ivrige på tur til fjellhyttene og', ' populære i vårt nedslagsfelt, og hele tre', ' fargerike og sjarmerende kvinnene i boken. De']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. I år har de vunnet sju av åtte', ' til dette, mener Tina Brock.\n- Vi er', ' i landet på dette, og vi skal være litt y', ' - Jeg har vært i Norge flere ganger, senest i', ' i verden. Her har vi to verdensmestre, i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er ventet at Brækhus', ' nok til å være med i konkurransen.\nRaast', ' og sterke, og kan bære tungt er det jo', ' favoritter i 1. divisjon. Vi slår dem i alle', ' over at det er sanne historier. - Det']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en av norges beste danseband.\n-Jeg fikk et', ' «Sporty Spice». «Spice-', ' en god og effektiv arrangør - som gjør alt seiv', ' det har deste jentebandet i byen. Ikke', ' dyktige hånd ballspellere, og den første kampen endte']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode og varme når de kommer hjem, forklarer hun.\nDet', ' at dei har mykje å gle seg til. Det blir', ' klar med sin første cdutgjeving «', ' i flertall, er det gutta som er i flertall', ' flinke til å strikke. - Da må vi strikke']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' kresne kun dene, men hun er mest', ' populære blant menn, men han liker også godt å stå', ' vanlige bryl lupene i verden. Det er', ' kostbare, og det var derfor de ble satt', ' krevende kundene vi har.\nter som går igjen, og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sammen. Og hun skif ter dem ut', ' i Nordland. For de er de eneste som har', ' på markedet! Og så går det an å sette', ' ambassadø rer for oss, sier hun.\n- De er', '!']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staselige, og ikke minst er det veldig', ' i år.', ' og små, unge og eldre, heter det i presse', ' og kraftige, påsto han.\nmerne kan', ' og små selskap. Vi kommer hjem til deg for']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «prinsessemø dre», ettersom det er', ' «de hvite engler» i Sørøst-A', ' Dronningen blant bloms terbedene. Etter', ' de vakreste i verden. Men det var før de fikk', ' de mest attraktive og dyreste i verden.\nbl']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av en enklere type,', ' pyntet til randen med hårspenner,', ' den nye trenden, sier Karina Kambestad', ' i en annen kategori, for de gjør unna bryllup', ' ikke noe unntak. I alt har fem brude']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' attraktive. De er etterstrebet og har et', ' populære personene på nettet. De har mange tilhengere,', ' stabile forholdene vi har. Men kjæres teriene', ' frem tredende elementene i denne boka: De', ' kjente.\npiano», som ble en del av']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' støttespilleren, men også familie, venner og kolleger stiller', ' som finnes. Jeg er et lidenskape lig forhold', '.\nenkelte par går for langt.\np', ' i verden, så man burde ikke gå til lege vakt', ' å ha. De har ikke så stort ansvar og ikke']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å klare seg seiv, til å få', ' og kraftige, og som en naturlig forlengelse av', ' på verdensbasis, og det er blitt spekulert', ' fans av Flåklypa. Nå skal', ' barn og voksne, det er også mor og far til']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de store jenteturene». I mai', ' den nye generasjonen av norske popartister. Som', ' «babes» i det engelske fotb', ' de mest hetsende i amerikansk politikk - og', ' «Mr. og Fru Stalin», og var i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å bryte opp forholdet sitt.\nn', ' for trange, og det er nok av dem som', ' kjæres termotsetninger og det er også et', ' svært forskjelli ge, har de likevel mye til', ' på jobb i utlandet og barna hos be stemor.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de fire tiltalebeslutningene mot', ' sannsyn lige. Det finnes imidlertid også et par alternative', ' omtalte og skandaliserte mannen i britisk medias', ' uverdige av alle tenkelige ektemenn. Han', ' utsatte gruppen for vold i hjemmet. Om lag 20.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fått. Jeg gleder meg til å ta', ' medisin, og etter alle avisoppslag om', ' garanti mot feilvurdering og sladder.\nMen om', ' garanti for en trygg og verdig alderdom og for', ' til a styre landet, hevder de. — Og da har']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' del av den ne jobben, sier hun. Og en', ' stjerne i Sverige og kan komme blant de tre beste', ' kapasitet, og kan mye om faget sitt. I tillegg', ' og sterk type, men den beste venninnen hans,', ' skuffelse, og at han ikke hadde vært i stand']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «kongen av hip hop», var rapper', ' en av lan dets ledende skikkelser i fri luft', ' en god kamerat av den drapstiltalte 36', ' «far til norsk rock» har han aldri vært', ' et naturmen neske. Og det kunne ingen bet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' i ferd med å avslutte sitt arbeid, sier politiavdeling', ' ikkje lenger så sjuk, han har blitt friskare.', ' det heller ikkje aktuelt å gå ut i media med', ' i dag ute av stand til å møte i rett', ' ein av fleire som sit i leiinga i selskapet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære i Vei dekke, også blant de yngste', ' velvillige og god modige gutt i verden.', ' produktive norske dramatiker i dag. Siden han', ' populære og mest ettertraktede av de amerikanske', ' populære rocke sangeren i Norge for tiden, også']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på den offen sive midtbanen. En', '.\nter i år, men i fjor tok han seg', ' trenaren ein fotballspelar kan ha, for å', ' av dem alle for den gamle krigeren til', ' spelaren i Tippeli gåen. Eg håpar']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' spiller. Men erfa rer også at hvis det', ' mann, en stor mann, og at han er en mann', ' bløffmaker. Han spiller i en klubb', ' mann og en fremragende soldat, har han også en', ' kunstner, en av de største i sin generasjon -']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"['.\n■■ Den nye teatersjefen på HT', ' forfatter av «Den andre mannen i meg», hvor', ' en stor jeger, og da særlig når det gjelder', ' på hjemste det, og som har fått navnet «B', ' en tøffing og han er tøffere enn de']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøgd med den nye stasjonen.\n—', ' også en av de mest allsi dige her', ' veldig opptatt av at han og laget skal spille inn', ' som vil lede etter at den nåværende sjefen har', ' i stand til å legge for dommane sine til']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' trofaste støttespiller. - De er med for', ' åpen bare, nemlig at ingen av dem vil være', ' kjente. Disse to var også kjent for sin store', ' fryktede av alle verdens ulver. Dovend', ' omtalte av de to. Det blir det ikke i år.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet. Så då er det i grunnen på tide', ' i landet. Han har et lite gårdsbruk ved foten', ' form for un derholdning.', ' hjel pen de kan få. - Jeg har en', ' pedagog og oppdragar, seier Kaldhol. I']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' hund som heter Mikke Mus.\n- I dette nummer', ' fordel for dem som skal kjøpe en bruktbil.', ' del av livet hans.', ' mann med et digert hjerte. Vi vet ikke', ' belastning for dem han seiv har plassert i denne situasjon']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en ivrig fotograf. I det siste har det blitt', ' en stor filatelist, mens hun seiv synes det', ' Kåre, faren som har spilt i over 1.000', ' en av ver dens beste langrennsløpere med', ' de store og mektiges venn, den nye «']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' med når han drar til Kløfta for å', ' jo til stede, men i dag er det altså', ' i en slik situasjon at han eller hun trenger hjelp', ' overhengende!\nALVORLIGE', ' det også stor forskjell på teori og praksis. Jeg vet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' populære gutten i barnehagen, og så videre).\nJeg', ' spennende av årets nykommere.\navsluttet', ' ubegripelige av alle menneskelige skapninger:', ' kjente spilleren fra NHL-laget. I kveld møter', ' berømte, men filmen «Star Trek']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' til å vurdere hva jeg skal ha på meg, og', ' og jeg er stolt av jobben du har gjort og', ' medisinen mot ensomhe ten.', ' i ver den, og hun er overbevist om at sønnen', ' i verden. Jeg har ikke tenkt til å flytte etter']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' utfordring for en tenåring. Han kan være uber', ' inspirator og støttespiller for meg når det gjelder', 'artet og modig mann.\nPaula forteller at', ' fotballspil ler, og jeg håper at han finner', ' del av livet hennes, det er hans ve og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en skikke lig lesehest, og har i', ' The Boss, og etter en karriere innen blant', ' en god fotballspiller, men da de skal ut', ' en av Nord-Europas ypperste fiol', ' en dyk tig idrettsutøver.\n- Vi håper']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' nå inne til medisinsk sjekk. Hyllest På', ' siktet - som den eneste i Rogaland. På land', ' ute av fengsel, har han sonet over en', ' en «løvetemmer». I rollene:', ' av samme ulla.\n- Vi synes det er viktig']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede mannen i hele Skandinavia.\n', ' kjente idrettsutøveren fra Ringsaker de', ' fornuftige. At han får mest fisk er derfor lett', ' sannsynlige mor til barnet som ble født ved A', ' om talte personen de siste dagene - også i media']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å velge seiv, sier Bore.\nKR', ' i verden. For en herlig følelse. Dette har han', ' fotballspilleren jeg noensinne har trent»? De', ' i hele ver den. Pappa, mamma og N', ' i fotball, sier Bakkerud som har fulgt']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' ressurs, og jeg tror laget har fått en god', ' fan, skriver han på Facebook.\n- Jeg må bare', ' sjarmør. Hele livet hans gir bevis for det.', ' ressurs for lokalsamfunnet. Alle som kjenner ham, er imponert', ' gutt som snart er 5 år og er like vakker']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort skitalent, og ble tidligere i vår', ' «The Fonz» og «The Failure', ' en av verdens fremste fiolin virtuoser. Han', ' en av hovedmennene i hasjmiljø et', ' en ivrig fotballspiler. Han er blant annet å']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i dag en av landets beste seilere.\nvar', ' ikke så lett å lure når det kommer til sty', ' den største i sitt kull. Seiv om hun ikke', ' så lett kjennelig.\nsom hadde fått et tre', ' så stolt som det går an å bli. Vi']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' aggressive, han gir seg aldri, han blir aldri', ' oppegåande.\n– Om ti år trur eg', ' spennende rollen til den svenske regissøren Hannes Holm', ' populære personen i hele verden.', ' aggressive og selvsikre av brødrene. Den']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
