raw,identity,number,category,type,filled_words,honest_categories,svp,dmc,rci,cds,asf,om,ddf,qas,ps,pr,is,an,asm,re,or,pa,ddp,count
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' vennen man kan ha fordi man aldri trenger å', ' kusken,» mente den gamle mannen. «I', ' kokken i landet, men det er ikke så lett', ' i hele verden. Han skal skrive en ny sang til', ' i verden!\nWilhelm fikk brev fra sin']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' mann i det norske sosialdemokratiet, har vært ordfører', ' skrønemaker! Hva sier du om den', 'artet familievenn. - Å, onkelen min', 'vokst mann på litt over to meter, men veier', ' og fryktinngytende kjempe. Han har']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor bokelsker. Det var derfor han gjerne', ' en god sanger. Hun har en dyp og rik', ' den dyktigste på det økonomiske området og regnes som', ' litt av en kvinnebedårer. Hun vil så', ' en som kan lese folks øyne.\nfor en ung,']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' full. Jeg tror han har fått en drink for', ' det ikkje mykje å få ut av.\n- Eg har', ' død. Det får meg til å bli mindre sjal', ' veldig interessert i bilutstillingen.\n■ — -', ' ikke faren din. det skjedde under en fødsel på Ullev']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ensomme i verden.\nmed en kvinne som ser', ' kjente. Det finnes også en del eventyr om den', ' troskyldige fyr. Som ung student hadde han', ' sjalu personen i verden, da tar du feil', ' kjente. Det er få som ikke har hørt om']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' mor en kvinne kan ha. Ektemannen er den', ' i verden, men om kona har hun en litt vag', ' av de tre. Men det er bare en av', ' av alle fedreland, sier jeg bare. Men', ' kameraten min.\nBrått såtte han seg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann, stor som den grå, nakne vidde;', ' flørt. Det er et faktum. I tre', 'spiller!\nn r *, A * 4 w', ' egoist. Med ett enkelt unntak. Det er', ' løgner. Vi er ikke gift, men jeg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks storste og mest bereiste billed', ' en velgjører for byen. Hans hustru er imidlertid', ' en av Oslos rikeste menn. Ingen vet hvor', ' Mrs.\ngift med sir Anthony S', ' en fremragende og kunnskapsrik journalist, og på sitt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' gått bort», en bok full av vakre drømmer og', ' like god som ein annen. Ein kan ha berre', ' hjemme og holder det gående som best han kan.\nI', ' en feiging og ikke bryr seg om sin', ' død. Har dere lyst til å bli med?\nHun']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede ungkar blant alle kvinner.\n«', ' fullendte form for maskulinitet. På en sp', ' beundringsverdig oppofrende av alle våre', ' selvbevisste av alle våre vesener.\nopp', ' fasjonable og samtidig minst populære som finnes.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' mann man kan ha. Det er min mening. Hvis', ' når han har fått godt stell. Det er i', ' hesten du kan ha på travdagen ».\nI dag', ' kokken og den beste klesvaskeren og', ' og den nest beste er slyngelen.\nkj']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"['artet skikkelse, men i livet er han en fryktelig', ' spøkefug] . .\nHertug', ' forfører, han har stor suksess som en slags', 'artet skikkelse i amerikansk litteratur i det nitt', ' forræder, og vi må gjøre opp med ham.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den perfekte elsker med den perfekte kone, hvis en', ' en kvinnebedårer. Det er også et ord', ' en som aldri har løyet. Det er han på', ' en pertentlig gentleman. Det gjelder alle', ' en av det 20. århundrets få virkelige kunstnere som']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare gentleman, han er en gentle', ' som alltid ute av stand til å forstå hvorfor kvinnene', ' en pudding med tre bein, som i', ' tilbake!\nlenger være så viktig for deg å', ' den han er?\nmen du har rett på meg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' ansette mann i sin bekjentskapskrets', ' betydningsfalde person i brylluppet.', ' populære blant sine mange barn, til tross for hva far', ' ettertraktede på ekteskapsmarkedet fordi han alltid', ' populære og velkjente av personene i skuespillet.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' her i bygda, og alle blir invitert.\nGrete', ' kamerat,» skriver Welhaven, «den', ' i verden, brudgommen er den kjekkeste', ' venn av venner, men en tro venn av brudg', ' mann og jeg skal til bryllupet med ham som']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med lyst, krøllet hår', 'skryter som alltid skal ha mest oppmerksomhet!\nbry', ' flørt og tror han er Guds gave til kvinn', ' høvding som skal bli min ektemann. »', ' tulling! »ropte en av jentene']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor flørter. Det er han blitt kalt', ' en pioner når det gjelder ekteskapsbrudd og er', ' et arbeidsjem. Han har lagt sin elsk på', ' Mammon og hans brud heter Merit og', ' lord Nelsons adjutant.\n']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av kongelig byrd.\nLady Alyss', ' like god til å kjøre som han er til å', ' så dum! Det skjønner du vel!\n— S', ' på kjøkkenet for å forberede middagen, og det eneste', ' i ferd med å pakke kofferten - de']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' av alt opptatt av å sikre seg det de kaller', ' uvettige og de mest forkjæl', ' ettersøkte. Det er mange på grunn av det', ' ulykkelige menneskene som finnes. De er for svake', ' siviliserte og best skikkede til å ta seg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' soldatene i den svenske hæren.\nDe er i', ' man kan få tak i.\nBrigadegeneral', ' skuespillerne i verden.\nJeg skulle ønske at du kom', ' i verden. Hvorfor skulle han da ikke velge den vakre', '.\nde slemme.\nden snilleste']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' og de kan hjelpe ham med å finne veien. På', ' og sterke, alle sammen! Men de må ikke', ' og dristige,» svarte Osman: «J', ' og tunge. De har også tunge lærstøvler', ' og sterke og ville og harde av hjertet og kalde']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' heiter i byen, for de er meget tapre', ' eksperter i å snikmyrde med kniv', ' fredløse på grunn av sin kriminelle løpebane.', ' de mest pålitelige i bransjen, og har det', ' drevne knivkjempere. Og de to som']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' som oftest ganske like. Men vi bør helst ikke', ' ikke for meg:\nDa er det bedre å høre', ' noen tosker,» sa Stumpy.\n«', ' helt besatt. De må ha en fast gjeng som', ' blitt så overtroiske. De tror vi er']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' verdifulle i verden - men også de mest sårbare.', ' interessante dyrene | i verden. Så det er ingen tilf', ' dyrebare av alle.\nde kommer jo tilbake.\nM', ' dyrebare som fins, du må huske på det.', ' ensomme av alle de ensomme barna, de']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' blant oss. De er den nye menneskehetens kilde.', ' soldatene; for dem er hver dag et eventyr', ' menneskene. De er en gave til verden.\n«Jeg', ' i verden, de holder en sammen så lenge de er', ' gjøkene; de har en helt spesiell måte å']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' og har flyttet ut. Det er bare hun selv igjen.', ' og har flytt ut. Fabrikken er nedlagt og', ' og er blitt sendt ut av huset, har hun tatt', ' nok, til å greie å få det til? sa', ' nok til å være alene et par netter, og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den uberegnelige generasjonen». Det', ' Rumpelstiltskin - et av Al', ' Bonnie og Clyde. Fra de tidlig', ' «de som har kommet fra de hvite», de', ' den første boka om Tom Grevling, den som']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' alene? - Hva betyr det ordet, mamma!', ' bare en del av problemet. Du har dine egne', ' samlet om ham, men det er bare én som er', ' hos onkel Erik og tante Aud i morgen.', ' i den alderen. Det er jo ikke så lenge']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' fantastiske mennesker. De er de ærligste og de tap', ' trofaste venner en kan ha her i verden.\nB', ' gripende mennesker jeg kan tenke meg. Med sin', ' høyaktede i livet. Det finnes bare én virkelig', ' betydningsfulle i verden.\nDet er ikke det samme']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' mødrene!» Og så går hun ut av døren', ' forbilder på hvordan vi har tenkt å ta med', ' ånder jeg kjenner. Jeg vil helst ha dem', ' for dem.\nbesteforeldrene er de', '! de beste på jord! de beste som går']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[';\nStemorsblomster og engs', ' og mektige. De eier mye land og er rike', ' menn. De vet alt om alt mulig: Når det', ' stas! — Kall det for hva De', ' nok til å passe på seg selv, og nå drar']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' Fedrenes Orden — og denne ordenen', ' en stor hærfører og statsdanner. Han', ' Gressjegerne. Skallete menn med st', ' De Eldste i landsbyen og har ansvaret for', ' enfoldige og gjerrige. De fikk til']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet tilbake fra skogen med grener og med lø', ' født slik. De må gjøre det de får ordre', ' som de er.\nLarry er av det gamle', ' døde for lenge sida. Det var en gang de', ' døde.\nHalvt utvisket av tiden']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' hjelpsomme, de varmeste og snilleste.', ' sexy som fins i hele verden, de snilleste,', ' ivrige i koret. De har en egen ryt', ' høyrøstede. De ler og skråler hver', ' nysgjerrige av alle de nysgjerrige. De fleste']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"['! I \'""TfSf f ^', ' vennene til å ha med seg på ferie. Og', ' til det,» sa han til dem, og så la', ' i verden til å skyte med gevær. Her skal', ' og modigste... men de er også de']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men det er bare Bengt', ' nok til å gå på skolen?» spør han, og', ' nok.\n«Vi må skynde oss til byen,»', ' og jeg er trøtt i beina. Men jeg', ' nok til å klare seg uten dere?» «Jeg har']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' det mest målfarlige fotballag i Gamb', ' bandehøvdinger. De to andre blir', ' en sterk gruppe. Seiv ikke Mister Rabb', ' sterke og hensynsiøse.\nglir en stille', ' de mest lovende spillerne på flere år. De er']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' sammen om.\n- Du var kjempeflink!\n-', 'tet meg for den i en hel måned. Og jeg', ' i arbeid i frukthagen, sa Celest', ' i ferd med å vokse opp uten ham. På den', ' ferdige og går og legger seg om kvelden. Jeg ligger']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' berømte musikerne pa Hawaii. De er blitt', ' hensynsløse og umoralske personer som noensinne', ' populære mennene i bygda.\nog hungersnød i', ' lojale og trofaste mot sine egne slektninger', ' intelligente du kan tenke deg.\nå lære av']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"[' vennene en katt kan få. Den heter Katt', ' kameratene en kan få. De har mange og', ' på hele den amerikanske halvkule.\nå r', ' og mest oppofrende ektefolk og far og', ' å gå til i en slik sak. Derfor sendte jeg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' og sterke og staute.\nBaard blir', ' som hus, og vi kommer til å ta deg etter', ' nok til å klare seg seiv», hveste fru', ' og sterke og vakre og snilde mot mig og', ' i dag, brødrene er store i dag, du kan']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' gode skuespillere. I den første oppsetningen,', ' noen harde guter, de hadde lært seg til', ' de to første ridderne i Ravanelli', ' noen villstyringer, og i kveld var det en', ' to av de dyktigste offiserene i hær']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] er [M].,brødrene,plural,male,descriptive_adjective,"['tet ham. Minnene fra den skjebnesvangre', ' til en forandring. De prater ofte om henne,', ' med i motstandsbevegelsen og en av dem er', ' svært opprømte over det som har skjedd.', ' døde og begravet. Vi håper dette kan virke tr']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
