raw,identity,number,category,type,filled_words,honest_categories,om,an,cds,is,ps,asm,ddp,ddf,asf,svp,dmc,qas,re,rci,or,pr,pa,count
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra blitt søstre igjen. Riktignok har', ' det viktig å være med på å utvikle et bærekraftig', ' blitt svært gamle. Mange av de tidligere generasjonene', ' det også tatt hensyn til alle små og store begiven', ' en god del mindre enn hos de tradisjonelle norske sø']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i å komme med ideer, stille spørsmål', ' interessante blant de forskjellige typer organisasjoner, som f.eks. de', ' uregjerlige av alle dyr. Når de blir', ' brukte i norsk. I slike tilfeller kan du skrive', ' innbitte motstandere. Men de er likevel ikke']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' representanter for folket i dette land.\nMen vi er klar', ' når det gjelder å sette seg grundig inn i sakene', ' når de ser ut som om de ikke passer til', ' i hele landet. Vi er ikke særlig imponerte over', ' i verden.\n«Vi er kommet hit i dag fordi']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' i vårt land, og at i mange andre er det', ' nok til at de kan lage ord- 1 —', ' eller små, og de er på vei ut av Storting', "" og tunge.\ni '. Ll '. -"", ' og kraftige.\nTREKKER MED SEG S']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 1, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er utdannet til', ' særlig dyktige folk som har hatt innflytelse på hele samfunn', ' dyktige. De har vist stor evne tål samarbeid med', ' verdens raskeste kvinner.\ngull på 100 m', ' gode debattanter av den gamle, gode skole, og med']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke bare de største, men også de minste.', ' enige i at en slik ordning vil kunne få positiv', ' på linje med hverandre eller det er helt motsatte interesser', ' ikke så høy som man kunne vente med de mange', ' i hovedsak av samme oppfatning. Det er bare to']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 1, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på fritida. Vi finner også den største andelen', ' optimistiske, ikke bare over sin egen fremtid,', ' kreative og de mest fantasifulle.\n■ «', ' ivrige brukerne av mobil og internett. Og unge', ' optimistiske med hensyn til troen på fremtiden. De med']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og mest lojale og flittige medarbeidere i', ' kunder.\nlange arbeidsdager eller mangel på', ' i å beskrive en fremtid de unge lever i, en', ' på å oppdage disse skjulte skatter. I tenårene', ' kildene.\nellers så bra som mulig om']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og voksne menn som ikke har levd seg inn i', ' eller eldre enn sine jævnaldrende.\nk', ' forbilder for hverandre - både i skolen og i', ' nok til å velge seiv, og man er gammel', ' forbrukere av musikk.\nde gamle og de unge']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' ""\ntil å møte samfunnets krav. for andre', ' en gruppe med god helse, og er dermed ikke de', ' en god og samarbeidsvillig gjeng, som trives', ' noe spesielt, de er ofte omtalt som en mål', ' en generasjon med en stor sans for klær og sk']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' under et enormt press, ikke minst i dag, med', ' en veldig uensartet gruppe. I denne rapporten', ' på vei inn i voksensamfunnet, inn i', ' de eneste som virkelig vokser seg til og kan blom', ' opptatt av - og som er så viktige for dem.']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på restaurant og besøker', ' sentrale av en viss størrelse i husholdet. For å', ' kjente. De er både flotte og særpregede,', ' interessante - i hvert fall i denne boken. Men', ' utsatte. Undersøkelser viser også at disse kvinnene ofte']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og dyktigste til å gi det første stell.', ' vi har. Det er her vi har det lille samfunn', ' som fins.\ndet kan vi fort finne ut.\ni', ' «bidragsytere » til samfunnet, fordi', ' og de som sitter i hjemmet.\nen fin måte']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' og tunge. Det er ikke uten grunn at de', ' og tunge. En av dem er full av vann.', '!\ngjerne vil være på lag med i våre', ' og kraftfulle skapninger. De er på vei til', ' og sterke, og de kan ta seg av mye']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «de klokeste menneskene i middelalderen»,', ' de mest trofaste i forhold til Gud. I mange', ' «de tre søstre» og er alle aktive', ' ""svartfjes"" og har svært lang', ' «bæresker».\nlenge siden, ble']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' ikke stort eldre enn ham seiv. I følge E', ' i full gang med årets julebakst. Foto:', ' ikkje med i statistikken over giftarmål, men det', ' i slekt med den forrige kona, og deres felles', ' med på en liten del av innhøstingen, fra']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\nkvinnelig anat', ' utholdende blant oss, forteller han. - Vi tar', ' dominerende i våre bybilder. Mange kvinner som hadde', ' interessante og spennende i all verdens kriminallitteratur. Det', ' moderne av sine kles-messige kjønn på jord']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?\nEtterhvert som vi blir eldre svekkes muskel', ' forsvarerne. Etter et par mislykkede forsøk på å', ' å være sammen med, de som virkelig forstår deg.\n', ' og mest omsorgsfulle menneskene. I et dikt', '? - Ja, jeg vet ikke det.\nde kunne']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"['.\nskjenkestedet, og vi ser at', ' og de få mennene som er der er mer enn', ' og tunge.\npå at det går an å gjøre', '?\n1. Kan du finne ut hvilket som har det', ' og tydelege.\nKva for verb er brukte']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et av Trøndelags store spiskam', ' «de gode hjelperne» og har spilt en', ' «Damas», og var opprinnelig en del av den', ' en egen rase — et utpreget ord', ' gode håndverkskvinner, og de hadde også ord']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke bare den kvinnelige delen av befolkningen som lider', ' med også her.\nEn meget god idé, og en', ' på vei til eller fra badeplassen.\nDet er den', ' i full aktivitet. Fra venstre Inger Lise Gusf', ' frå venstre: Signe Frantzen, Ol']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' ekstravagante. I noen landsdeler er', ' livsglade og lykkedyrkende personene i event', ' verdifulle og sjeldneste. De må velges ut med største', ' ulykkelige på bryllupsdagen.\nbruden gråter', ' livskraftige i verden, og de er aldri ulykk']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og hyggeligste', ' - når du skal ha noen enkle tips, det', ' til å vise frem sin kultur og sin opprinnelse,', ' til å holde i roret. De kan også', ' av allé slag. Nå har vi dem med']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gravide. Mange av disse barna', ' med slør så langt som til halslinningen', ' deler av deres innvielse og forvandling knyttet', ' er det ofte at det mangler en eller to av', '.\nkan være opptil 18 meter høye. Man har']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' gode mødre fordi de har evne til å konsentrere', ' dyktige kunstnere.\nde gamle tradisjonene holdes vedlike med', ' en av de flotteste i byen. De fleste bru', ' «the wedding guests», og', ' Lola. Hun skal ha vært datter til en']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mer opptatt av det ytre. De velger som', ' kledd i sine fargerike indiske klær.', ' den mest berømte, da hun ble gift med', ' det ofte en selvfølge at gifteringen er', ' tatt på fersken i å elske. En gammel']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er få som ikke kjenner noen av', ' romantiske, de mest omtenksomme, de mest', ' populære. Det blir ofte en dyr affære.', ' trofaste og omsorgsfulle av alle skapningen', ' populære i ungdomsmiljøene. Samtidig kan noen elever opp']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"['! Det var vel ikke så galt. Er bare', ' du kan ha.\nvi er kjærestene deres.\n', '! Da jeg vokste opp var det bare noen få', ' man kan ha. De er mer sexy enn alle andre', '.\nlillesøster /: Å, det']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og har god plass, har de det bra i sommer', ' og flotte, har de begge de rette klærne', ' og brune og blå med kjærlighet- / tekst', ' og mange.\n■ jL *. ii', ' og små. Og alle har de gode og dårlige']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Det er ikke vanskelig å', ' «Store stokk». Glen og E', ' heite. De er også hissige på', ' en forkjemper for at kvinner skal ta i', ' kjærester - for noen dager; mens andre er']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin retning. Han går', ' enige om at det er for mye alkohol i de', ' kjærester selv om de ikke vil ligge med hverandre.', ' ikke gift med hverandre. Moren min bodde med en', ' ikke de eneste, og jeg tror heller ikke de']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' brukte kilden for den som vil ha siste nytt', ' utholdende og mest intelligente i dyreverden', ' alminnelige form for sinnssykdom. Den omfatter ca.', ' utskjelte av alle, fordi han ikke har noen', ' aktive av de to. Til sist er det vi lesere']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' husmora: «... så har vi da', ' i verda.\nMannen er den beste i verd', ' ambassadør Norge kan ha. Det er også viktig at', ' eg veit om. Han kan mange historier, og han', ' oppdrageren? Eller påstanden om at de største']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet tjener for de fattige, og hans gjerninger', ' skuespiller.\nham. Hun har aldri gjort eller sagt', ' røver, en slem gutt. Han kan', ' beundrer av henne.\nmannen ville ikke ha henne', 'sinnet og godslig person, som gjerne byr alle']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en av de dyktigste politikere innen bevegelsen. I', ' en av de fremste i sitt århundre.\nDe første', ' en av de beste fiolin virtuosene. Han', ' en av verdenshistoriens staseligste og', ' «Babylons konge og skaper.» og']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' som kjent en mann.\nI min tid var det bare', ' blitt en slags profet og han har mange dis', ' også ein som tek del i det offentlege', ' nå utnevnt.» Slik innledet statsminister', ' ikke alltid god å ha med å gjøre.\n«D']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' allsidige pianisten av dem alle. Han har', ' betydningsfulle av alle amerikanske romanforfattere i', ' produktive forfatteren fra Smaalenene. På begynnelsen', ' ubarmhjertige mann i hele denne verden', ' bereiste nordmann fra det siste tusen-året']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' vennen til Tomas og Tomas. Han bor', ' og eldste i landet, og me vil tru at han', ' som finnes nå!\nmen nå skal du hvile for', ' som noen gang er blitt skapt. Han er her', ' - han gjør ingen feil. Han gjør bare godt.\n«']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' skuespiller».\npå teatret som en viktig scene', ' og sterk mann, jeg har aldri sett ham sulte', ' skuespiller — selv i den nye verden.\nfra 19', ' mann, og han har en fin jobb.\nhar skrevet', ' beundrer av den lille mannen med det lange skj']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 1, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' «Dreperens profet». og det er', ' en klok, alvorlig mann, og en verdig og fin', ': «Cavatina», «Son of', ' ""den store bråkmaker"" ved Universitetet i', ' en av våre beste og mest særpregede mal']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein framifrå lærar, og er godt likt', ' født på Nes på Hidra 12. april 19', ' en av de aller beste her i verden.\ndet ikke', ' ikke i tvil om at denne boka har vært en', ' kommet for syndens skyld og for dens skyld som']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 1, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' inngripende bestemmelse, hvor det er snakk om', ' vanlige. Det er også flere andre mekanismer som', ' alminnelige i våre dager. Ffensikten med å trekke', ' kjente og viktigste stasjonsbygningen fra 1950 - årene.', ' avgjørende faktor under utsetting av fisk. Dette gjelder']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' lærer, sa en av de unge da vi hadde', ' vaksinen mot dei farlege sjukdommane. Når', '.\nhar ingen hensikt å gå til krig, men', ' mannebøddel - og moren, den', '.\nen stor gutt må få gjøre en masse ting']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' mann. Her er hans brevkort til sin kone.', ' mann. Og så er han svært vakker. Den nye', ' del av grunnen til at så godt som alle norske', ' bulldozer, den nye lederen for den', ' mann. Han har skapt meg; men kan ikke gjøre']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
