raw,identity,number,category,type,filled_words,honest_categories,asm,pr,cds,ps,pa,qas,om,svp,ddf,ddp,or,re,dmc,an,rci,is,asf,count
[I] er de beste [M].,kvinnene,plural,female,descriptive_adjective,"['!\nRagnhild, sier vi. - Er', ' og mest intelligente i dette landet. Vi vet jo', ' vi har i landet med sine 12-sekunder', ' sjåførene, og de har i hvert fall langt færre', ' i verden i år, sier Ferguson. -']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kvinnene,plural,female,descriptive_adjective,"[' i sin kjærlighet til sine barn, og det sier seg', ' nok. – Vi har lyst å få til ein klubb', ' nok. Og her kunne jeg komme opp med så mange', ' på grunn av de mange nykommerne i arbeidsmarked', ' og vil i dag være helt dominert av kvinner,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnene,plural,female,descriptive_adjective,"[' en viktig årsak til de synkende fødselstall i', ' utspekulerte. Vi må ikke undervurder', ' verdens beste skijenter.\nhemmeligheten til suks', ' en ivrig forkjemper for fred og kvinnefri', ' sterke motstandere av monarki og for å']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnene,plural,female,descriptive_adjective,"[' langt under gjennomsnittet når det kommer til kunnskap om', ' i stort flertall, og der kvinnene dominerer de', ' jo så vant til at det er man nens', ' som regel mer åpne og mottakelige for nye imp', ' i et tidlig livs- faser er det en']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,jentene,plural,female,descriptive_adjective,"[' populære le kene. I alle fall på denne siden', ' ivrige, sier Nordseth.\nJentene sier seg', ' sårbare for bruk av illegale rusmidler.', ' utsatte, og også noen steder de som har minst', ' fremtredende i sine idretter.\nomgang']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,jentene,plural,female,descriptive_adjective,"[' i Norge så får vi et inntrykk av hva som', ' skiløpeme på Sørlandet? Og de skal ha', ' i skiflyging, så vi tror også', ' skytterne i de øvelsene der man helst', ' spillerne hun har trent. Nå gir det resultater,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,jentene,plural,female,descriptive_adjective,"[' favoritter i sin kamp, men i de aldersbest', ' konkurrenter.\n- Jeg har ingen store favo ritter', ' idoler, er de bare normale jenter. -', ' for en kelte av dem.\n- Vi er veldig', ' i kjeften om man ikke leverer, sier Ida']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jentene,plural,female,descriptive_adjective,"[' en klubb som spiller rask og underholdende fotball,', ' dyktige og populære dansere og sangere. En av', ' en av de mest målfarlige lagene i ser', ' et spillende, offensivt lag, og det må', ' store kon kurrenter i samme klasse, er']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i hverd gen igjen. Først venter Lar vik', ' enige om at det å få en bedre og større', ' de første fra Nord- Norge, mens det er kun', ' med til Danmark og de vil få sjansen i kamp', ' blitt et kjent syn i bybil det. Denne gang']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte i et samfunn hvor tid og penger er mang', ' utsatte under nedstengingen. Ifølge FN viser studier', ' produktive og har mindre sykfravær enn dem', ' populære figurene. Det er for eksempel en selvfølge', ' fornøyde i landet, de er mest med barna sine, og']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' oppdragere og som har det rette hjertelag for', ' forsvarspillerne for sine barn. - For kvinner er', '!\n- Men barna må tas på alvor på sitt', ' til det te?', ' for barna. - Jeg husker da jeg som nyb']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' omsorgspersoner for dem. Det var derfor ikke mer', ' nok til å tenke på dem seiv, så har', ' nok til å gi dem råd.\nbarna har', ' nok forbilder for dem, uten at de trenger å', ' for noen av barna. Med sin bakgrunn skulle de ha']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «islamistiske kvinner»: Fahima', ' «supermødre», har de fleste', ' «forferdelige» er ikke bare mødrenes', ' «de hvite».', ' gode mødre. Og de er veldig glade i barna']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store heiter.', ' den mest effektive måten å forebygge vold mot kvinner på,', ' blitt bedre de siste ti årene. Samtidig tror mange kvinner', ' bekymret for økt flyt av alkohol og stoffer som cann', ' jo i arbeid her i kommunen og det er behov']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive. FOTO:', ' vellykkede - i alle fall er de pene', ' populære blant fedrene og mødrene. For jentene faller', ' sentrale i det nye albumet. Det er de som', ' velstelte i hele distriktet. Men de var']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene hun har igjen. Som hun sier: De har', ' ambassadøre ne hun har. Fornøyd er hun', ' vennene mine, og den beste delen av jobben.', ' å omgås for. Jeg har også sett mange eksempler', ' vennene man kan tenke seg.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til det, sier Roksvåg.\nSønnen', ' nok til å gå med barnevogn og han har', ' nå, men han husker de første ukene.\nmåtte', ' nok. Vi kan ikke tenke oss at noen vil n', ' nå. På en god dag tenker jeg på at de']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' «Fjordfittel», «Kvinnekongen»,', ' «Daughters of Norway». Fru Loen', ' Biebers utkårede kjæreste. I', ' et stort naturtalent på fiolin, og', ' en raus giver til kristne formål og driver flere']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det vel neppe noen som vet.\nsom skal til', ' på reisefot. Sissel er så heldig å', ' voksne og har flyttet ut, men hun mener hun har', ' blitt store og flyttet ut, forteller mamma Eva Johansen.\nDen', ' ikke så ofte hjemme i Skien, men de skal']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' utpregede sol skinnstypene? — Ne', ' fram tredende på det norske la get.\nKrist', ' kjente.\ngull i NM for yngre, og', ' aktive. – Se, her er den store koff', ' «normale» av de fem, er det']","{'asm': 0, 'pr': 0, 'cds': 1, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og vi er så glad i dere', '.\nmener at det er på tide å gå', ' trenerne jeg noen gang har hatt. De stiller', ' i verden, sier Coupe og smiler.\nCou', ' representantene for norsk folkemusikk. ARKIV']","{'asm': 0, 'pr': 0, 'cds': 1, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av Idol junior-stjer na Mathe', ' optimister.\n- Vi er utrolig stolte av hver andre,', ' fans av.\nsøstrene også få treffe noen av', ' nok til å komme å besøke henne i leiligheten.', ' bidragsytere.\n- Det handler mest om å skape']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 1, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' musikere; Adele er blitt en av verdens', ' «The Shelton Sisters», etter sin far', ' en av landets beste sangkvartettei,.', ' «Damer i blått». Men under den blå', '. Her ble både Aina og Nina i noen']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra hverandre som overhode mulig.\n-', ' det veldig kjekt å få vere med. I tillegg er', ' blitt svært gode venner, men det var søsteren, Anne', ' det også en glede å kun ne invitere til fest', ' en god del mindre enn meg - og er i']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i komiteen og i Stortinget for øvrig', ' optimistiske hva angår det de håper å få av', ' aktive. Men dette har nok også noe å gjøre', ' aktive —mens mennene ikke engang følger debattene.\n', ' innbitte motstanderne av å sette ned alders']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' represen tantene for de største partie', ' løsningene. Med bakgrunn i egne opplevelser og det jeg', ' når de ser på fjernsyn. Og det blir ikke', ' politikerne i kommunen, mener de må ta an svar å', ' i verden på å lage snømenn. Vi']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' favoritter.', ' nok til at de kan påvirke oss som lever på', ' bidragsytere til at vi får de tallene vi', ' nok til å sitte på Stortinget. Jeg synes at', ' og at de får en betydelig tilleggspensjon fra Folket']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er mot OL', ' en sterk leder som ikke viker tilbake for å', ' dyktige. - De sier vel ikke nei til et', ' to dyktige jegere, og jakt er en av deres', ' gode repre sentanter for den sosialistiske']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke oppnemnt som privatpersoner.\nvedkommende', ' enige om at vi må se på hvor stort dette', ' på linje med hverandre i det praktiske kulturarbeid, sa', ' ikke så høyt. Det var jo mange som ventet', ' på valg. Vi mener det er klokt å gi']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mobilen gjennom hele dagen,', ' optimistiske, ikke bare knyttet til egen fremtid og', ' ivrige etter å få kontakt på sosiale medier.\nEn', ' ivrige brukerne av mobil og chattenettsteder', ' optimistiske med tanke på framtiden. Hele 70%']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og mest mo bile kundene. For mange av', ' på å gå i butikkene. For å møte dem', ' i landet. Det kom mer mange unge talenter h', ' på å forvalte og ta vare på natur', ' kundene hos Hennes & Mauritz (H&M),']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn fra Norge', ' tapere.\ner de som må ofre mest,', ' forbilder for de eldre spillerne. De stiller opp,', ' fans, kan han for telle. Seiv er han', ' tilhengere av. Alle barn og unge elsker å']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forkjemperen for en bedre skole for sine sønn', ' en av verdens mest talentfulle pianister i sin', ' en god og underholdende taler. Han er for', ' noe annet enn de mest aggressive og voldelige', ' en me get dyktig sanger. Hun har et ter']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme med innspill og forslag,', ' blitt lei lesning. Da må bokklubbene', ' på vei inn i det tradisjonelle utdannings- og yrkes', ' ute på byen og koser seg med venner, går de', ' opptatt av klima og miljø. – Jeg tror unge i']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på rundgang blandt', ' sentrale i en sak hvor påtalemyndigheten ber om', ' trofaste av samt lige, mener en av den', ' ivrige i hagene sine, mener Else Marie', ' utsatte. — En kan også tenke seg til at']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og de mest ærlige.\n- Det er alltid hyggelig', ' vi har. Det er de som har holdt familien sammen', ' vennene, men det kan også bli et problem. Man', '.\nblitt enige, og at mennene i det', ' på hele laget.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i kjeften.\nINGEN DRAMATIKK', ' og små.\nmenn på ett lag.', '!\n«Hvor er de? Hva er hend', ' og fine å bruke som hodepute. — Jeg', ' og sterke.» I sin preken gjorde professor']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' et av de tre mest fruktbare kvinner i verden,', ' de mest trofaste. — Her har du et', ' «crazy cat ladies». FOTO:', ' et meget ar beidsvillig folkeslag, og', ' «bærekon er» for varer som ble']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' så sinte for.\nhar tatt fra ham, sier', ' i full jobb.', ' ikkje med i statistikken over arbeidsløyse som', ' i full jobb, mens mennene fortsatt jobber deltid? -', ' med på turene deres, og som regel har']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\ndamene er det også', ' utholdende.\n- Jeg har inntrykk av at men', ' aktive i dag. Den første vi hører om som hadde', ' stabile på laget. Begge to tok medalje på', ' interesserte i å skaffe seg nye venner.\nbeste']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?', ' damene, og det beste er at det er flere', ' å være sammen med, er det ikke de som står', ' i landet. Lørdag slo de Koll 3-0 i', '? - Ja, jeg er litt forbauset over']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' idrettskjen diser, mens herreløper', ' inspirasjonskilder for un gene.\n- Ja, det er', ' vinnere.\n■■ Mens det er blitt færre', ' nok og er interes sert i å starte klubb vil', ' favoritter og har fordel av hjemmebane og det er']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et lag med mange spillere med store ambi sjon', ' ein stor humorist og eit muntrasjonsråd frå', ' en av «de flittige» og de', ' en aktiv forening som har gjort mye godt for byen', ' gode under holdningsarti3ter, og har']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det bare å ringe inn navn og adresse.', ' med på en slik ord ning.\n— Det gjør at', ' på banen for første gang, og det synes vi er', ' i full aktivitet. Fra venstre Inger Lise Grefs', ' en av flere grupper/ lag i Sør-Var']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
