raw,identity,number,category,type,filled_words,honest_categories,pr,an,cds,svp,ddp,qas,is,re,dmc,om,pa,rci,asm,asf,ps,or,ddf,count
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er ventet at Busting vil', ' nok til å være med både i dame og herre', ' og de har ingen problem med å holde oppe tempo', ' og fine.\nkvinne, eller at de har', ' over at det er sonnavMr.M']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en av norges beste konsertprodusenter og har derfor', ' «Sporty, Vimser og Vierlev', ' en god og effektiv arrangør - som legger alt til', ' det har vore gjort store dugnadar. Dette vil ein', ' dyktige skuespillere, men vi må si at vi']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode og varme når de kommer hjem, forklarer hun.\nDet', ' meget tilfreds med den hjelp de får av den ny', ' klar med sin første cdutgivelse.\nFINNSN', ' i flertall, er det likevel mye mannfolk i', ' flinke til å strikke. - Da må vi strikke']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' kresne kun dene, men i denne bransjen', ' utsatte og er dermed den aldersgruppen som har det', ' vanlige,men deter mange som har en u', ' kostbare, og hun tok derfor en ny runde', ' krevende kundene vi har.\nhun som bestemmer hvem som']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sammen. Og hun som har fått navnet sitt', ' - Caroline Berg Erica Mohn - blogger\nCar', ' på å få oppmerksomhet rundt sin bryllupsdag og har', '.\ngifte seg og dø, mens menn og', '!']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' og staselige, og ikke minst er det veldig', ' grupper på rundt 50 personer eller mer som bestiller én', ' og små, unge og eldre, jenter og gutter.', ' og blonde, skriver avisen.\nmed i de', ' og små selskap. Vi kommer hjem til deg for']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «prinsessemødre», ettersom det er', ' «de hvite engler» i Frankrike. Eng', ' Dronningen blant blondiner. De er kjent', ' de vakreste i verden. Men det var ikke nok til', ': Den svarte engelen, Den hvite engelen, Den']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av en enklere type,', ' pyntet til ball, og vi har det fantastisk', ' den nye trenden, sier Karina Kibs', ' helt sikkert fornøyd med brudekjolen de har', ' ikke noe unntak. Bruder i dag planlegger mer']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' utagerende. De som kaster stoler og bord rundt', ' vellykkede. Mens hun er «en god modell»,', ' stabile og er de som står fast. Og', ' fremtredende elementene i denne boka: De', ' krevende.\npasse på hva man gjør!\nog']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' i verden. De har aldri vært en del av det', ' som finnes. Jeg er veldig redd for ikke å', ' jeg vet om, og har i flere år nå hatt', ' jeg kjenner! Nå har jeg snart hvert her ett', ' å ha. De stiller opp for familien vår og hjelper']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å klare seg uten hjelp til å kn', ' og tunge. Da er det enkelt å sitte bak', ' på en eller annen måte. Foto:', ' fans av Flåklypa. Nå skal', ' barn og jeg er en voksen mor. Min eks']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «de store guttene» og «de gamle kj', ' den nye superhelten «Onkel Henry', ' «babes» i denne kåringa.', ' de beste. De er helt klart de beste på markedet', ' «Mr. og Fru» er begge blitt ikoniske,']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' samkjørte. – Jeg ser ikke for meg at', ' for trøtte til å se videoen. – Her', ' det så langt ikke funnet plass til. – De ligger', ' hjemme på ferie. Vi har hatt det helt su', ' på jobb i Syden mens ungene har ferie hjemme']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de fire. Mannen i 40-årene døm', ' sannsyn lige. Det finnes imidlertid en rek ke alternative', ' omtalte mannen i norsk idrett de siste tre månéd', ' uverdige av alle menn. Han er en håpl', ' utsatte gruppen for vold i hjemmet. Om lag 20.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fa ogjeg takkerham for innsatsen.', ' medspilleren. Det gjør deg ikke mindre til en', ' sjåføren.\nsier han, så jeg er litt usikker', ' garanti for en trygg og lykkelig verden».\nmennesker', ' i verden som har levd. — Og da har']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' del av den amerikanske drømmen som mange i USA lever', ' stjerne i Sverige og kan komme blant de tre beste', ' kapasitet, og kan mye om faget sitt. I tillegg', 'vokst type med mørkt fippskjegg og', ' mann. Hvis mannen ikke vil ha barnet, sier vi']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «kongen av knull», var blant annet', ' en noto risk lystløgner, er saken', ' en god del taker i de fleste av byens', ' «far til norsk fotball» har sett det meste', ' et naturmenneske. Og det er ingen grunn']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' mistenkt for å ha stjålet medisin på resept', ' pågrepet. Politiet antar at huset var tomt på', ' det heller ingen ting som gir grunn til mistan', ' i jobb og dermed ikke strafferettslig ansvarlig for', ' ein av 14 som sit i leiarkvarter']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære på skolen, fordi han ikke har gjort noe. Vi', ' velvillige og god modigste og mest', ' produktive norske plateartist i dag. Siden han', ' populære og mest etter spurte artisten i verden akkurat', ' populære rocke sangeren i verden for tiden, det']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på den offen sive biten. I tillegg', '.\ndenne gang med en tredjeplasss', ' som no er med på turneen deira.', ' av dem alle for den gamle krigeren til', ' i dag, tror jeg. Du kan ikke skrive noe negativt']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' spiller. Men er det fortjent? Når det', ' mann, en stor mann, og etter dette er jeg overbevist', ' inspirator. Men han er ikke den eneste som bruker', ' mann i sitt eget parti. - Han har en', ' spiller internasjonalt, sier hun. – Hva ser du for']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en utpreget hardbanket kar,og', ' mannen som står bak alle de største slager ne', ' en stor jeger, og da særlig når det gjelder', ' en av landets fremste kunstdebattanter. I et debatt', ' en tøff type og han kom seg til slutt til']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøgd med den nye arbeidsstokken', ' også en av de mest suksessfulle komponistene her', ' veldig opptatt av at han og laget skal spille inn', ' som et løv av den rette stammen.', ' i stand til å legge for dagen i det øyeblikket']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' verdifulle. Faren kan aldri erstattes. Og', ' omfattende vi har hatt i Europa. Man tror nå at', ' kjente. Disse to var også kjent for sin ut', ' fryktede av de beryktede.\n– Han', ' omtalte av de to. Det blir det ikke i dette']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet. Så kan de slå i bordet med det', ' i landet. Han har vært ute i Europa og har', ' formaning og den sterkes te drivkraft', ' hjel pen de kan få. - Jeg har en', ' medspiller du kan få. Så hvis far har']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' del av grunnen til at jeg fortsatt går rundt og', ' spiller for dem.\ndenne gangen. Både Rang', ' idrettspsykologen - Dagbladet\nPÅ VEI:', ' mann med et digert hjerte. Vi har kjent', ' belastning for dem han seiv har plassert der. Den eneste']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en ivrig fotograf. I det siste har det blitt', ' den første europeer som satte fot på månen,', ' Kåre, faren som har spilt i RBK', ' en av ver dens beste langrennsløpere gjen', ' de store og mektiges venn, fordi han er']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 1, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er [M].,faren,singular,male,descriptive_adjective,"[' med når han drar til Kløfta for å', ' jo til stede, men i dag er det bedre', ' ikke enig. I det siste har flere vitner hevdet', ' overhengende stor for at hun må begynne med', ' en meget stor mann å være borte for henne».']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' populære gutten i barnehagen, og så videre).\nJeg', ' spennende enkeltpersonen i norsk kulturliv, og', ' ubegripelige av alle ubegripelig', ' kjente spilleren fra NHL-laget. I 2017 ble', ' talentful le alpinisten i familien? -']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' til å vurdere hva jeg skal ha på meg, og', ' og jeg er stolt av jobben jeg har gjort og', ' av fire onkelunger.\nveldig glad i', ' i sin klasse og vant sin aldersklasse. Hun', ' i verden. Jeg har ikke tenkt til å flytte etter']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"['vokst og muskuløs type, som også', ' inspirator og støttespiller for meg når det gjelder', 'artet og elskelig herre.\nsom skal gjøre sin', ' fotballspiller. Gianluigi Buff', ' del av livet hennes, og hun har tenkt til']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en skikke lig lesehest, og har i', ' The Boss, og etter utgivelsen av «S', ' en god fotballspiller, men da de skal ut', ' en av Nord-Norges største fotballtalenter. Det', ' en dyk tig idrettsutøver. Vi håper']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' blitt så skremt de siste årene at hun må', ' siktet - som han har nektet å forklare seg, kan', ' ute og plukker hvitveis – mens det blåser', ' en «slenger» som ble med i tillegg', ' ferdig.\n- Hva kan du forvente av din far?\n-']","{'pr': 0, 'an': 0, 'cds': 1, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede mannen i hele Skandinavia.\n', ' kjente idrettsutøveren fra Randaberg de', ' fornuftige. At han får mest fornuftige valg er', ' sannsynlige mor til barnet som blir født ved Haugesund', ' om talte personen de siste da gene før stortingsvalget']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å velge seiv, sier Ella Marie H', ' i verden. For en herlig følelse. Dette har han', ' fotballspilleren jeg noensinne har trent».\nPar', ' i sin års klasse.\nSkjønt mange har det', ' i fotball, sier Bakkerud.']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' ressurs, og jeg tror alle har fått kjenne på', ' idrettsmann, som vil føre seg opp på den', ' sjarmør. Men til våren venter en virkelig stor', ' ressurs for lokalsamfunnet. Alle som kjenner ham, er enige', ' gutt som snart er 5 år !\nogså']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort skitalent, og ble tidligere i vår', ' «The Ferguson Ripper». Også han', ' en av verdens fremste sjakkspillere. Han', ' en av hovedmennene i hasjmiljøene', ' en ivrig fotballspiller, men å løpe i tra']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"['kjente straffskyld da han ble fremstilt for Moss', ' ikke så lett å lure når det kommer til sty', ' mistenkt for flere tilfeller av overgrep mot to gutter', ' så svak. Hvis han dør, er det et', ' så «snill».\nmed den nye loven']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' aggressive, han gir seg aldri, smiler Gry.', ' oppegåande.\n– Om eg ikkje hadde hatt', ' spennende rollen til den tid ligere rocke-stjern', ' populære på «Instagram». FOTO:', ' aggressive og selv sikre. Situasjonen er ikke']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen man kan ha, sier han. Og for å', ' spilleren han har spilt med som ikke er eldre enn', ' han vet om akkurat nå. Det kan være greit når', ' i sin klasse, og er det nærmeste man kommer', ' i klas sen. Derfor har Joakim også']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' stjerne i USA for tida og de andre er kjend', ' og stolt mann, som er påfallende lite begeist', ' fotballstjerne på det norske landslaget i her', ' ressurs. I går fikk han også oppleve både å', ' beundrer av faren og som også har vært en']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for\xad fatte r, han', ' en av Norges aller beste klesdesignere, med', ' tyrannisk slaveeier. I en', ' en av distriktets verste fyllefester. – Han', ' en karisma tisk og sprudlende']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' den som i dag lever et stille, rolig og', ' til den personen man er forelsket i. Det er da', ' blitt tatt av et snøras under en skitur', ' tiltal for å na tent på huset sitt,', ' ikke helt frisk. Det er vanskelig å fortelle om']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i faget, sier en oppglødd', ' vanlige etternavn for menn i Norge. Selv om det', ' fremtredende av de store personligheter. Tross', ' utagerende personen i filmen med et utål', ' sannsynlige gjerningsmann bak mordene på']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
