raw,identity,number,category,type,filled_words,honest_categories,asm,om,ddp,an,pr,ps,rci,ddf,or,svp,is,asf,qas,cds,pa,dmc,re,count
[I] er [M].,faren,singular,male,descriptive_adjective,"[' borte, han har tatt seg en velfortjent', ' et av de mest verdifulle i livet mitt. Hvis', ' iferd med å drukne, og til slutt', ' overhengende!\nALVORLIGE', ' det vi kaller en «vanlig» forelder,']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' sentrale brikken, men også datteren og den tredje', ' kjente av de mange sønnene til kong Haakon', ' ubegripelige av alle menneskelige skapninger:', ' naturlige og ekte måten vi kan vise oss som hans', ' innflytelsesrike forfatter som noen ganger har levd.\nfor']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' til å vurdere hva jeg skal ha på meg, og', ' gave jeg kan få, han gjør meg trygg og', ' av alle gaver Gud har gitt meg. Fra den første', ' gave Gud kan gi - uten sidestykke. Det', ' i verden. Jeg har ikke tenkt å sette noen i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' løgner!""\nDENNE FORTEILING', ' gutt. Han er snart 16 år og har aldri', 'artet og elskelig fyr, som skal gjøre sin', ' glede og fornøyelse: «Du har gjort mig inder', ' kunstner.\nsønnen til faren. Så er']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' en begavelse i den retning.\nForuten å', ' «Gammel-Erik» og etter en stund blir helt', ' en god forteller, og hans muntre historier gjør', ' en av Nord-Europas ypperste fiol', ' en dydens mann.\nog han vet alt om']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' nå gift med enken etter Ole Hansen på B', ' en gave som det står i skapelsesfortell', ' ute og plukker bær.\nseg på et lite', ' en «løvetemmer» eller ikke.\nB', ' av samme blod, hans hustruer er søstre']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' ettertraktede på den tiden, og faren er', ' fullkomne blant menn, men kvinnens skjønnhet er ikke', ' intelligente.\ngutten er flink til å synge', ' aktive av de to. Til å begynne med er det', ' verdifulle ressursen de kjenner. Den største rikdomm']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' til å velge seiv, og at jeg derfor ikke', ' i verden. For en herlig følelse å møte verden med', ' fotballspiller.\nhan å drible?\nAlle', ' i hele verden, og så var det liksom ikke det', "" i fotball, i ball- ' sprett og""]","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' optimist. Når jeg var hjemme var han utål', ' og sterk kar som vil ha seg en ordentlig k', ' skøyer. Men til gjengjeld er han både', ' beundrer av den nye kongen i England, som er', ' gutt som snart er 18 år og konfirmer']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et stort sprinttalent. Han har blant annet', ' forfatter for å være svært følsom i forhold til', ' en av verdens fremste fjellførere.\nHan går i', ' en av verdens mest spennende og nyskapende kokker.', ' en ivrig elgjeger.\nhar hun deltatt i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i dag en av landets ledende malere.\nvar', ' en gutt / gutten er en gutt han er en', ' den største i sitt kull.\nfør hun var gammel', ' så lett kjennelig.\nsom i hvert fall har', ' så dum», og gutten svarte: «Nei, men']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' markante av disse, men flere andre forfattere har også', ' typiske representant for ""vår tids diktere""', ' intelligente gutten han kjenner. De er begge født', ' populære personen i hele verden. Alle vil gjeme være', ' innflytelsesrike av alle verdens ledere. Hans enorme']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen man kan ha.\ner en ting jeg', ' kamerat."" I 1870 ble det vedtatt en', ' venn man kan ønske seg.\nen stor og viktig', ' vennen han kan ha — det er så mye', ' kamerat. Og han er en god bror for sin']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' og mektig mann.\nseg litt på skrå.', ' og vakker mann, og hun selv er den vakreste av', ' fan av Romeo og Julie, og han', ' suksess - med hele 40 000 solgte eksemplarer!', ' beundrer av faren og blir også trukket inn i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for å ha innført den nye', ' en av Norges aller beste kurerte idrettsut', ' den første store industribyggeren i Tistedal', ' forfatter av «Æzewis to sønner', ' en kar som alltid har vært rask i tanken og']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den mer filosofiske, men også utålmod', ' til den andres fordervelse "".\nf', ' blitt tatt av romerne.\nrundt i pal', ' tiltal for mord. Det er hans søster,', "" ikke helt frisk. Det er vanskelig 'for ham""]","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i faget, får være nok! Men jeg', ' vanlige etternavns-kombinasjon på landsbygd', ' fremtredende slektning og har således størst interesse', ' utagerende personen i filmen - som en slags', ' sannsynlige modellen. Damen har på seg en']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren du kan få. Læraren som gir', ' kusken,» mente den gamle mester. «I', "" mat å ha i huset. De to var sammen '"", ' i hele verden. Han skal passe på at alt går', ' maten. Den som har en far som er død,']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' mann i det litau- i en liten landsby', ' skurk og en bølle. Etter en slåssk', 'artet familieforsørger, hun lager de deiligste,', ' røver. Det hjelper ikke det minste hva faren', ' og fryktinngytende kjempe. Han tar']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor krattrydder.\nonkelen', ' en god lærer.\nOle Bull fikk en grundig ut', ' den største norske idrettsutøver noen gang - og', ' en snill og sympatisk mann.\nvære så', ' en som har lett for a bli fornærmet.\n']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den tiden da han tjente penger til livets', ' det ikkje til å kome ifrå at somme', ' død. Det får meg til å bli mindre sjal', ' veldig interessert i biler, og du har egentlig lyst', ' ikke slem. Det er onkelen som er']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' utpregede fars- ektemenn mest enn dø', ' kjente. Det finnes også mange fine illustrasjonen Vi', ' sentrale personen i ein familie. Somme samfunnssystem har', ' innflytelsesrike personen i livet ditt, er å gi', ' vanlige. Det er få som velger en «annen']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. Hver morgen får hun en stor klem', ' i verden, men om kona har forlatt ham er', ' vennen, og at hun føler seg mest til nytte', ' gåva.\nr ■ fW ■ / r', ' kameraten min.\nBegge tekstene har en direkte']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann, stor for oss, og stor for alle vi kjenn', ' ressurs i vår omgang. og mange kvinner føler ansvar', ' hjelp både på hjemmebane og på jobben. I', ' egoist. Med dette utsagnet beskriver Ibsen', ' løgner. Vi er ikke i nærheten av å']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks storste og allsidige billed', ' en dyktig snekker, og han har utført et fint', ' en av Norges råeste kokker, er ikke maten', ' Moody-Anna, ble født i S', ' en fremragende idrettsutøver.\n«Tiden på land']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' død, eller ikke er en person som det i det', ' «praktiker» med mye kunnskap om gård', ' hjemme og de to barna hans. Hun har alltid likt', ' en god far for deres barn, seiv om han ikke', ' død. Kvinneforskere har pekt på at']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede tittel i verden. Men ikke mindre', ' fullendte form for maskulinitet. På den annen', ' beundringsverdig oppofrende av alle dy', ' utbredte formen for maskulinitet. Trenere', ' berømte av Norges landsforrædere. Som sjef']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' rådgiver man kan ha.» — Et ord som jeg', ' ambassadør for en by eller nasjon. Det vil', ' vivisektor,» hevdar Pasteur.', ' kokk. Ingen mann kan gjøre like for den utmerk', ' og den mest trofaste i en roman, er']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' beundrer av hans personlighet, både som menneske og', ' spøkefug] med en meget god hukomm', ' mann eller for en god mann. Det som en gang', 'artet skikkelse i menneskehetens historie, men han er', "" høflig- ' het! For alt du""]","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som elsker å se sitt navn offentliggjort. Kanskje', ' «den siste mohikaner».\nen stor', ' en av de dyktigste og mest velrenom', ' gumshoe med sin lange tunge, sine', ' en av det 20. århundres få virkelige kunstnere som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare beregnende og hensynsløs, han', ' som alltid klar til å forsvare sin plass i re', ' en av de mektigste karakterer som finnes', ' blitt mer og mer populær. Særlig blant de unge', ' den han er i kraft av sine handlinger.\nmed']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære mannen.\nbruden er den mest populære kvinn', ' betydningsfalde person i brylluppet.', ' populære blant norske gutter. Det er kanskje ikke så', ' ansette mann i sin kommune. En kan gjerne si', ' sentrale og den som har størst makt, men den']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medhjelpar. Men for at du skal få', ' gave brudgommen fikk; ikke det du kan', ' bryllupsgaven brud og brudgom kan få.', ' gåven et ungt par kan få. Når', ' mann og kvinnen den beste kvinne.\nDemokrati']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med et blidt og vennlig ansikt', ' mann, men jeg tror ikke at han er så stor', ' ære, og ofte mer enn bare en formalit', ' høvding. Han skal føre bruden hjem til', ' ære for den nye brud, som en dag skal']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor spøkefug] er det klart', ' «Kjole og hvidt». Noen tror at', ' et av de største trekkplastrene blant norske art', ' Mammon til han finner bruden; og', ' det lykkelige paret som ikke har vært sammen siden']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av kongelig byrd og en meget begav', ' hans brud. Det var også vanlig at bruden', ' den eldste i rekkja;\netter faren fyl', ' på kjøkkenet før bryllupet, bør de ha det klart', ' i ferd med å springe ut på en balkong']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til å ta kontakt. Det kan muligens forklar', ' uvørne og de som har dårligst', ' populære blant de yngre og blant jentene.\nVi spurte også', ' tallrike. Av de 152 kvinnene som ble', ' aktive i å drive med kulturvernarbeid.\nikke']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' til å gjøre den jobben.\nTore Finsnes', ' man kan få.\nkorte skjorter og tr', ' til å skrive om de nære tingene. De er', ' i verden. Hvorfor skulle han da ikke velge den vakre', '.\nde i sin tid.\ndenne tiden er']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"['.\nog de kan også være store.\neller begge hender', ' både innenfor og utenfor landets grenser, og den har', ' nok, og avstandene såpass korte, til å utvikle', ' og tunge. De har også en tendens til å', ' og små, med ulik bakgrunn og ulik kompetanse? Har']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' gode håndverkere.\nogså en velutviklet sans', ' «bakeren» og «pastoren»,', ' særlig dyktige feltskjærere. De har vært i arbeid', ' de store jegere som med pil og bue.', ' diktere. I motsetning til dem har kvinnene som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' som oftest ganske unge. På den annen side har de', ' ikke forkastet. Nå er det mennene som er', ' opptatt av å få flere kvinner inn i ledende kommunale', ' det særlig om natten vi har vanskeligst for å', ' blitt forgiftet av radioaktivt nikkel']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' verdifulle i familielivet!\n""Dagen var', ' populære dyrene | i dyrehagene, og de er', ' betydningsfulle. Her har jeg lyst å fortelle', ' sentrale.\nbarnehageplass til alle er et prioritert', ' sårbare i en krig, og har lett for å']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' foreldrene barna har».\nVi må ikke glemme å takke', ' læreme; for dem er det et eventyrland.', ' til å fortelle hvordan en skole fungerer.\nKlassen', ' ekspertene på sine egne behov. Dette kan bety å', ' ambassadørene. Hvis du viser dem kjærlighet med hele']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en slik type informasjon, kan', ' og har flyttet ut. Eller du kan bruke tida på', ' og er blitt så selvstendige at de kan klare', ' nok, til å greie å få det til.\nde', ' nok til å være alene et par timer. Jeg vet']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
