raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,svp,cds,dmc,rci,an,asf,qas,asm,ps,re,om,pr,pa,or,is,count
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtredende amerikanske statsmann i det', ' en god venn av Zlatan Ibrah', ' en svært ressurssterk ung mann. Han har en', ' en som aldri gir uttrykk for sine innerste føl', ' mannen med de mest dramatiske redningsopera sjoner']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som står som an svarlig søker.\n- Kommunen', ' den mest kjente av disse, mens andre fortsatt ønsker å', ' min kjæreste er dating noen andre. er tango en', ' et av mange ofre for norsk narkotikapolit', ' kommet på rett side, sier hun.\nTar avstand.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 1, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest moralske i verden. Han er', ' populære guden i verden | AllInfo\nHome Norsk', ' populære gutten i bygda.\nikke noen «duster', ' utviste spiller i NHLs historie. I løpet', ' talentfulle målvakten i landet nå, sa Tor']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballspilleren i Norge, sier Ferguson', ' versjonen av meg selv - og jeg har lyst til', ' å ha i hus i helgene. Det er også', ' keeperen i Europa og verden som jeg ser dem', ' og kuleste gutten i verden og han og pappa']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' skøyer og har litt av et temperament.', ' fan av The Cranber ries etter å', ' fan av Michael Jackson. - Jeg synes at han', ' pike nå, og hun har vært svært tapper', ' del av livet mitt. Derfor er det fint for']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært vanskelig. Han ble pågrepet i en storstilt', ' en meget habil spiller.', ' Norges mest kjente og populære komiker. Men det', ' en av hoved mennene bak massakren p;', ' en skikkelig storgangster i Amerikas under']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i følge politiet skadet uten for bilen da ulykken skjed', ' syk. I dag er det litt bedre. Gleder', ' pågrepet. Han har til nå kun blitt avhør', ' som kjent fra før av dømt til betinget fengsel', ' det bare å gå videre fram til vi er ferdige']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive: De bruker mindre tid og res surser', ' kjente.\n- Det var på tide at de fikk hver', ' betyd ningsfulle. Han går nå i andre', ' vanlige kreftformen. Hvert år rammer denne kref', 'vinnende kvinnelige alpinisten noensinne, med 20']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' jeg vet om. I dag er han en ordentlig kjerne', ' til å ta seg av henne, så han røm', ' å gå til. For andre er det legen eller den', ' i verden, i alle fall i mine øyne :))', ' mann hun kunne fått til ektemann. Han har vært']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann med mektige menn på sin side.', 'spiller på piano og cembalo. Det', ' favoritt. De står alltid for en offensiv tanke', ' fan av den norske artisten.\nTommy-fe', 'ebror, eller et lite barn. Det er med']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste bokser, men det siste året har han', ' en habil hobbyfotograf. – Og de er', ' den første kvinnelige kuppmaker i Tyrkia. Under', ' landets beste kvinnelige skytte r. Men i går', ' en dyktig bil fører. Han var ikke fullt to']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uvi tende om sin nye brors hemmelige', ' en mann på 27 år som har vært i USA', ' i ferd med å dø etter en druknings', ' på frifot? Hva gjør så en bror som', ' en god nummer to. FOTO:\nAt en stor']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære gutten av alle guttene i klassen.', ' ivrige og flin ke til å spille.', ' kjente norske skuespilleren som kan komme fra en gard', ' popu lære av alle våre folkevalgte. Til', ' berømte i hele familien, seiv om også søsteren er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' i verden. Klemmer fra Kristina, Stian, pappa', ' treneren han kunne hatt med seg på landslaget.', ' i heile Amerika, seier Bianca og sk', ' man nen i hele verden, sier Ida Sofie.\n- Ja,', ' i ver den og han synes det er gøy med']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, eldre kar som heter Gene Pit', ' fotballspiller - han er like gammel som meg. Når', ' del av denne idrettskarrieren som også er', ' helt | morgenbladet.no\nJeg har brukt formiddagen', ' inspirasjon for mange andre. Da var også søskenbarnet']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets fremste fagmenn på området.\nmed', ' «den lille prinsen» etter eventyrsamlinga', ' en karismatisk taler og har stor kontakt', ' en av verdens beste keepere gjennom tidene, med', ' en mann som er opptatt av tradisjoner og hånd']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Ifølge SSB kan vi finne en', ' arrestert. Den anklagede ble også kjent uskyldig', ' kjent skyldig, vil han ikke seiv kommentere dommen overfor', ' blitt utnevnt til ny le der, som en beløn', ' i kontakt med kom munene, som er de med']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre kidnapperne.', ' tålmodige, men også hans tålmodighet testes når', ' betydningsfulle personen i min verden. Hvis det skulle', ' berømte blant disse, blir i stedet en kilde til glede', ' intelligente. Den mest intelligente har også mest']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i verden for alle barna, selv om de ikke', ' støttepilaren man kan ha i livet. Et', ' investeringen du kommer til å gjøre i hele ditt', ' hun kunne fått. - Vi jobber så godt sammen,', ' jeg kan tenke meg, i et sunt ekteskap som har']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann med en høy stilling innenfor en eller annen statlig', ' del av livet hans, men det har ikke alltid vært', ' glede. Men det er ikke lett. Det vet', ' tilhenger av å gi gåver til hverandre og', ' del av hennes suksess. FOTO: GRO BOG']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en lidenskapelig fotballsupporter og er ofte på', ' en velstående mann med mange eiendommer. I fjor', ' en av landets fremste kunstsamlere innen samtidsk', ' en av Norges fremste forfattere av krimromaner og', ' en av de siste gjenlevende heltene fra']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har hatt en viktig rolle i familien.', ' tatt for tyveri av to biler og for å', ' villig til å betale, ifølge dommen fra Nedre Romer', ' i sin beste alder, har en trygg arbeidsplass, er', ' fortsatt mistenkt i saken. I følge VG Nett skal']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' po pulære typen. Den har et mer alvorlig', ' populære karakteren på kino. Det er også den', ' populære typen i den vestlige verden, noe som gjenspeiles', ' trofaste typen på kjærlighetsmarkedet. Han gjør det', ' verdsatte og som folk liker minst når han er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, selv om han på sin måte er litt', ' garantisten for god stemning i ethvert selskap, mener', ' typen - det gjelder iallefall i filmverden', ' kokken, mener han at det aller beste i', ' medisin for hjertet. Men det gjelder ikke alle, bare']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' inspirasjon | Tara.no\n10. juni 2011 av Marit L', ' del av hans personlighet, og det betyr at han', ' del av sjarmen til Mr Yellow.', ' vits.\n- Vi må gjøre noe med dette, ellers', ' del av grunnen til at vi i dag er et']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' en god kamerat og venn.\nI går ble det', ' en godhjertet mann. Det gjør at han', ' en av hovedmennene bak det gigantisk k', ' en trofast og lidenskapelig mann med et godt', ' en meget god skytter og en ivrig jeger,']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' det noe å lære, men ikke i en bok', ' blitt erstattet med en hissigpropp,', ' et begrep i den store verden. I vårt land er', ' ikke i tvil om hva han mener om dette.\n-', ' en mann som ikke sier for meget og som er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spennende og fargerike delen av bryllupet. De fleste', ' populære mannen i landet. I andre enden har vi bru', ' aktive i bryl lupet.\nI følge undersøkelser', ' sentrale aktøren i bryllupet. Bruden har nok', ' elegante damen i brudefølget. Det']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"['.\ntil å finne nye ord i en sang,', ' mann på jord, og vil vi alle gratulerer så', ' venninnen. Men så er han også en av', ' i den ne sporten, mens hun seiv har sin', ' gaven. Han kommer med den største gaven man']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' mann i sin bransje. Han har vært leder for', ' fan av filmen, og valgte seg den ut som', ' idiot | Bryllupsdagen og bryllupsfesten', ' tul ling. Han vil ikke bruke de pengene', ' overraskelse i livet hennes: den nye mannen hun nettopp']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en meget vakker ung mann og brudgommen var', ' en dyktig og pliktoppfyllende politimann i', ' en av de mest lovende løperne i den', ' en god skytter, men bruden skal altså', ' en habil skiløper. Bruden bærer en krone']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' en mann med fortid - en forfører som er', ' ikke fra Norge.\n- Bruden har gått på en', ' ikke noen hvem som helst - han er kaptein', ' ikke snauere enn at han har hatt bru', ' en venn av ham. Det er jo ingen her som']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' oppegående for å si det sånn, men', ' effektive og flinke til å sette i gang prosjekter og', ' «nøkterne». Blant dem bruker 45 prosent', ' ettersøkte hos politiet. Men det som gjør at', ' foru rensende og helsefar iige i']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' på sitt område i Norge. Vi snakker altså om de', ' i sin klasse, som for eksempel langrennsløperen', ' av de beste, og de jobber som bare det.', ' venner og kan sitte i timevis uten å si', ' spillerne vi har hatt i norsk bandy. Nå har']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' og fete? Har du noen tips om hvordan', ' nok til å gi et bilde av hvilke utfordringer vi', ' at de ofte går i arv fra generasjon til gener', ' og solide, sier Opsund.\nBygg', ' og sterke og har fått det de peker på. De']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' meget dyktige arbeidsfolk på sitt spesial område. Det var', ' en gjeng med særdeles frekke vinningsforbry', ' henholdsvis «Gud» og «Blackslayer»,', ' en av de mest utspekulertste b', ' forkjempere for et sterkere samarbeid i Europa.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' siktet for å ha begått væpnede r', ' ute i arbeidslivet. Dette problemet er et nytt og', ' fraktet til sykehuset i Hønefoss, mens tre har', ' i stand til å gjøre med en båt! I', ' at de ønsker å gjøre en større innsats i arbeidslivet']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' sårbare for negative oppvekstvilkår som fattigdom, vold og', ' utsatte. Å kjøre barna til og fra skole og', ' sårbare og de som får minst utbytte av sam spillet', ' sårbare. Nå må vi holde sammen, det gjelder hver', ' lojale og tillitsfulle mot vennene sine på']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' vi har. Vi bruker milliarder av kroner for å ta', ' lytterne fordi de lever seg så inn i det', ' ambassadører for sine lokalsamfunn. Som barn får de', ' ambassadørene for å få folk til å bruke løy', ' ambassadører for å få inn midler til utstyr og']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' og små. Det må de nok fortsette med å', ' nok til å reise på den turen alene, er det', ' og det er på tide å gi seg er det', ' nok til å bli med. Men for all del -', ' nok til å for stå at dette med dyr og']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' noen drible fantar. Det blir nok fart', ' ei driftig og godhjerta dame som', ' et sted fullt av liv og latter. - Det', ' en meget habil og dyktig skiløper. Han var', ' en person med et voldsomt tempera ment. Her']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' helt nede i 3-4-års alderen så er det et', ' de mest aktive.\n-1 mange andre fylker er', ' under 14 år. Men det er også de eldre det', ' flinke og snille, men også litt ville og ram', ' svært fornøyde med barnehagetilbudet sitt. Dette er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ressurssterke og har den beste livssituasjon', ' aktive og står for 66 prosent av aktiviteten, går', ' verdifulle spillerne.\n– De skal få lov til å sk', ' sannsyn lige fedre og at de bor i det', ' verdifulle samarbeidspartnerne.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' oppdra gerne.\nKlasse 9 C ved Egge', ' i den lokale fotballserien, så det spørs', ' rollemodellene og at de får en ny', ' rollemodellene.', ' omsorgs personene, derfor er det først og fremst']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
